round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,3,2,deal,0,♣8 ♠9,,20000,0.3342249999999606,0.3393172729778624,980,0,0,20,0,1000,0,40,20,2,2,0,-20,-6.631000000001577,-0.33155000000007884,-6.631000000001577,-0.33155000000007884,404.6671495692038,384.6671495692038,check,0,0.08572793006896973
1,1,3,2,flop,1,♣8 ♠9,♦9 ♣6 ♠A,151,0.6655629139072847,0.4664997686187106,980,0,20,0,20,980,40,0,0,3,2,0,-20,-13.377483443708613,0.33112582781456945,-13.377483443708613,0.33112582781456945,1089.5544306160214,1069.5544306160214,bet,534,1.1413512229919434
1,2,3,2,turn,1,♣8 ♠9,♦9 ♣6 ♠A ♦6,127,0.7637795275590551,0.42475917981924977,446,0,554,0,20,446,1108,0,0,3,2,0,-554,272.267716535433,0.5275590551181102,272.267716535433,0.5275590551181102,1178.1936754130545,624.1936754130543,bet,385,1.1436700820922852
1,3,3,2,river,1,♣8 ♠9,♦9 ♣6 ♠A ♦6 ♥2,266,0.8421052631578947,0.3646422752776583,61,0,939,0,20,61,1878,0,0,3,2,0,-939,622.4736842105262,0.6842105263157894,622.4736842105262,0.6842105263157894,1269.8894499687328,330.8894499687328,bet,264,1.1535558700561523
2,0,3,3,deal,0,♣7 ♥4,,20000,0.31195833333330397,0.3329905123075629,990,1,0,10,10,1000,0,50,20,2,3,10,-10,-1.2825000000017577,-0.06412500000008793,-4.402083333334799,-0.376083333333392,248.3775701500526,238.3775701500526,call,0,0.08609390258789062
2,1,3,2,flop,1,♣7 ♥4,♦8 ♣8 ♥7,74,0.5405405405405406,0.4892314948607375,980,1,20,0,20,980,60,0,0,3,2,0,-20,-7.567567567567566,0.08108108108108114,-7.567567567567566,0.08108108108108114,514.0162421715502,494.01624217155023,call,0,1.135465145111084
3,0,3,3,deal,0,♦7 ♥9,,20000,0.3154055555555202,0.3326434168869216,1040,1,0,0,20,1040,0,30,20,1,3,30,0,-1.0756666666687875,-0.05378333333343943,-10.537833333334394,-0.3691888888889596,258.0385735594045,258.0385735594045,fold,0,0.09306907653808594
4,0,3,2,deal,0,♣4 ♥4,,20000,0.3712708333332935,0.3090594134691261,1000,1,0,40,0,1040,0,80,40,2,2,0,-40,-10.298333333336524,-0.25745833333341306,-10.298333333336524,-0.25745833333341306,309.8105239509468,269.8105239509468,check,0,0.13952088356018064
5,0,3,2,deal,0,♠4 ♦2,,20000,0.2666458333333194,0.3191389230942491,1060,1,0,20,20,1080,0,60,40,1,2,20,-20,-18.668333333334445,-0.4667083333333612,-24.001250000000834,-0.4667083333333612,213.25691753220573,193.25691753220573,call,0,0.0892801284790039
6,0,3,3,deal,0,♥7 ♠K,,20000,0.3834236111110534,0.3256466870968742,1120,1,0,0,40,1120,0,60,40,1,3,60,0,6.010833333326403,0.15027083333316016,-16.994583333336802,-0.23315277777789326,342.21178215270834,342.21178215270834,call,0,0.09820199012756348
