round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,3,2,deal,0,♥7 ♦J,,20000,0.3395583333332892,0.3319807289281456,980,0,0,20,0,1000,0,40,20,2,2,0,-20,-6.417666666668433,-0.3208833333334217,-6.417666666668433,-0.3208833333334217,412.66788389297056,392.66788389297056,check,0,0.08783578872680664
2,0,3,2,deal,0,♦9 ♠2,,20000,0.2501916666666561,0.3040577471424377,1010,0,0,10,10,1020,0,30,20,1,2,10,-10,-9.992333333333756,-0.4996166666666878,-12.494250000000315,-0.4996166666666878,289.30901678343037,279.3090167834304,call,0,0.09191322326660156
3,0,3,3,deal,0,♥5 ♦K,,20000,0.3678069444443908,0.32356250109870943,1040,0,0,0,20,1040,0,30,20,1,3,30,0,2.068416666663449,0.10342083333317252,-8.965791666668276,-0.26438611111121835,465.3365797567142,465.3365797567142,call,0,0.08468103408813478
3,1,3,2,flop,1,♥5 ♦K,♠A ♣6 ♦8,133,0.2368421052631579,0.4184600634389287,1020,0,20,0,20,1020,50,0,0,3,2,0,-20,-28.157894736842106,-0.5263157894736843,-28.157894736842106,-0.5263157894736843,272.47988848020196,252.479888480202,fold,0,1.1501939296722412
4,0,3,2,deal,0,♣Q ♥3,,20000,0.3152361111110752,0.31614250510020353,980,0,0,40,0,1020,0,80,40,2,2,0,-40,-14.78111111111399,-0.3695277777778496,-14.78111111111399,-0.3695277777778496,376.692520182638,336.692520182638,check,0,0.09693002700805664
5,0,3,3,deal,0,♥6 ♣K,,20000,0.3783444444443871,0.325156247961715,1040,0,0,20,20,1060,0,100,40,2,3,20,-20,5.401333333326448,0.13503333333316125,-2.16555555556129,-0.24331111111122586,482.3936049324387,462.3936049324387,call,0,0.0841360092163086
5,1,3,2,flop,1,♥6 ♣K,♦A ♠A ♣7,57,0.5526315789473685,0.4838099029171114,1020,0,40,0,40,1020,120,0,0,3,2,0,-40,-13.68421052631578,0.10526315789473696,-13.68421052631578,0.10526315789473696,810.8888517070392,770.8888517070392,call,0,1.1614842414855957
6,0,3,3,deal,0,♣7 ♠2,,20000,0.2801041666666445,0.3203328049322249,1140,0,0,0,40,1140,0,60,40,1,3,60,0,-6.387500000002661,-0.15968750000006648,-23.19375000000133,-0.439791666666711,344.4757379270993,344.4757379270993,fold,0,0.0892641544342041
7,0,3,2,deal,0,♣10 ♣9,,20000,0.3912680555554987,0.3619234475635477,1060,0,0,80,0,1140,0,160,80,2,2,0,-80,-17.39711111112021,-0.2174638888890026,-17.39711111112021,-0.2174638888890026,507.02609326582785,427.02609326582785,check,0,0.08253312110900879
8,0,3,3,deal,0,♣J ♠6,,20000,0.3190972222221825,0.3242262342892461,1180,0,0,40,40,1220,0,200,80,2,3,40,-40,-3.4166666666761927,-0.04270833333345248,-16.1805555555635,-0.36180555555563504,407.97626878681746,367.97626878681746,call,0,0.08906698226928711
