round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,3,3,deal,0,♠2 ♠A,,20000,0.4088513888888296,0.3408606357675322,1000,0,0,0,20,1000,0,30,20,1,3,30,0,4.531083333329772,0.22655416666648875,-7.734458333335113,-0.1822972222223409,526.4367321331225,526.4367321331225,bet,105,0.22199010848999026
2,0,3,2,deal,0,♠A ♣7,,20000,0.42128749999994014,0.3229804744358445,1010,0,0,20,0,1030,0,50,20,2,2,0,-20,1.0643749999970071,-0.15742500000011972,1.0643749999970071,-0.15742500000011972,549.5544180400669,529.5544180400669,check,0,0.09116196632385254
2,1,3,2,flop,1,♠A ♣7,♠K ♠Q ♥7,83,0.6566265060240963,0.4652225199110319,1010,0,20,0,20,1010,50,0,0,3,2,0,-20,-7.168674698795186,0.3132530120481927,-7.168674698795186,0.3132530120481927,1074.0275274846624,1054.0275274846624,bet,527,1.1383779048919678
3,0,3,2,deal,0,♦7 ♣7,,20000,0.469573611111051,0.2916789300875063,1050,0,0,10,10,1060,0,30,20,1,2,10,-10,-1.2170555555579623,-0.0608527777778981,-5.912791666668472,-0.0608527777778981,645.5603483402788,635.5603483402788,call,0,0.08733797073364258
3,1,3,2,flop,1,♦7 ♣7,♣5 ♥5 ♥8,75,0.6933333333333334,0.4513682901282868,1040,0,20,0,20,1040,40,0,0,3,2,0,-20,-12.266666666666666,0.3866666666666667,-12.266666666666666,0.3866666666666667,1199.4601388270585,1179.4601388270585,bet,589,1.1394219398498535
4,0,3,3,deal,0,♣9 ♣8,,20000,0.3675930555555107,0.35672252465820914,1080,0,0,0,40,1080,0,60,40,1,3,60,0,4.111166666661283,0.10277916666653207,-17.94441666666936,-0.2648138888889786,471.11164295430285,471.11164295430285,call,0,0.10293984413146973
5,0,3,2,deal,0,♦A ♥3,,20000,0.38497083333328064,0.3244176583444989,1120,0,0,40,0,1160,0,100,40,2,2,0,-40,-1.5029166666719362,-0.2300583333334387,-1.5029166666719362,-0.2300583333334387,506.2491879814706,466.2491879814706,check,0,0.0840449333190918
5,1,3,2,flop,1,♦A ♥3,♦2 ♦10 ♠2,82,0.27439024390243905,0.43583700679288856,1120,0,40,0,40,1120,100,0,0,3,2,0,-40,-52.5609756097561,-0.4512195121951219,-52.5609756097561,-0.4512195121951219,334.04786039719244,294.04786039719244,call,0,1.142814874649048
6,0,3,2,deal,0,♥A ♥6,,20000,0.4391597222221562,0.3374808353318065,1200,0,0,20,20,1220,0,60,40,1,2,20,-20,-4.867222222227504,-0.12168055555568758,-13.650416666670624,-0.12168055555568758,617.7525317019694,597.7525317019694,call,0,0.08553314208984375
7,0,3,3,deal,0,♦6 ♥5,,20000,0.3221666666666376,0.3353016898451459,1260,0,0,0,80,1260,0,120,80,1,3,120,0,-2.6800000000069844,-0.03350000000008735,-41.34000000000349,-0.3556666666667249,423.15648067029707,423.15648067029707,fold,0,0.08700704574584961
