round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,3,3,deal,0,♠6 ♠J,,20000,0.3571374999999512,0.3455324699144266,1000,0,0,0,20,1000,0,30,20,1,3,30,0,1.428249999997071,0.07141249999985355,-9.285875000001463,-0.2857250000000976,442.45384296927824,442.45384296927824,call,0,0.08903908729553223
2,0,3,2,deal,0,♦Q ♥5,,20000,0.3363097222221787,0.3205583568790992,1010,0,0,20,0,1030,0,40,20,2,2,0,-20,-6.547611111112852,-0.3273805555556426,-6.547611111112852,-0.3273805555556426,411.892100685248,391.892100685248,check,0,0.09032440185546876
3,0,3,3,deal,0,♥8 ♠A,,20000,0.4284013888888264,0.32418915516029906,1040,0,0,10,10,1050,0,50,20,2,3,10,-10,5.704083333329584,0.2852041666664791,1.4200694444413209,-0.1431972222223472,567.5832696359994,557.5832696359994,bet,111,0.09122109413146973
3,1,3,2,flop,1,♥8 ♠A,♣2 ♦K ♥5,92,0.2826086956521739,0.4502677212436518,929,0,121,0,20,929,262,0,0,3,2,0,-121,-66.95652173913044,-0.4347826086956522,-66.95652173913044,-0.4347826086956522,324.73529472883513,203.7352947288351,call,0,1.1575212478637695
4,0,3,3,deal,0,♠5 ♣J,,20000,0.3144777777777393,0.32134941916609505,1191,0,0,0,40,1191,0,60,40,1,3,60,0,-2.26266666667128,-0.05656666666678201,-21.13133333333564,-0.3710444444445213,402.18540316994563,402.18540316994563,fold,0,0.08808183670043945
5,0,3,2,deal,0,♠J ♥2,,20000,0.28704583333330685,0.3122390827295011,1151,0,0,40,0,1191,0,80,40,2,2,0,-40,-17.036333333335453,-0.4259083333333863,-17.036333333335453,-0.4259083333333863,355.8740872916575,315.8740872916575,check,0,0.08716583251953125
6,0,3,3,deal,0,♣2 ♣4,,20000,0.3172041666666393,0.35402112153561155,1211,0,0,20,20,1231,0,100,40,2,3,20,-20,-1.9355000000032805,-0.048387500000082066,-8.27958333333607,-0.3655916666667214,408.97753561080737,388.97753561080737,call,0,0.09894800186157228
6,1,3,2,flop,1,♣2 ♣4,♠8 ♠9 ♣5,102,0.2352941176470588,0.4241825029957634,1191,0,40,0,40,1191,120,0,0,3,2,0,-40,-51.764705882352935,-0.5294117647058824,-51.764705882352935,-0.5294117647058824,285.7499612967982,245.74996129679818,fold,0,1.1427428722381592
7,0,3,3,deal,0,♣7 ♦9,,20000,0.3154055555555202,0.3326434168869216,1191,0,0,0,80,1191,0,120,80,1,3,120,0,-4.302666666675152,-0.05378333333343943,-42.151333333337575,-0.3691888888889596,403.6279844255194,403.6279844255194,fold,0,0.09134197235107422
9,0,3,3,deal,0,♥A ♥7,,20000,0.44993194444437823,0.338950664577762,1191,0,0,40,40,1231,0,200,80,2,3,40,-40,27.983666666650773,0.3497958333331348,9.986388888875652,-0.10013611111124354,636.673398592812,596.673398592812,bet,119,0.09875893592834473
9,1,3,2,flop,1,♥A ♥7,♠2 ♣3 ♣2,87,0.3390804597701149,0.4558742991965964,1072,0,159,0,80,1072,398,0,0,3,2,0,-159,-104.04597701149427,-0.32183908045977017,-104.04597701149427,-0.32183908045977017,424.6662467423595,265.6662467423596,call,0,1.1363558769226074
10,0,3,3,deal,0,♥9 ♠4,,20000,0.2708805555555353,0.3148800378979965,1470,0,0,0,160,1470,0,240,160,1,3,240,0,-29.97733333334304,-0.18735833333339413,-94.98866666667152,-0.4582388888889294,365.93205449167516,365.93205449167516,fold,0,0.08751273155212402
11,0,3,2,deal,0,♣4 ♠Q,,20000,0.3291958333332899,0.3213563027095133,1310,0,0,160,0,1470,0,320,160,2,2,0,-160,-54.657333333347246,-0.3416083333334202,-54.657333333347246,-0.3416083333334202,441.1643577105852,281.1643577105852,check,0,0.08790206909179688
12,0,3,2,deal,0,♥10 ♣A,,20000,0.4628680555554864,0.3354896031691925,1550,0,0,80,80,1630,0,240,160,1,2,80,-80,-11.882222222244337,-0.07426388888902713,-48.91166666668325,-0.07426388888902713,736.5030156626102,656.5030156626101,call,0,0.08680224418640138
13,0,3,3,deal,0,♠A ♣2,,20000,0.37556805555550105,0.3234324261461661,1790,0,0,0,320,1790,0,480,320,1,3,480,0,40.54533333328101,0.1267041666665032,-139.7273333333595,-0.2488638888889979,595.7675276440665,595.7675276440665,call,0,0.08347964286804199
14,0,3,2,deal,0,♣K ♦Q,,20000,0.4556527777777062,0.3496432370158916,1950,0,0,320,0,2270,0,640,320,2,2,0,-320,-28.382222222268013,-0.08869444444458753,-28.382222222268013,-0.08869444444458753,801.8952366346797,481.8952366346797,check,0,0.09583282470703124
14,1,3,2,flop,1,♣K ♦Q,♠6 ♠8 ♠2,211,0.18009478672985782,0.3759541716735302,1950,0,320,0,320,1950,640,0,0,3,2,0,-320,-524.739336492891,-0.6398104265402844,-524.739336492891,-0.6398104265402844,261.8183994238362,-58.18160057616382,fold,0,1.1568520069122314
15,0,3,3,deal,0,♥3 ♣7,,20000,0.29609722222219714,0.3258861868981387,1790,0,0,160,160,1950,0,800,320,2,3,160,-160,-35.74666666669077,-0.11170833333340856,-83.12222222224227,-0.4078055555556057,444.2072422283921,284.20724222839215,call,0,0.08620333671569824
15,1,3,2,flop,1,♥3 ♣7,♣6 ♦5 ♠2,107,0.2102803738317757,0.3988147344551751,1630,0,320,0,320,1630,960,0,0,3,2,0,-320,-438.13084112149534,-0.5794392523364487,-438.13084112149534,-0.5794392523364487,286.0604757386773,-33.939524261322674,fold,0,1.141193151473999
16,0,3,3,deal,0,♠4 ♥2,,20000,0.2666458333333194,0.3191389230942491,1630,0,0,0,640,1630,0,710,640,1,2,640,0,-280.02812500001875,-0.4667083333333612,-450.6814583333432,-0.4667083333333612,375.78767506888687,375.78767506888687,fold,0,0.08848786354064941
17,0,3,2,deal,0,♦K ♣J,,20000,0.4414361111110433,0.3435060214711547,990,0,0,640,0,1630,0,1280,640,2,2,0,-640,-74.96177777786455,-0.1171277777779134,-74.96177777786455,-0.1171277777779134,581.271888861702,-58.728111138298,check,0,0.08605289459228516
18,0,3,3,deal,0,♠9 ♦Q,,20000,0.3903874999999384,0.3410388044533822,1950,0,0,320,320,2270,0,1600,640,2,3,320,-320,109.54399999988165,0.17116249999981514,-15.380000000098562,-0.21922500000012324,652.5885196957615,332.5885196957616,call,0,0.09319591522216797
18,1,3,2,flop,1,♠9 ♦Q,♦4 ♦J ♣2,96,0.328125,0.4611360801054283,1630,0,640,0,640,1630,1920,0,0,3,2,0,-640,-650.0,-0.34375,-650.0,-0.34375,481.88190425821114,-158.1180957417889,call,0,1.1458251476287842
19,0,3,3,deal,0,♣6 ♥10,,20000,0.31158749999996505,0.3276582324374901,3640,0,0,0,1000,3640,0,1360,1000,1,1,1000,0,-264.65350000008254,-0.6884125000000351,-576.2410000000475,-0.3768250000000699,702.9300377496579,702.9300377496579,fold,0,0.10253787040710448
20,0,3,2,deal,0,♣10 ♥A,,20000,0.4628680555554864,0.3354896031691925,2360,0,0,1280,0,3640,0,2560,1280,2,2,0,-1280,-95.05777777795471,-0.07426388888902713,-95.05777777795471,-0.07426388888902713,904.550182616614,-375.449817383386,check,0,0.09607696533203124
21,0,3,2,deal,0,♣10 ♦J,,20000,0.4480736111110407,0.3490423132184394,4280,0,0,640,360,4920,0,1640,1000,1,1,360,-640,-103.85277777791862,-0.5519263888889593,-265.1592777778932,-0.10385277777791856,1245.9254019202615,605.9254019202615,call,0,0.08981585502624513
22,0,3,3,deal,0,♠9 ♠10,,20000,0.3912680555554987,0.3619234475635477,3920,0,0,0,1280,3920,0,1360,1280,1,2,1280,0,-247.0523333334834,-0.2174638888890026,-747.8754444445218,-0.2174638888890026,980.9132261874843,980.9132261874843,fold,0,0.09419703483581544
24,0,3,3,deal,0,♦Q ♠9,,20000,0.3903874999999384,0.3410388044533822,1640,0,0,1280,800,2920,0,5360,2080,1,1,800,-1280,324.7869999996205,-0.6096125000000616,12.476999999669713,-0.21922500000012324,601.3727118209042,-678.6272881790958,call,0,0.08282685279846191
