round_id,playerName,chips,reloadCount,cards,hand,position,allIn,folded,rank,message,winMoney
1,56ebbfb6ea60c4425ff5d610bf718b67,3000,0,♦2 ♠2,♦2 ♠2 ♥5 ♥9 ♠A ♦A ♣3,D,False,True,88.0064,Two Pair,0.0
1,d47aa670ad6cf22e8d380a23c8665c25,2990,0,♦10 ♠J,♦10 ♠J ♥5 ♥9 ♠A ♦A ♣3,SB,False,True,21.0448,Pair,0.0
1,c6af6bbf6390f57ce4ceb6a850d52fd1,2980,0,♦4 ♣10,♦4 ♣10 ♥5 ♥9 ♠A ♦A ♣3,BB,False,True,21.0196,Pair,0.0
1,5d4c2d4c4b3f2afb07404fdec9e56fdb,3000,0,♣4 ♠7,♣4 ♠7 ♥5 ♥9 ♠A ♦A ♣3,1,False,True,21.0084,Pair,0.0
1,15b51030db67993e65f0fc6897d65634,3000,0,♥Q ♠4,♥Q ♠4 ♥5 ♥9 ♠A ♦A ♣3,2,False,True,21.058,Pair,0.0
1,f4e27946debe487a28be20829dc58f34,0,0,♣2 ♦3,♣2 ♦3 ♥5 ♥9 ♠A ♦A ♣3,3,True,False,89.0064,Two Pair,0.0
1,dcc794778d27c978510f4108b53ffb7f,6030,0,♦9 ♣9,♦9 ♣9 ♥5 ♥9 ♠A ♦A ♣3,4,True,False,219.0,Full House,6030.0
2,56ebbfb6ea60c4425ff5d610bf718b67,2940,0,♥3 ♣4,♥3 ♣4 ♣J ♣3 ♠8 ♠5 ♠Q,3,False,True,10.08,Pair,0.0
2,d47aa670ad6cf22e8d380a23c8665c25,3210,0,♦Q ♠A,♦Q ♠A ♣J ♣3 ♠8 ♠5 ♠Q,D,False,False,19.2336,Pair,300.0
2,c6af6bbf6390f57ce4ceb6a850d52fd1,2900,0,♠3 ♦10,♠3 ♦10 ♣J ♣3 ♠8 ♠5 ♠Q,SB,False,False,10.0896,Pair,0.0
2,5d4c2d4c4b3f2afb07404fdec9e56fdb,2920,0,♥K ♥7,♥K ♥7 ♣J ♣3 ♠8 ♠5 ♠Q,BB,False,False,7.0816,High Card,0.0
2,15b51030db67993e65f0fc6897d65634,3000,0,♦9 ♦2,♦9 ♦2 ♣J ♣3 ♠8 ♠5 ♠Q,1,False,True,6.0356,High Card,0.0
2,f4e27946debe487a28be20829dc58f34,0,0,,,,False,False,,,0.0
2,dcc794778d27c978510f4108b53ffb7f,6030,0,♦3 ♥4,♦3 ♥4 ♣J ♣3 ♠8 ♠5 ♠Q,2,False,True,10.08,Pair,0.0
3,56ebbfb6ea60c4425ff5d610bf718b67,3522,0,♠7 ♥A,♠7 ♥A ♥9 ♣A ♥2 ♣J ♦2,2,False,False,88.0256,Two Pair,1154.0
3,d47aa670ad6cf22e8d380a23c8665c25,3792,0,♠A ♣8,♠A ♣8 ♥9 ♣A ♥2 ♣J ♦2,3,False,False,88.0256,Two Pair,1154.0
3,c6af6bbf6390f57ce4ceb6a850d52fd1,2328,0,♥4 ♣Q,♥4 ♣Q ♥9 ♣A ♥2 ♣J ♦2,D,False,False,9.2816,Pair,0.0
3,5d4c2d4c4b3f2afb07404fdec9e56fdb,2348,0,♦7 ♥Q,♦7 ♥Q ♥9 ♣A ♥2 ♣J ♦2,SB,False,False,9.2816,Pair,0.0
3,15b51030db67993e65f0fc6897d65634,2980,0,♦3 ♠6,♦3 ♠6 ♥9 ♣A ♥2 ♣J ♦2,BB,False,True,9.2368,Pair,0.0
3,f4e27946debe487a28be20829dc58f34,0,0,,,,False,False,,,0.0
3,dcc794778d27c978510f4108b53ffb7f,6030,0,♥J ♣2,♥J ♣2 ♥9 ♣A ♥2 ♣J ♦2,1,False,True,132.0,Full House,0.0
4,56ebbfb6ea60c4425ff5d610bf718b67,3502,0,♦J ♣5,♦J ♣5 ♣2 ♦9 ♠6 ♣9 ♣K,1,False,True,16.1288,Pair,0.0
4,d47aa670ad6cf22e8d380a23c8665c25,3772,0,♦5 ♣J,♦5 ♣J ♣2 ♦9 ♠6 ♣9 ♣K,2,False,True,16.1288,Pair,0.0
4,c6af6bbf6390f57ce4ceb6a850d52fd1,2328,0,♥3 ♦7,♥3 ♦7 ♣2 ♦9 ♠6 ♣9 ♣K,3,False,True,16.1048,Pair,0.0
4,5d4c2d4c4b3f2afb07404fdec9e56fdb,0,0,♠Q ♦8,♠Q ♦8 ♣2 ♦9 ♠6 ♣9 ♣K,D,True,False,16.1568,Pair,0.0
4,15b51030db67993e65f0fc6897d65634,0,0,♠A ♣Q,♠A ♣Q ♣2 ♦9 ♠6 ♣9 ♣K,SB,True,False,16.3584,Pair,0.0
4,f4e27946debe487a28be20829dc58f34,0,0,,,,False,False,,,0.0
4,dcc794778d27c978510f4108b53ffb7f,11398,0,♦A ♥A,♦A ♥A ♣2 ♦9 ♠6 ♣9 ♣K,BB,False,False,95.1024,Two Pair,8388.0
