,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
56ebbfb6ea60c4425ff5d610bf718b67,False,0,♦J ♣5,3502,True,False,True,True,0,0,1,False,True,3502.0
d47aa670ad6cf22e8d380a23c8665c25,False,0,♦5 ♣J,3772,True,False,True,True,0,0,2,False,True,3772.0
c6af6bbf6390f57ce4ceb6a850d52fd1,False,0,♥3 ♦7,2328,True,False,True,True,0,0,3,False,True,2328.0
5d4c2d4c4b3f2afb07404fdec9e56fdb,True,0,♠Q ♦8,0,False,False,True,True,0,0,D,False,,
15b51030db67993e65f0fc6897d65634,True,0,♠A ♣Q,0,False,False,True,True,0,0,SB,True,,
f4e27946debe487a28be20829dc58f34,False,0,,0,False,False,True,False,0,0,,False,,
dcc794778d27c978510f4108b53ffb7f,False,0,♦A ♥A,11398,True,False,True,True,0,0,BB,False,True,11398.0
