round_id,playerName,chips,reloadCount,cards,hand,position,allIn,folded,rank,message,winMoney
1,15b51030db67993e65f0fc6897d65634,2980,0,♥K ♦10,♥K ♦10 ♦4 ♣4 ♣A ♦2 ♦9,BB,False,True,11.32,Pair,0.0
1,998a603597c8f4182bc98435f2924848,3000,0,♦6 ♥7,♦6 ♥7 ♦4 ♣4 ♣A ♦2 ♦9,1,False,True,11.2128,Pair,0.0
1,cf3edcd1c0914565309e94e413141cfd,3030,0,♣3 ♦J,♣3 ♦J ♦4 ♣4 ♣A ♦2 ♦9,2,True,False,11.2368,Pair,3030.0
1,982217cb9d6612c5fe0c41858976db22,3000,0,♠7 ♦5,♠7 ♦5 ♦4 ♣4 ♣A ♦2 ♦9,3,False,True,11.2128,Pair,0.0
1,d47aa670ad6cf22e8d380a23c8665c25,3000,0,♥J ♣6,♥J ♣6 ♦4 ♣4 ♣A ♦2 ♦9,D,False,True,11.2368,Pair,0.0
1,7d87e769ed5734d4d9447f2e36ab67ab,2990,0,♣5 ♥A,♣5 ♥A ♦4 ♣4 ♣A ♦2 ♦9,SB,False,True,90.0064,Two Pair,0.0
2,15b51030db67993e65f0fc6897d65634,2970,0,♥3 ♣6,♥3 ♣6 ♦3 ♦8 ♦K ♦7 ♣4,SB,False,True,10.1072,Pair,0.0
2,998a603597c8f4182bc98435f2924848,2980,0,♥A ♥2,♥A ♥2 ♦3 ♦8 ♦K ♦7 ♣4,BB,False,True,8.1074,High Card,0.0
2,cf3edcd1c0914565309e94e413141cfd,3060,0,♥8 ♠K,♥8 ♠K ♦3 ♦8 ♦K ♦7 ♣4,1,True,False,83.0016,Two Pair,3060.0
2,982217cb9d6612c5fe0c41858976db22,3000,0,♣2 ♦J,♣2 ♦J ♦3 ♦8 ♦K ♦7 ♣4,2,False,True,123.1329,Flush,0.0
2,d47aa670ad6cf22e8d380a23c8665c25,3000,0,♠4 ♥6,♠4 ♥6 ♦3 ♦8 ♦K ♦7 ♣4,3,False,True,11.1072,Pair,0.0
2,7d87e769ed5734d4d9447f2e36ab67ab,2990,0,♣10 ♦5,♣10 ♦5 ♦3 ♦8 ♦K ♦7 ♣4,D,False,True,123.1077,Flush,0.0
3,15b51030db67993e65f0fc6897d65634,2950,0,♥4 ♣7,♥4 ♣7 ♠Q ♦4 ♠2 ♠8 ♦2,D,False,True,23.0512,Two Pair,0.0
3,998a603597c8f4182bc98435f2924848,2970,0,♣A ♣10,♣A ♣10 ♠Q ♦4 ♠2 ♠8 ♦2,SB,False,True,9.2688,Pair,0.0
3,cf3edcd1c0914565309e94e413141cfd,3130,0,♠5 ♣J,♠5 ♣J ♠Q ♦4 ♠2 ♠8 ♦2,BB,True,False,9.08,Pair,3130.0
3,982217cb9d6612c5fe0c41858976db22,3000,0,♥2 ♣4,♥2 ♣4 ♠Q ♦4 ♠2 ♠8 ♦2,1,False,True,125.0,Full House,0.0
3,d47aa670ad6cf22e8d380a23c8665c25,2980,0,♠J ♥9,♠J ♥9 ♠Q ♦4 ♠2 ♠8 ♦2,2,False,True,9.0832,Pair,0.0
3,7d87e769ed5734d4d9447f2e36ab67ab,2970,0,♥5 ♦10,♥5 ♦10 ♠Q ♦4 ♠2 ♠8 ♦2,3,False,True,9.0672,Pair,0.0
4,15b51030db67993e65f0fc6897d65634,2930,0,♠8 ♠10,♠8 ♠10 ♥6 ♣4 ♠5 ♥8 ♣A,3,False,True,15.2184,Pair,0.0
4,998a603597c8f4182bc98435f2924848,2970,0,♠3 ♦K,♠3 ♦K ♥6 ♣4 ♠5 ♥8 ♣A,D,False,True,8.1068,High Card,0.0
4,cf3edcd1c0914565309e94e413141cfd,3210,0,♣K ♣3,♣K ♣3 ♥6 ♣4 ♠5 ♥8 ♣A,SB,True,False,8.1068,High Card,3210.0
4,982217cb9d6612c5fe0c41858976db22,2980,0,♠9 ♦6,♠9 ♦6 ♥6 ♣4 ♠5 ♥8 ♣A,BB,False,True,13.2144,Pair,0.0
4,d47aa670ad6cf22e8d380a23c8665c25,2960,0,♣8 ♦5,♣8 ♦5 ♥6 ♣4 ♠5 ♥8 ♣A,1,False,True,40.2048,Two Pair,0.0
4,7d87e769ed5734d4d9447f2e36ab67ab,2950,0,♥2 ♣2,♥2 ♣2 ♥6 ♣4 ♠5 ♥8 ♣A,2,False,True,9.2088,Pair,0.0
5,15b51030db67993e65f0fc6897d65634,0,0,♣9 ♠K,♣9 ♠K ♠A ♣2 ♣3 ♥6 ♦8,2,True,False,8.1128,High Card,0.0
5,998a603597c8f4182bc98435f2924848,2970,0,♠7 ♣6,♠7 ♣6 ♠A ♣2 ♣3 ♥6 ♦8,3,False,True,13.2096,Pair,0.0
5,cf3edcd1c0914565309e94e413141cfd,12100,0,♦K ♣K,♦K ♣K ♠A ♣2 ♣3 ♥6 ♦8,D,True,False,20.2088,Pair,12100.0
5,982217cb9d6612c5fe0c41858976db22,0,0,♠J ♠8,♠J ♠8 ♠A ♣2 ♣3 ♥6 ♦8,SB,True,False,15.2312,Pair,0.0
5,d47aa670ad6cf22e8d380a23c8665c25,0,0,♠Q ♥K,♠Q ♥K ♠A ♣2 ♣3 ♥6 ♦8,BB,True,False,8.1576,High Card,0.0
5,7d87e769ed5734d4d9447f2e36ab67ab,2930,0,♥A ♠2,♥A ♠2 ♠A ♣2 ♣3 ♥6 ♦8,1,False,True,88.0032,Two Pair,0.0
