round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,9,5,deal,False,♣A ♠5,,60000,0.1316407407407588,0.3191120412803689,0.4224065450315322,3000,0,5000,0,0,3000,0,6030,3000,2,0,0.33222591362126247,1200.0,check,0,0.4384119510650635
2,0,6,4,deal,False,♠8 ♥Q,,60000,0.18477182539682066,0.3153852453815392,0.39047137206700666,12020,0,14020,0,0,20,0,50,20,2,0.05631369570000001,0.2857142857142857,20.0,check,0,0.45027613639831543
2,1,6,2,deal,False,♠8 ♥Q,,60000,0.18477182539682066,0.3153852453815392,0.39047137206700666,12000,0,14000,0,20,2960,0,3040,2980,1,0,0.49333333333333335,2432.0,fold,0,0.3792691230773926
3,0,6,5,deal,False,♥K ♥J,,60000,0.2832411375661355,0.3779799835792342,0.5220445730351134,12000,0,14000,0,0,20,0,50,20,2,0.028349645082319526,0.2857142857142857,10.0,bet,10,0.41301798820495605
3,1,6,3,flop,False,♥K ♥J,♦K ♠2 ♠10,691,0.776410998552822,0.4100854086262739,0.8180759670370333,11980,0,13980,20,0,20,80,40,20,2,0,0.14285714285714285,30.0,bet,30,1.355475902557373
3,2,6,3,flop,False,♥K ♥J,♦K ♠2 ♠10,1461,0.7234770704996578,0.4415025806663176,0.7682049140605641,11950,0,13950,20,30,40,80,130,70,1,0,0.16,210.0,check,0,1.351957082748413
3,3,6,3,turn,False,♥K ♥J,♦K ♠2 ♠10 ♠A,662,0.15332326283987915,0.35091813575051767,0.15332326283987915,11910,0,13910,90,0,50,290,70,50,1,0,0.12195121951219512,11.0,check,0,1.3013169765472412
3,4,6,2,river,True,♥K ♥J,♦K ♠2 ♠10 ♠A ♣J,693,0.15079365079365079,0.3563322530893354,0.15079365079365079,11860,0,13860,140,0,20,410,0,0,6,0,0.046511627906976744,12.0,check,0,1.3207221031188965
4,0,6,6,deal,False,♥3 ♦9,,60000,0.11447843915344784,0.26174505650870683,0.2816339592163432,12270,0,14270,0,0,20,0,50,20,2,0.015505231746533111,0.2857142857142857,25.472233111711375,fold,0,0.4992702007293701
5,0,6,6,deal,False,♠9 ♦Q,,60000,0.20453320105818956,0.33040871939198246,0.4142804533489425,12270,0,14270,0,0,20,0,30,20,1,0.012673353270199873,0.4,23.400000000000002,check,0,0.4767329692840576
5,1,6,3,deal,False,♠9 ♦Q,,60000,0.20453320105818956,0.33040871939198246,0.4142804533489425,12250,0,14250,0,20,3020,0,5860,3040,1,0,0.3400900900900901,4570.8,check,0,0.4042811393737793
