playerName,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
(=^-Ω-^=),False,0,,0,False,False,True,False,2,0,,False,,
FourSwordsMan,False,0,♣8 ♠Q,9940,True,False,True,True,2,0,BB,False,True,9940.0
A_P_T^T,False,0,♥3 ♦Q,2060,True,False,True,True,0,0,,False,True,2060.0
ヽ(=^･ω･^=)丿,True,0,♣10 ♣9,0,False,False,True,True,2,0,SB,True,,
