round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,4,deal,0,♣9 ♣7,,20000,0.2775202380952631,0.34897560415083945,1000,0,0,0,20,1000,0,30,20,1,4,50,0,2.2016190476210475,0.11008095238105242,-11.674392857142108,-0.4449595238094738,325.52896010972137,325.52896010972137,call,0,0.0913100242614746
1,1,4,4,flop,0,♣9 ♣7,♦7 ♥Q ♥4,246,0.4207317073170732,0.4843244742026974,980,0,20,0,20,980,80,40,20,2,4,40,-20,27.317073170731703,0.6829268292682926,10.487804878048776,-0.1585365853658537,543.1222383621912,523.1222383621912,bet,261,1.252439022064209
1,2,4,3,turn,0,♣9 ♣7,♦7 ♥Q ♥4 ♥7,263,0.5380228136882129,0.4898970632279638,719,0,281,0,20,719,863,40,20,2,3,20,-281,195.59505703422053,0.6140684410646386,184.83460076045628,0.07604562737642584,700.9037327958138,419.90373279581365,bet,259,1.259192705154419
1,3,4,3,turn,0,♣9 ♣7,♦7 ♥Q ♥4 ♥7,615,0.5878048780487805,0.4834808352199548,460,0,281,259,259,719,863,1036,518,1,3,518,-540,621.7243902439025,0.7634146341463413,317.24146341463415,0.1756097560975609,727.767228531644,187.767228531644,bet,116,1.2570068836212158
1,4,4,3,river,0,♣9 ♣7,♦7 ♥Q ♥4 ♥7 ♦10,411,0.7481751824817519,0.4277085763056484,201,0,799,0,40,201,2417,60,40,1,3,60,-799,1059.1204379562046,1.2445255474452557,1014.2299270072992,0.4963503649635037,1013.1835118699477,214.18351186994755,bet,171,1.26995587348938
1,5,4,3,river,0,♣9 ♣7,♦7 ♥Q ♥4 ♥7 ♦10,960,0.746875,0.4238841048859937,30,0,799,171,30,201,2417,543,201,1,0,60,-970,1255.5625,-1.0,1210.75,0.4937499999999999,930.9776651595172,-39.0223348404827,call,0,1.2792870998382568
2,0,4,3,deal,0,♦2 ♦3,,20000,0.24494523809525415,0.3466864566239569,3000,0,0,20,0,3020,0,60,20,3,3,0,-20,-5.303285714284749,-0.26516428571423745,-5.303285714284749,-0.5101095238094917,468.94210560739515,448.94210560739515,check,0,0.0977010726928711
2,1,4,2,flop,1,♦2 ♦3,♦5 ♠6 ♣7,221,0.15384615384615385,0.3370256116492185,3000,0,20,0,20,3000,60,0,0,4,2,0,-20,-30.76923076923077,-0.6923076923076923,-30.76923076923077,-0.6923076923076923,278.8201171010876,258.8201171010876,fold,0,1.2526569366455078
3,0,4,3,deal,0,♥Q ♠9,,20000,0.2991077380952693,0.34142826831869394,2990,0,0,10,10,3000,0,50,20,2,3,10,-10,-2.053535714283843,-0.10267678571419214,-5.044613095236535,-0.4017845238094614,591.9926435076953,581.9926435076953,call,0,0.0957801342010498
3,1,4,3,flop,1,♥Q ♠9,♠J ♦4 ♦2,97,0.15463917525773194,0.3615603694175295,2980,0,20,0,20,2980,60,0,0,4,3,0,-20,-30.72164948453608,-0.5360824742268041,-30.72164948453608,-0.6907216494845361,279.2635473324076,259.2635473324076,fold,0,1.2526209354400637
4,0,4,4,deal,0,♠8 ♣4,,20000,0.2349678571428733,0.31695722251498776,2980,0,0,0,20,2980,0,50,20,2,4,30,0,-1.2025714285701348,-0.06012857142850681,-8.251607142856335,-0.5300642857142535,445.2435250466763,445.2435250466763,fold,0,0.09060215950012207
5,0,4,4,deal,0,♥7 ♦A,,20000,0.3162380952381419,0.33549190822550673,2980,0,0,0,40,2980,0,60,40,1,4,100,0,10.5980952381027,0.2649523809525676,-21.025714285711487,-0.3675238095237162,631.9405370367497,631.9405370367497,bet,126,0.08920598030090332
5,1,4,3,flop,0,♥7 ♦A,♥6 ♣6 ♥2,270,0.30277777777777776,0.4510704004618785,2854,0,126,0,40,2854,504,40,40,1,3,80,-126,22.933333333333305,-0.0916666666666668,-1.2888888888888914,-0.3944444444444445,584.3647703659947,458.36477036599473,call,0,1.2594029903411863
5,2,4,2,turn,0,♥7 ♦A,♥6 ♣6 ♥2 ♣J,160,0.18125,0.367228499484086,2814,0,166,0,40,2814,584,40,40,1,2,40,-166,-85.65,-0.6375,-92.9,-0.6375,321.35275943841754,155.35275943841754,call,0,1.2541389465332031
5,3,4,2,river,0,♥7 ♦A,♥6 ♣6 ♥2 ♣J ♦K,311,0.1045016077170418,0.29384740089626865,2774,0,206,0,40,2774,664,40,40,1,2,40,-206,-168.2508038585209,-0.7909967845659164,-172.43086816720256,-0.7909967845659164,175.89340408542748,-30.106595914572527,call,0,1.2667248249053955
6,0,4,2,deal,0,♥5 ♥2,,20000,0.25433750000002,0.3506686968027609,3438,0,0,40,0,3478,0,100,40,2,2,0,-40,-14.566249999998007,-0.49132499999996,-14.566249999998007,-0.49132499999996,532.7432578509372,492.7432578509372,check,0,0.09837889671325684
6,1,4,2,flop,1,♥5 ♥2,♠2 ♥8 ♠10,89,0.15730337078651685,0.3640865560903293,3438,0,40,0,40,3438,100,0,0,4,2,0,-40,-64.26966292134831,-0.6853932584269663,-64.26966292134831,-0.6853932584269663,310.676700120728,270.676700120728,fold,0,1.2380168437957764
7,0,4,2,deal,0,♣K ♥Q,,20000,0.3622672619048101,0.3612654142051549,3418,0,0,20,20,3438,0,60,40,1,2,20,-20,-11.018619047615195,-0.2754654761903799,-18.2639642857114,-0.2754654761903799,813.5611486561021,793.5611486561021,call,0,0.1006619930267334
7,1,4,2,flop,1,♣K ♥Q,♠2 ♦5 ♠A,99,0.09090909090909093,0.2874797872880344,3398,0,40,0,40,3398,80,0,0,4,2,0,-40,-72.72727272727272,-0.8181818181818181,-72.72727272727272,-0.8181818181818181,171.73909535426762,131.73909535426765,fold,0,1.2475368976593018
8,0,4,3,deal,0,♦8 ♦J,,20000,0.3062232142857445,0.3578422633499418,3398,0,0,0,40,3398,0,60,40,1,3,60,0,-3.253214285710662,-0.08133035714276649,-21.62660714285533,-0.387553571428511,658.7824394074174,658.7824394074174,fold,0,0.08857893943786621
9,0,4,4,deal,0,♥Q ♣8,,20000,0.2813964285714582,0.33351718823411103,3398,0,0,0,80,3398,0,120,80,1,4,200,0,10.046857142866626,0.12558571428583276,-46.232428571425025,-0.4372071428570836,595.4285268682206,595.4285268682206,call,0,0.0920560359954834
9,1,4,3,flop,0,♥Q ♣8,♦7 ♣J ♠3,171,0.10818713450292396,0.30347440339951165,3318,0,80,0,80,3318,320,80,80,1,3,160,-80,-99.41520467836258,-0.6754385964912281,-116.72514619883042,-0.7836257309941521,203.25763990196063,123.25763990196066,fold,0,1.2547438144683838
10,0,4,2,deal,0,♠5 ♦4,,20000,0.22727083333334994,0.3183136683655389,3238,0,0,80,0,3318,0,200,80,2,2,0,-80,-34.545833333330016,-0.5454583333333001,-34.545833333330016,-0.5454583333333001,450.806651925136,370.806651925136,check,0,0.09149909019470216
10,1,4,2,flop,1,♠5 ♦4,♥10 ♥Q ♦10,94,0.07180851063829788,0.2463087612835074,3238,0,80,0,80,3238,200,0,0,4,2,0,-80,-145.63829787234042,-0.8563829787234043,-145.63829787234042,-0.8563829787234043,130.29241899406978,50.29241899406978,fold,0,1.2470121383666992
11,0,4,2,deal,0,♥4 ♦4,,20000,0.2645797619048005,0.3245200241768285,3198,0,0,40,40,3238,0,120,80,1,2,40,-40,-37.66723809523192,-0.4708404761903989,-48.25042857142394,-0.4708404761903989,533.2298814166378,493.2298814166378,call,0,0.0916590690612793
11,1,4,2,flop,1,♥4 ♦4,♦10 ♥Q ♠5,87,0.20689655172413796,0.4050806939472665,3158,0,80,0,80,3158,160,0,0,4,2,0,-80,-126.89655172413794,-0.5862068965517242,-126.89655172413794,-0.5862068965517242,399.11200872741483,319.11200872741483,fold,0,1.2448081970214844
