round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,3,deal,0,♥K ♣5,,20000,0.2704857142857424,0.3252719676318484,990,0,0,10,10,1000,0,50,20,2,3,10,-10,-3.7708571428554554,-0.18854285714277275,-6.475714285712879,-0.4590285714285152,314.7728620547225,304.7728620547225,call,0,0.09435224533081056
1,1,4,3,flop,1,♥K ♣5,♣6 ♠2 ♥4,87,0.2413793103448276,0.4072762693454384,980,0,20,0,20,980,60,0,0,4,3,0,-20,-25.51724137931034,-0.27586206896551724,-25.51724137931034,-0.5172413793103448,274.80261491300274,254.80261491300274,fold,0,1.2443399429321291
2,0,4,4,deal,0,♥2 ♥8,,20000,0.26986309523811824,0.35184829098761405,980,0,0,0,20,980,0,50,20,2,4,30,0,1.5890476190494596,0.07945238095247298,-6.506845238094088,-0.4602738095237635,312.8714834772932,312.8714834772932,call,0,0.09328198432922363
2,1,4,4,flop,0,♥2 ♥8,♥A ♥10 ♣A,362,0.36464088397790057,0.4770055170549667,960,0,20,0,100,960,80,300,100,3,4,100,-20,55.02762430939228,0.4585635359116023,18.563535911602198,-0.2707182320441989,448.1549050439296,428.1549050439296,bet,214,1.2633910179138184
2,2,4,4,turn,0,♥2 ♥8,♥A ♥10 ♣A ♠2,328,0.4237804878048781,0.4874268097918159,746,0,234,0,100,746,936,300,100,3,4,100,-234,232.17073170731706,0.6951219512195121,189.79268292682926,-0.15243902439024393,505.3115322195359,271.311532219536,bet,167,1.2635478973388672
2,3,4,4,river,0,♥2 ♥8,♥A ♥10 ♣A ♠2 ♦9,604,0.1945364238410596,0.3752673150223403,579,0,401,0,100,579,1604,300,100,3,4,100,-401,-111.1490066225166,-0.2218543046357616,-130.60264900662253,-0.6109271523178808,186.24290698660266,-214.75709301339734,call,0,1.280832052230835
3,0,4,4,deal,0,♥7 ♥Q,,20000,0.29963750000003186,0.35212221970376506,479,0,0,0,20,479,0,30,20,1,4,50,0,3.9710000000025474,0.19855000000012746,-11.010874999999045,-0.40072499999993627,294.72385040907034,294.72385040907034,call,0,0.09331703186035156
3,1,4,3,flop,0,♥7 ♥Q,♦K ♣J ♠6,289,0.14013840830449828,0.3433722165712267,459,0,20,0,20,459,80,20,20,1,3,40,-20,-20.38062283737024,-0.5795847750865052,-25.98615916955017,-0.7197231833910034,123.93272662290028,103.93272662290028,fold,0,1.255768060684204
4,0,4,3,deal,0,♥3 ♣9,,20000,0.18653273809524432,0.2909522565203122,439,0,0,20,0,459,0,60,20,3,3,0,-20,-8.80803571428534,-0.440401785714267,-8.80803571428534,-0.6269345238095114,168.08263230214888,148.08263230214888,check,0,0.09265995025634766
4,1,4,2,flop,1,♥3 ♣9,♣6 ♥K ♥9,222,0.4594594594594595,0.4775837039749268,439,0,20,0,20,439,60,0,0,4,2,0,-20,-12.432432432432432,-0.08108108108108103,-12.432432432432432,-0.08108108108108103,500.8584335078223,480.8584335078223,call,0,1.2595572471618652
5,0,4,3,deal,0,♦10 ♠2,,20000,0.24116071428573224,0.3217987347733267,419,0,0,20,20,439,0,100,40,2,3,20,-20,-11.06071428571213,-0.2765178571428033,-15.883928571426775,-0.5176785714285355,222.83699751244683,202.83699751244683,call,0,0.08969593048095703
5,1,4,3,flop,1,♦10 ♠2,♠9 ♥K ♦K,98,0.21173469387755106,0.4014515130968663,399,0,40,0,40,399,120,0,0,4,3,0,-40,-54.59183673469387,-0.3647959183673469,-54.59183673469387,-0.5765306122448979,190.52818418332583,150.5281841833259,fold,0,1.2425169944763184
6,0,4,4,deal,0,♦4 ♣5,,20000,0.22727083333334994,0.3183136683655389,399,0,0,0,40,399,0,100,40,2,4,60,0,-3.6366666666640133,-0.09091666666660024,-17.272916666665008,-0.5454583333333001,206.46910232310063,206.46910232310063,fold,0,0.09042572975158693
7,0,4,4,deal,0,♠10 ♠3,,20000,0.2383375000000137,0.33549567479281217,399,0,0,0,40,399,0,60,40,1,4,100,0,-1.865999999997797,-0.04664999999994501,-25.699749999999174,-0.5233249999999725,218.02078828687146,218.02078828687146,fold,0,0.09365296363830566
8,0,4,3,deal,0,♣8 ♥9,,20000,0.2541160714285898,0.3262987676225765,359,0,0,40,0,399,0,120,40,3,3,0,-40,-9.506071428569227,-0.23765178571423065,-9.506071428569227,-0.4917678571428205,230.8697902632272,190.8697902632272,check,0,0.0905311107635498
8,1,4,3,flop,1,♣8 ♥9,♠8 ♦Q ♥7,180,0.4583333333333333,0.4855552377319072,359,0,40,0,40,359,120,0,0,4,3,0,-40,-25.0,0.375,-25.0,-0.08333333333333337,482.7912908997047,442.7912908997047,bet,221,1.249397039413452
8,2,4,2,turn,0,♣8 ♥9,♠8 ♦Q ♥7 ♠7,163,0.7392638036809815,0.4337644582653629,138,0,261,0,18,138,562,18,18,1,1,18,-261,163.07975460122697,-0.26073619631901845,149.7730061349693,0.4785276073619631,959.3641729459863,698.3641729459865,call,0,1.2467849254608154
9,0,4,3,deal,0,♣8 ♠7,,20000,0.2735654761905041,0.3318299274593657,678,0,0,40,40,718,0,200,80,2,3,40,-40,-14.344285714279025,-0.17930357142848774,-25.28690476189918,-0.4528690476189918,285.70889134137667,245.70889134137676,call,0,0.09155893325805664
9,1,4,3,flop,1,♣8 ♠7,♠6 ♦J ♥Q,98,0.1377551020408163,0.3333550249779517,638,0,80,0,80,638,240,0,0,4,3,0,-80,-126.93877551020408,-0.5867346938775511,-126.93877551020408,-0.7244897959183674,130.51689048940972,50.516890489409725,fold,0,1.246265172958374
10,0,4,4,deal,0,♠J ♣J,,20000,0.5005279761905027,0.3101229809784418,638,0,0,0,80,638,0,200,80,2,4,120,0,80.16895238096086,1.0021119047620108,20.105595238100552,0.0010559523810054203,611.3060745223253,611.3060745223253,bet,122,0.09093976020812987
10,1,4,4,flop,0,♠J ♣J,♣9 ♦7 ♥10,296,0.5878378378378378,0.48181882394613706,516,0,122,0,100,516,488,300,100,3,4,100,-122,300.0,1.351351351351351,241.2162162162162,0.17567567567567566,744.4014467570784,622.4014467570784,bet,311,1.2698259353637695
10,2,4,4,turn,0,♠J ♣J,♣9 ♦7 ♥10 ♦8,272,0.7224264705882353,0.3997235496715862,205,0,433,0,100,205,1732,300,100,3,4,100,-433,1007.2132352941176,1.889705882352941,934.970588235294,0.44485294117647056,943.369030032754,510.3690300327539,bet,315,1.2618911266326904
11,0,4,4,deal,0,♥10 ♣9,,20000,0.2755714285714525,0.3365892779853999,1223,0,0,0,80,1223,0,120,80,1,4,200,0,8.182857142864805,0.10228571428581,-46.931428571425705,-0.448857142857095,346.8284956335025,346.8284956335025,call,0,0.0973641872406006
11,1,4,4,flop,0,♥10 ♣9,♣5 ♠8 ♦Q,274,0.2791970802919708,0.4455433136868259,1143,0,80,0,160,1143,320,240,160,1,4,400,-80,28.02919708029196,0.11678832116788328,-83.64963503649632,-0.4416058394160584,343.4837207841169,263.4837207841169,call,0,1.2640788555145264
11,2,4,4,turn,0,♥10 ♣9,♣5 ♠8 ♦Q ♠7,278,0.2302158273381295,0.4209709018223825,983,0,240,0,160,983,960,240,160,1,4,400,-240,-31.65467625899277,-0.07913669064748198,-123.74100719424463,-0.5395683453237411,260.533071068816,20.53307106881596,call,0,1.2623062133789062
11,3,4,4,river,0,♥10 ♣9,♣5 ♠8 ♦Q ♠7 ♦2,863,0.003476245654692932,0.058857126763384914,823,0,400,0,627,823,1600,707,627,1,3,1801,-400,-1012.7195828505214,-0.9895712630359212,-1018.9803012746232,-0.993047508690614,3.281514229244322,-396.7184857707557,fold,0,1.305751085281372
12,0,4,3,deal,0,♥4 ♣8,,20000,0.2349678571428733,0.31695722251498776,743,0,0,80,0,823,0,240,80,3,3,0,-80,-23.60771428571041,-0.2950964285713801,-23.60771428571041,-0.5300642857142535,245.24156409699455,165.24156409699458,check,0,0.09565377235412598
