round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,4,deal,0,♦2 ♣10,,20000,0.24116071428573224,0.3217987347733267,1000,0,0,0,20,1000,0,50,20,2,4,30,0,-0.7071428571414202,-0.03535714285707103,-7.941964285713388,-0.5176785714285355,276.35840948215804,276.35840948215804,fold,0,0.09914183616638184
2,0,4,4,deal,0,♣K ♦4,,20000,0.25812142857145376,0.32268380091728266,1000,0,0,0,20,1000,0,30,20,1,4,50,0,0.6497142857162999,0.03248571428581504,-12.256357142856386,-0.4837571428570925,298.9950425896078,298.9950425896078,call,0,0.09071779251098633
2,1,4,4,flop,0,♣K ♦4,♠6 ♥8 ♠3,294,0.08673469387755102,0.27687680716765584,980,0,20,0,20,980,80,40,20,2,4,40,-20,-26.12244897959184,-0.653061224489796,-29.59183673469388,-0.8265306122448979,90.25238519753815,70.25238519753817,fold,0,1.2541019916534424
3,0,4,3,deal,0,♠7 ♠10,,20000,0.2857095238095503,0.3527696746999764,960,0,0,20,0,980,0,60,20,3,3,0,-20,-2.8574285714269827,-0.14287142857134916,-2.8574285714269827,-0.4285809523808993,332.4523008692668,312.4523008692668,check,0,0.09680294990539552
3,1,4,2,flop,1,♠7 ♠10,♣5 ♦6 ♥K,214,0.1647196261682243,0.36256570901442303,960,0,20,0,20,960,60,0,0,4,2,0,-20,-30.11682242990654,-0.6705607476635513,-30.11682242990654,-0.6705607476635513,177.84098789750956,157.84098789750956,fold,0,1.2548720836639404
4,0,4,3,deal,0,♠K ♣2,,20000,0.24273511904763814,0.3175438573831194,950,0,0,10,10,960,0,50,20,2,3,10,-10,-5.4358928571417096,-0.27179464285708543,-7.863244047618091,-0.5145297619047237,273.79763947029085,263.79763947029085,call,0,0.09098386764526367
4,1,4,3,flop,1,♠K ♣2,♥3 ♥6 ♥Q,95,0.15789473684210525,0.3646422752776584,940,0,20,0,20,940,60,0,0,4,3,0,-20,-30.52631578947368,-0.5263157894736843,-30.52631578947368,-0.6842105263157895,168.65317365793388,148.65317365793388,fold,0,1.2489027976989746
5,0,4,4,deal,0,♠2 ♠Q,,20000,0.2632059523809741,0.34375202375865616,940,0,0,0,40,940,0,100,40,2,4,60,0,2.112952380955861,0.052823809523896426,-13.679404761902587,-0.4735880952380518,299.76437275836577,299.76437275836577,call,0,0.08787083625793457
5,1,4,4,flop,0,♠2 ♠Q,♥K ♠7 ♦10,402,0.17039800995024876,0.3712660524755118,900,0,40,0,100,900,160,300,100,3,4,100,-40,-44.57711442786069,-0.31840796019900497,-61.61691542288557,-0.6592039800995024,180.83950700340515,140.83950700340515,fold,0,1.2698800563812256
6,0,4,4,deal,0,♠4 ♣6,,20000,0.22761250000001526,0.3172775159915953,900,0,0,0,40,900,0,60,40,1,4,100,0,-3.581999999997564,-0.08954999999993908,-26.343249999999088,-0.5447749999999696,250.01561423693403,250.01561423693403,fold,0,0.0925149917602539
7,0,4,3,deal,0,♦8 ♥3,,20000,0.2207125000000124,0.3100444398370197,860,0,0,40,0,900,0,120,40,3,3,0,-40,-13.51449999999851,-0.3378624999999628,-13.51449999999851,-0.5585749999999752,238.076408838731,198.076408838731,check,0,0.09179186820983888
7,1,4,2,flop,1,♦8 ♥3,♦7 ♥J ♦9,205,0.16097560975609754,0.35741487049228715,860,0,40,0,40,860,120,0,0,4,2,0,-40,-60.6829268292683,-0.6780487804878048,-60.6829268292683,-0.6780487804878048,167.56315011216068,127.56315011216068,fold,0,1.2612340450286863
8,0,4,3,deal,0,♠2 ♣6,,20000,0.2063369047619127,0.3088806588205405,840,0,0,20,20,860,0,100,40,2,3,20,-20,-15.239571428570475,-0.3809892857142619,-19.36630952380873,-0.5873261904761746,219.08275104256225,199.08275104256225,call,0,0.09550285339355467
8,1,4,3,flop,1,♠2 ♣6,♥4 ♦8 ♣A,109,0.027522935779816515,0.16360141743235784,820,0,40,0,40,820,120,0,0,4,3,0,-40,-76.69724770642202,-0.9174311926605504,-76.69724770642202,-0.9449541284403671,26.271634212755238,-13.728365787244766,fold,0,1.241837978363037
9,0,4,4,deal,0,♠K ♥3,,20000,0.2537404761904985,0.32156237486485034,820,0,0,0,80,820,0,200,80,2,4,120,0,1.196952380959516,0.014961904761993994,-29.251904761900303,-0.492519047619003,275.51287887145423,275.51287887145423,call,0,0.09412503242492676
9,1,4,3,flop,0,♠K ♥3,♣9 ♣K ♠A,309,0.44336569579288027,0.48691253600918705,740,0,80,0,100,740,320,200,100,2,3,100,-80,94.88673139158578,0.33009708737864085,50.55016181229775,-0.11326860841423947,535.8356774407634,455.83567744076345,bet,227,1.2736141681671145
9,2,4,3,turn,0,♠K ♥3,♣9 ♣K ♠A ♥Q,200,0.4725,0.46060874575573,513,0,307,0,100,513,1001,200,100,2,3,100,-307,207.7225,0.4175,160.47249999999997,-0.05500000000000005,536.5402414783028,229.54024147830285,bet,141,1.259464979171753
9,3,4,3,river,0,♠K ♥3,♣9 ♣K ♠A ♥Q ♣10,450,0.21777777777777774,0.4009002215693089,372,0,448,0,100,372,1424,200,100,2,3,100,-448,-172.5511111111111,-0.3466666666666667,-194.32888888888888,-0.5644444444444445,194.47736466357108,-253.52263533642886,call,0,1.2701559066772459
10,0,4,4,deal,0,♣J ♦10,,20000,0.3557529761905248,0.3554889489181855,272,0,0,0,80,272,0,120,80,1,4,200,0,33.840952380967934,0.4230119047620993,-37.30964285713702,-0.2884940476189504,333.4534184947792,333.4534184947792,bet,66,0.09041094779968263
10,1,4,3,flop,0,♣J ♦10,♣5 ♦8 ♦5,279,0.2768817204301075,0.4421695740849912,192,0,80,0,80,192,320,80,80,1,3,160,-80,-4.9462365591398045,-0.1693548387096775,-49.24731182795699,-0.44623655913978494,237.20677269884172,157.20677269884172,call,0,1.2597181797027588
10,2,4,2,turn,0,♣J ♦10,♣5 ♦8 ♦5 ♠A,181,0.08287292817679558,0.27569005414087616,112,0,160,0,80,112,480,80,80,1,2,80,-160,-186.96132596685086,-0.8342541436464088,-193.59116022099445,-0.8342541436464088,60.98926884666145,-99.01073115333857,fold,0,1.2506141662597656
11,0,4,2,deal,0,♥4 ♦10,,20000,0.207771428571434,0.3047445206216248,32,0,0,80,0,112,0,200,80,2,2,0,-80,-38.44571428571321,-0.5844571428571321,-38.44571428571321,-0.5844571428571321,157.97927996529586,77.97927996529583,check,0,0.09397578239440918
11,1,4,2,flop,1,♥4 ♦10,♠7 ♣9 ♠3,97,0.1134020618556701,0.3170836391593752,32,0,80,0,32,32,200,0,0,4,2,0,-80,-89.31958762886596,-0.7731958762886598,-89.31958762886596,-0.7731958762886598,81.64247669622014,1.6424766962201431,fold,0,1.2442891597747805
12,0,4,4,deal,0,♥5 ♠4,,20000,0.22727083333334994,0.3183136683655389,2207,0,0,0,80,2207,0,120,80,1,4,200,0,-7.273333333328027,-0.09091666666660024,-52.727499999997995,-0.5454583333333001,362.0739947783595,362.0739947783595,fold,0,0.09305191040039062
