round_id,playerName,allIn,bet,cards,chips,folded,hand,isHuman,isOnline,isSurvive,me,message,position,rank,reloadCount,roundBet,winMoney
1,a0eb6599677296b01f9300e77c8f0a2d,False,0,♣J ♣Q,1340,False,♣J ♣Q ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,False,Two Pair,SB,63.0512,0,0,660.0
1,1519630acb1b3569b8869d6e1568a08d,False,0,♠2 ♣2,680,False,♠2 ♣2 ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,False,Two Pair,BB,32.0256,0,0,0.0
1,52518335a5521597e78ae1597d11f879,False,0,♥5 ♠Q,980,True,♥5 ♠Q ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,False,Pair,,14.0832,0,0,0.0
1,465fc773c4,False,0,♠4 ♥A,1000,True,♠4 ♥A ♦7 ♠7 ♦3 ♥9 ♠J,False,True,True,True,Pair,,14.2368,0,0,0.0
2,a0eb6599677296b01f9300e77c8f0a2d,False,0,♠A ♦A,2480,False,♠A ♦A ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,False,Flush,,123.3585,1,0,240.0
2,1519630acb1b3569b8869d6e1568a08d,False,0,♥7 ♥4,1580,False,♥7 ♥4 ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,False,Pair,SB,10.1552,1,0,0.0
2,52518335a5521597e78ae1597d11f879,False,0,♦7 ♥8,960,True,♦7 ♥8 ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,False,Pair,BB,10.1568,0,0,0.0
2,465fc773c4,False,0,♥5 ♥6,980,True,♥5 ♥6 ♠3 ♠K ♣3 ♠2 ♠Q,False,True,True,True,Pair,,10.1544,0,0,0.0
3,a0eb6599677296b01f9300e77c8f0a2d,False,0,♠2 ♦6,3520,False,♠2 ♦6 ♣10 ♦8 ♣8 ♦3 ♦A,False,True,True,False,Pair,,15.2184,2,0,60.0
3,1519630acb1b3569b8869d6e1568a08d,False,0,♣7 ♣5,2580,True,♣7 ♣5 ♣10 ♦8 ♣8 ♦3 ♦A,False,True,True,False,Pair,,15.2192,2,0,0.0
