round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,3,deal,0,♥K ♣7,,20000,0.28477083333336545,0.3288062937128272,980,0,0,20,0,1000,0,60,20,3,3,0,-20,-2.9137499999980747,-0.1456874999999036,-2.9137499999980747,-0.4304583333332691,333.39220189442267,313.39220189442267,check,0,0.09209704399108888
1,1,4,3,flop,1,♥K ♣7,♥6 ♠9 ♥8,316,0.23417721518987344,0.3904350303169196,980,0,20,0,20,980,60,0,0,4,3,0,-20,-25.94936708860759,-0.2974683544303798,-25.94936708860759,-0.5316455696202531,265.4033471418431,245.4033471418431,fold,0,1.2699151039123535
2,0,4,2,deal,0,♥J ♣2,,20000,0.20432083333333784,0.3003495514898738,970,0,0,10,10,980,0,30,20,1,2,10,-10,-11.827166666666484,-0.5913583333333243,-13.870374999999864,-0.5913583333333243,226.59598892324703,216.59598892324703,fold,0,0.08820724487304688
3,0,4,4,deal,0,♥A ♥7,,20000,0.35025595238100216,0.3578385710338958,970,0,0,0,20,970,0,50,20,2,4,30,0,8.020476190480174,0.4010238095240086,-2.487202380949892,-0.2994880952379957,427.4731116376874,427.4731116376874,bet,85,0.09080004692077637
3,1,4,3,flop,0,♥A ♥7,♠J ♠8 ♣A,280,0.6410714285714286,0.4655169115058648,885,0,85,0,100,885,340,200,100,2,3,100,-85,225.2857142857144,0.9232142857142858,161.17857142857144,0.28214285714285725,986.7580582564426,901.7580582564426,bet,450,1.2642948627471924
3,2,4,3,turn,0,♥A ♥7,♠J ♠8 ♣A ♣5,191,0.5811518324607329,0.4853462443935298,435,0,535,0,100,435,1690,200,100,2,3,100,-535,521.4921465968587,0.7434554973821992,463.3769633507855,0.16230366492146595,707.3565820849216,172.35658208492146,bet,106,1.248471975326538
3,3,4,3,river,0,♥A ♥7,♠J ♠8 ♣A ♣5 ♣6,373,0.44906166219839133,0.4953731541791697,329,0,641,0,100,329,2008,200,100,2,3,100,-641,295.43431635388737,0.3471849865951744,250.52815013404842,-0.10187667560321713,463.4567443056944,-177.5432556943056,bet,-142,1.2721431255340576
4,0,4,4,deal,0,♣5 ♦A,,20000,0.30569047619051753,0.33758043076237226,2537,0,0,0,20,2537,0,30,20,1,4,50,0,4.455238095241403,0.2227619047620701,-10.829285714284476,-0.3886190476189649,552.5418212057458,552.5418212057458,bet,110,0.08823585510253906
4,1,4,4,flop,0,♣5 ♦A,♥7 ♦3 ♦10,283,0.19081272084805653,0.392941759565738,2427,0,110,0,20,2427,440,40,20,2,4,40,-110,-30.77738515901061,-0.2367491166077739,-38.409893992932865,-0.6183745583038869,312.8804647886708,202.88046478867082,call,0,1.2622759342193604
4,2,4,4,turn,0,♣5 ♦A,♥7 ♦3 ♦10 ♦J,287,0.2717770034843205,0.444875559973128,2407,0,130,0,20,2407,520,40,20,2,4,40,-130,13.066202090592327,0.08710801393728218,2.1951219512195053,-0.4564459930313589,466.5540671915916,336.5540671915916,call,0,1.2590811252593994
4,3,4,4,river,0,♣5 ♦A,♥7 ♦3 ♦10 ♦J ♥4,772,0.027202072538860103,0.1565858058928189,2387,0,150,0,20,2387,600,40,20,2,4,40,-150,-151.50259067357513,-0.8911917098445596,-152.59067357512953,-0.9455958549222798,40.386995773123225,-109.61300422687677,fold,0,1.307086944580078
5,0,4,3,deal,0,♦7 ♦3,,20000,0.2736648809524068,0.35322546417877393,2347,0,0,40,0,2387,0,120,40,3,3,0,-40,-7.160214285711192,-0.17900535714277965,-7.160214285711192,-0.4526702380951865,463.96875936241685,423.96875936241685,check,0,0.0926520824432373
5,1,4,3,flop,1,♦7 ♦3,♦10 ♣J ♠Q,234,0.06517094017094018,0.22905394892950154,2347,0,40,0,40,2347,120,0,0,4,3,0,-40,-72.1794871794872,-0.8044871794871795,-72.1794871794872,-0.8696581196581197,97.78952706745041,57.78952706745039,fold,0,1.2578649520874023
