round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,4,deal,0,♣Q ♦K,,20000,0.3622672619048101,0.3612654142051549,1000,0,0,0,20,1000,0,30,20,1,4,50,0,8.981380952384804,0.44906904761924027,-9.131982142855696,-0.2754654761903799,450.4768264983954,450.4768264983954,bet,90,0.08828520774841309
1,1,4,3,flop,0,♣Q ♦K,♦10 ♥3 ♣6,148,0.2635135135135135,0.4405384679108929,910,0,90,0,20,910,290,20,20,1,3,40,-90,-17.770270270270274,-0.20945945945945954,-28.310810810810818,-0.47297297297297297,297.1111227876302,207.11112278763022,call,0,1.2509820461273191
1,2,4,2,turn,0,♣Q ♦K,♦10 ♥3 ♣6 ♠6,152,0.2368421052631579,0.4251445900369346,890,0,110,0,20,890,330,20,20,1,2,20,-110,-42.36842105263159,-0.5263157894736843,-47.10526315789475,-0.5263157894736843,260.75062175754425,150.75062175754425,call,0,1.2429499626159668
1,3,4,2,river,0,♣Q ♦K,♦10 ♥3 ♣6 ♠6 ♥A,252,0.14285714285714285,0.3499271061118826,870,0,130,0,20,870,370,20,20,1,2,20,-130,-91.42857142857143,-0.7142857142857143,-94.28571428571428,-0.7142857142857143,147.68090426831586,17.680904268315828,call,0,1.2624030113220217
2,0,4,2,deal,0,♥7 ♥6,,20000,0.3019339285714612,0.3602366519914739,830,0,0,20,0,850,0,50,20,2,2,0,-20,-4.9033035714269415,-0.3961321428570777,-4.9033035714269415,-0.3961321428570777,339.556213895903,319.556213895903,check,0,0.09591889381408693
2,1,4,2,flop,1,♥7 ♥6,♣10 ♦3 ♣6,63,0.4761904761904762,0.4994327848429293,830,0,20,0,20,830,50,0,0,4,2,0,-20,-16.190476190476193,-0.04761904761904767,-16.190476190476193,-0.04761904761904767,610.8539447575298,590.8539447575298,call,0,1.2455918788909912
3,0,4,2,deal,0,♣7 ♥Q,,20000,0.2639809523809771,0.3230863141347797,870,0,0,10,10,880,0,30,20,1,2,10,-10,-9.440761904760917,-0.4720380952380458,-12.080571428570687,-0.4720380952380458,293.63536364421583,283.63536364421583,call,0,0.1671290397644043
3,1,4,2,flop,1,♣7 ♥Q,♣3 ♥10 ♥6,88,0.1875,0.3560555689521204,860,0,20,0,20,860,40,0,0,4,2,0,-20,-32.5,-0.625,-32.5,-0.625,198.23152706542305,178.23152706542305,fold,0,1.247716188430786
4,0,4,3,deal,0,♠6 ♠2,,20000,0.2559220238095447,0.3482417731064757,860,0,0,0,20,860,0,30,20,1,3,30,0,-4.644678571427317,-0.23223392857136596,-12.322339285713658,-0.4881559523809106,282.2158088867527,282.2158088867527,fold,0,0.09862709045410156
5,0,4,4,deal,0,♥10 ♣5,,20000,0.2115255952381036,0.3044234054915725,860,0,0,0,40,860,0,60,40,1,4,100,0,-6.1559047619034235,-0.1538976190475856,-27.308464285713786,-0.5769488095237928,226.8875161504443,226.8875161504443,fold,0,0.10026121139526367
