round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_call,util_raise_coeff,limitBet,action,amount,cputime
1,0,3,3,deal,False,♦K ♣A,,20000,0.4936652777777009,0.4999598696839241,1000,0,3000,0,0,0,20,20,20,1,14.556569444439063,-0.012669444444598166,521.8967176939476,call,0,0.08641409873962402
2,0,3,2,deal,False,♥8 ♠J,,20000,0.3594624999999492,0.479842902514704,1010,0,3010,0,20,20,0,20,20,2,14.378499999997969,-0.28107500000010155,342.7375831641007,check,0,0.0900726318359375
3,0,3,3,deal,False,♠9 ♣9,,20000,0.5415597222221448,0.49826979588253006,1040,0,3040,0,10,10,10,20,20,2,27.909180555550137,0.08311944444428954,606.0733183495321,bet,606,0.08390498161315918
3,1,3,2,flop,True,♠9 ♣9,♥9 ♦7 ♥7,166,0.9819277108433735,0.13321291799696375,434,0,2434,616,0,616,20,636,0,3,1248.6506024096386,0.963855421686747,2497.059948954094,bet,2497,1.2279398441314697
4,0,3,3,deal,False,♠3 ♠5,,20000,0.29291249999998165,0.45509863474168144,1686,0,3686,0,0,0,40,40,40,1,1.0077499999974293,-0.4141750000000367,326.5754731423914,call,0,0.09797930717468262
4,1,3,2,deal,False,♠3 ♠5,,20000,0.29291249999998165,0.45509863474168144,1646,0,3646,0,40,40,40,80,80,1,24.44074999999596,-0.4141750000000367,323.0315179265217,call,0,0.06996583938598633
5,0,3,2,deal,False,♠8 ♦Q,,20000,0.3677624999999443,0.4821962708210582,1746,0,3746,0,40,40,0,40,40,2,29.420999999995544,-0.26447500000011137,439.0322227243564,check,0,0.0866701602935791
6,0,3,2,deal,False,♥8 ♦6,,20000,0.30942361111108296,0.46225603294933887,1806,0,3806,0,20,20,20,40,40,1,10.942361111108298,-0.3811527777778341,360.19480685607607,call,0,0.14212822914123535
7,0,3,3,deal,False,♦4 ♠K,,20000,0.3505861111110612,0.47715352854933796,1866,0,3866,0,0,0,80,80,80,1,18.164111111097128,-0.2988277777778776,426.6064725266795,call,0,0.08768892288208008
8,0,3,2,deal,False,♦5 ♥3,,20000,0.2539680555555457,0.4352795450200721,1906,0,3906,0,80,80,0,80,80,2,40.63488888888731,-0.4920638888889086,355.09090909090907,check,0,0.08381080627441406
9,0,3,2,deal,False,♣6 ♣9,,20000,0.3362513888888517,0.4724260707869221,2026,0,4026,0,40,40,40,80,80,1,27.250277777770336,-0.3274972222222966,421.7928524823664,call,0,0.08461475372314453
