,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
隨便,False,0,,0,False,False,True,False,2,0,,False,,
( ´_ゝ`) Dracarys,True,0,♣9 ♥5,3640,True,False,True,True,1,0,SB,False,True,3640.0
ヽ(=^･ω･^=)丿,True,0,♦2 ♦5,0,False,False,True,True,2,0,BB,True,,
ERS yo,False,0,♣10 ♣Q,16360,True,False,True,True,2,0,,False,True,16360.0
Yeeeee,False,0,,0,False,False,True,False,2,0,,False,,
(=´ᴥ`),False,0,♣3 ♠J,1000,True,False,True,True,2,0,,False,True,1000.0
poy and his good friends,False,0,,0,False,False,True,False,2,0,,False,,
