round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,4,4,deal,False,♣J ♦Q,,20000,0.3398660714286119,0.47366351444912197,980,0,2980,0,20,20,860,880,880,1,0.3872324228735241,192.0184254928974,-20,170.03824484357415,-0.22553515425295179,call,0,0.0973961353302002
1,1,4,3,flop,True,♣J ♦Q,♣2 ♦7 ♥5,197,0.13959390862944163,0.3410283605567313,120,0,2120,880,0,880,20,900,0,4,0.0009678220206092991,0.4457546892089343,0,-16.554553606630897,-0.9980643559587814,fold,0,1.2112760543823242
2,0,4,3,deal,False,♠Q ♣9,,20000,0.2981303571428901,0.4574370418896385,110,0,2110,0,10,10,110,120,870,1,0.34387406133185394,116.98075859712856,-10,275.13894869167643,-0.3122518773362921,call,0,0.10219502449035645
3,0,4,4,deal,False,♦2 ♠J,,20000,0.20422261904762407,0.4031324111467014,360,0,2360,0,0,0,360,360,870,1,0.2445358601622942,87.06837092636505,0,36.14809346291662,-0.5109282796754115,call,0,0.09968113899230957
4,0,4,4,deal,False,♦2 ♥7,,20000,0.16000297619048304,0.36660881577053045,1000,1,2000,0,0,0,20,20,20,1,0.1966638577675361,57.62001177684297,0,-6.2335299562724735,-0.6066722844649278,fold,0,0.09237003326416016
5,0,4,4,deal,False,♠10 ♥A,,20000,0.355797619047673,0.47875429327336577,960,1,1960,0,40,40,850,890,890,1,0.40367304837500956,133.3070289374202,-40,243.95396109627586,-0.19265390324998088,call,0,0.11063885688781738
5,1,4,2,flop,True,♠10 ♥A,♣6 ♦K ♥Q,192,0.23177083333333334,0.417309075086207,110,1,1110,890,0,890,40,930,0,4,0.06298547181199496,15.680789862034834,0,135.72946635546595,-0.87402905637601,call,0,1.2211880683898926
6,0,4,4,deal,False,♠Q ♣10,,20000,0.3285690476190856,0.46969290878804276,2800,1,3800,0,20,20,699,719,719,1,0.37553833849788987,235.40471794799083,-20,133.56849644982185,-0.24892332300422026,call,0,0.09075284004211426
6,1,4,4,flop,True,♠Q ♣10,♠3 ♦9 ♣7,111,0.0990990990990991,0.29879502615814413,2101,1,3101,719,0,719,40,759,0,4,0.0,-0.0,0,-40.0,-1.0,fold,0,1.2167420387268066
7,0,4,4,deal,False,♥J ♠2,,20000,0.20422261904762407,0.4031324111467014,2101,1,3101,0,0,0,870,870,870,1,0.2445358601622942,114.40636366214322,0,-217.08925336667448,-0.5109282796754115,fold,0,0.098297119140625
8,0,4,4,deal,False,♦2 ♣2,,20000,0.22664821428573625,0.4186631118773461,2101,1,3101,0,0,0,40,40,40,1,0.2685145254734709,127.56567027883172,0,-2.40796643371408,-0.46297094905305824,fold,0,0.0948948860168457
9,0,4,4,deal,False,♦Q ♠3,,20000,0.230053571428586,0.4208668740843576,2021,1,3021,0,80,80,407,487,487,1,0.27214025883702175,126.24965627795866,-80,12.368138867850519,-0.4557194823259565,call,0,0.09868192672729492
9,1,4,3,flop,True,♦Q ♠3,♦5 ♣2 ♥J,168,0.23214285714285715,0.4114899507786754,1614,1,2614,487,0,487,80,567,0,4,0.06326299403518729,37.095695571539466,0,53.35839142617479,-0.8734740119296254,call,0,1.206479787826538
9,2,4,3,turn,True,♦Q ♠3,♦5 ♣2 ♥J ♦6,114,0.07894736842105263,0.2696565991042,1534,1,2534,567,0,567,80,647,0,4,0.0,-0.0,0,-80.0,-1.0,fold,0,1.221174955368042
