round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_call,util_raise_coeff,limitBet,action,amount,cputime
1,0,4,2,deal,False,♣8 ♦5,,20000,0.2101880952381052,0.40744209387136526,980,0,2980,0,20,20,860,880,880,1,-309.30719047616435,-0.5796238095237896,179.7438719576045,fold,0,0.10956692695617676
2,0,4,4,deal,False,♥J ♥9,,20000,0.3223190476190837,0.4673643965483577,1970,1,2970,0,10,10,860,870,870,1,-9.077714285618981,-0.3553619047618326,295.38774662270595,fold,0,0.0869438648223877
3,0,4,4,deal,False,♠3 ♦5,,20000,0.1880500000000078,0.39075209212492373,1970,1,2970,0,0,0,870,870,870,1,-373.5479999999794,-0.6238999999999844,165.0,fold,0,0.08980584144592285
4,0,4,4,deal,False,♥Q ♠5,,20000,0.24425357142858875,0.4296437643827361,2970,2,2970,0,0,0,20,20,20,1,-2.902249999998787,-0.5114928571428226,212.61291938741192,fold,0,0.0962381362915039
5,0,4,3,deal,False,♣6 ♥6,,20000,0.31961607142862963,0.46632782279546514,2930,2,2930,0,40,40,850,890,890,1,3.374910714441171,-0.36076785714274073,288.42807252920403,fold,0,0.09848666191101074
6,0,4,4,deal,False,♥10 ♣K,,20000,0.33992202380956976,0.4736824268840634,2910,2,2910,0,20,20,850,870,870,1,57.59180357155128,-0.3201559523808605,308.99771203970624,fold,0,0.09000492095947266
7,0,4,4,deal,False,♣2 ♣3,,20000,0.19363511904762454,0.39514625105021156,2910,2,2910,0,0,0,870,870,870,1,-352.9942321428425,-0.6127297619047509,207.85714285714286,fold,0,0.08768796920776367
8,0,4,4,deal,False,♦10 ♦5,,20000,0.25635654761906623,0.43662096618451535,2910,2,2910,0,0,0,40,40,40,1,-4.110083333330728,-0.48728690476186753,220.3267579957501,fold,0,0.08677101135253906
9,0,4,3,deal,False,♦A ♣6,,20000,0.29919404761908763,0.457904978667403,2830,2,2830,0,80,80,830,910,910,1,-13.20024999989073,-0.40161190476182473,257.19010699580116,fold,0,0.08804130554199219
10,0,4,4,deal,False,♣8 ♦Q,,20000,0.2754500000000278,0.4467407497643488,2790,2,2790,0,40,40,830,870,870,1,-78.02149999992412,-0.44909999999994443,232.5,fold,0,0.09306502342224121
