round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_call,util_raise_coeff,limitBet,action,amount,cputime
1,0,4,4,deal,False,♠7 ♣5,,20000,0.21217797619048565,0.4088501958054996,1000,0,3000,0,0,0,20,20,20,1,-5.1475416666660045,-0.5756440476190288,182.88471648522025,fold,0,0.09804105758666992
2,0,4,2,deal,False,♣4 ♠4,,20000,0.26953511904765826,0.4437183100206965,1980,1,2980,0,20,20,860,880,880,1,-153.81798809513532,-0.4609297619046835,239.24728692157447,fold,0,0.09041285514831543
3,0,4,3,deal,False,♥A ♥5,,20000,0.33749821428575977,0.47285639430981913,1970,1,2970,0,10,10,860,870,870,1,24.245321428690545,-0.32500357142848046,312.5861260670044,fold,0,0.10179615020751953
4,0,4,4,deal,False,♣10 ♣9,,20000,0.3233250000000336,0.46774559792157516,1970,1,2970,0,0,0,870,870,870,1,-16.421999999911236,-0.3533499999999328,296.51554048531125,fold,0,0.09293794631958008
5,0,4,4,deal,False,♥A ♦2,,20000,0.2792833333333657,0.44864702501584675,2970,2,2970,0,0,0,40,40,40,1,-0.9003333333288026,-0.4414333333332686,248.6443197965979,fold,0,0.10596585273742676
6,0,4,3,deal,False,♦9 ♦5,,20000,0.2453696428571596,0.43030614824948704,2930,2,2930,0,40,40,850,890,890,1,-194.86305357138394,-0.5092607142856809,210.85633195216263,fold,0,0.09281706809997559
7,0,4,4,deal,False,♣4 ♠J,,20000,0.2169017857142948,0.4121351732966321,2910,2,2910,0,20,20,850,870,870,1,-262.19616071426105,-0.5661964285714104,207.85714285714286,fold,0,0.0886697769165039
8,0,4,4,deal,False,♥7 ♥Q,,20000,0.2961672619047921,0.4565656742250893,2910,2,2910,0,0,0,870,870,870,1,-79.23341071420509,-0.4076654761904158,261.25467744687114,fold,0,0.09575819969177246
9,0,4,4,deal,False,♦7 ♦5,,20000,0.2477910714285904,0.4317298418558319,2910,2,2910,0,0,0,80,80,80,1,-10.618499999994697,-0.5044178571428193,223.84615384615384,fold,0,0.09408712387084961
10,0,4,3,deal,False,♥Q ♥10,,20000,0.3631791666667089,0.48091585497463457,2830,2,2830,0,80,80,830,910,910,1,161.47912500011535,-0.2736416666665822,326.45140588877825,fold,0,0.09205889701843262
11,0,4,4,deal,False,♣9 ♠A,,20000,0.32664821428576096,0.4689873755120542,2790,2,2790,0,40,40,88,128,128,1,76.63070000002352,-0.3467035714284781,282.05605371702137,call,0,0.09278988838195801
11,1,4,3,flop,True,♣9 ♠A,♣2 ♥J ♥10,93,0.14516129032258066,0.34062438841843345,2702,2,2702,128,0,128,80,208,0,4,10.580645161290334,-0.7096774193548387,245.63636363636363,call,0,1.2200639247894287
12,0,4,4,deal,False,♠7 ♥A,,20000,0.3028898809524235,0.45950799880856286,3166,2,3166,0,0,0,80,80,80,1,5.112056547630999,-0.39422023809515305,316.6,call,0,0.08991885185241699
12,1,4,3,flop,True,♠7 ♥A,♦6 ♠3 ♦7,166,0.4578313253012048,0.4982186295936225,3086,2,3086,80,0,80,80,160,0,4,85.27710843373492,-0.08433734939759041,482.9168104604065,call,0,1.2177228927612305
12,2,4,3,turn,True,♠7 ♥A,♦6 ♠3 ♦7 ♠10,155,0.43548387096774194,0.49091644850959476,3006,2,3006,160,0,160,80,240,0,4,146.88709677419354,-0.12903225806451613,439.3608335696015,call,0,1.2051620483398438
12,3,4,3,river,True,♠7 ♥A,♦6 ♠3 ♦7 ♠10 ♠Q,276,0.2554347826086957,0.4329785943184677,2926,2,2926,240,0,240,80,320,0,4,93.95108695652175,-0.48913043478260865,292.6,call,0,1.2149057388305664
13,0,3,2,deal,False,♣9 ♥10,,20000,0.36957638888883865,0.4826900471987428,3367,2,3367,0,160,160,0,160,160,2,118.26444444442836,-0.2608472222223227,397.08615850655434,check,0,0.0899651050567627
