round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,5,4,deal,False,♠Q ♦5,,60000,0.19232301587301584,0.3076947554411713,0.34997319744653566,1000,0,3000,0,0,20,0,30,20,1,0,0.4,30,fold,0,0.19322609901428223
2,0,5,5,deal,False,♦K ♣J,,60000,0.28813994708994706,0.355821360717318,0.46839278848073995,1000,0,3000,0,0,20,0,30,20,1,0,0.4,30,check,0,0.19118094444274902
2,1,5,3,flop,True,♦K ♣J,♦9 ♠6 ♣2,1100,0.2609090909090909,0.43549250166709463,0.3048221342094684,980,0,2980,20,0,20,80,0,0,5,0,0.2,35.61765894789572,check,0,1.2141811847686768
2,2,5,2,flop,False,♦K ♣J,♦9 ♠6 ♣2,2860,0.2684731934731934,0.43961141616472843,0.31278970708375387,980,0,2980,20,0,20,80,20,20,1,0,0.16666666666666666,36.70793321303596,check,0,1.2617430686950684
2,3,5,2,turn,True,♦K ♣J,♦9 ♠6 ♣2 ♣Q,299,0.1588628762541806,0.3621009549813645,0.18231330580657584,960,0,2960,40,0,20,120,0,0,5,0,0.14285714285714285,10,fold,0,1.16563081741333
4,0,5,2,deal,False,♥7 ♠J,,60000,0.1987189153439153,0.3114191484761836,0.35593908884434416,960,0,2960,0,10,10,0,30,20,1,0,0.0,15.0,check,0,0.18458318710327148
4,1,5,2,flop,True,♥7 ♠J,♣2 ♦8 ♣4,374,0.29411764705882354,0.45122251889753795,0.34150473741242016,950,0,2950,20,0,20,40,0,0,5,0,0.3333333333333333,20.0,fold,0,1.1771068572998047
5,0,5,3,deal,False,♥A ♦9,,60000,0.2631670634920635,0.3383158797569703,0.43578517046428145,950,0,2950,0,0,20,0,30,20,1,0,0.4,30,check,0,0.19496393203735352
5,1,5,2,flop,False,♥A ♦9,♠9 ♥8 ♠7,813,0.6359163591635917,0.46755920925634864,0.6869206186705232,930,0,2930,20,0,20,60,20,20,1,0,0.2,40.0,bet,40,1.2024178504943848
5,2,5,2,flop,False,♥A ♦9,♠9 ♥8 ♠7,2046,0.6478494623655914,0.4661176446647819,0.6984793652676227,890,0,2890,20,40,40,60,120,80,1,0,0.18181818181818182,90.0,bet,90,1.214918851852417
5,3,5,2,flop,False,♥A ♦9,♠9 ♥8 ♠7,3254,0.6496619545175168,0.46698454261942446,0.7002319871427909,800,0,2800,20,130,130,60,390,260,1,0,0.22413793103448276,400.0,bet,400,1.2219679355621338
