N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
7,5,4,1,0,7,0,4,1,6,0,60000.0,check,0.75,0,10,110,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,2990,10,0.21684622764587402,False,10,7,20180807173823545,Early,1,13,0,13,11,1,13,KC JH,michael6,,20,10,2980,2980.0,2980,any_called,limp,SB,B,0,0,0.21382797619050187,,0.4100067960275488,0.3802907353776867,0,none,,"[0, 0.8, 0.2, 80]",Deal,1,0,0,10,"('fold', 0)","('allin', 2990)","('fold', 0)","('fold', 0)",94,,-0.406
7,0,0,0,0,6,0,0,0,6,0,89,check,0.75,0,0,0,1,6C 4S 6S,0,0,0,0,2,6,6,4,2,6,0,6,0,0,1,0,13,11,24,0,2980,0,0.31250619888305664,True,0,7,20180807173823545,Early,0,0,1,6,13,2,13,KC JH,michael6,none,0,20,2980,2980.0,2980,none,limp,SB,B,20,120,0.05056179775280899,0.08011507936507936,0.198943047299166,0.10489887640449438,-0.16326617843769287,none,0.21382797619050187,"[0, 1, 0, 0]",Flop,1,0,0,10,,,,,94,0.0,-0.248
7,2,2,2,1,6,0,3,2,4,1,433,check,0.75,0,0,40,1,6C 4S 6S,0,0,0,0,2,6,6,4,2,6,0,6,0,0,1,0,13,11,24,0,2980,20,0.25714707374572754,False,0,7,20180807173823545,Early,0,0,1,6,13,2,13,KC JH,michael6,none,20,20,2980,2966.6666666666665,2960,any_raised,limp,SB,B,20,120,0.09353348729792148,0.05954767454767455,0.28347573466286347,0.16574577880070226,-0.12029448889258039,check/call,0.21382797619050187,"[0, 1, 0, 0]",Flop,1,1,0,10,,,,,94,0.1111111111111111,-0.248
7,0,0,0,0,6,0,0,0,4,0,61,check,0.75,0,0,0,1,6C 4S 6S 6D,0,0,0,0,3,6,6,4,2,6,0,6,0,0,1,0,13,11,24,0,2960,0,0.281048059463501,True,0,7,20180807173823545,Early,0,0,3,6,13,2,13,KC JH,michael6,none,0,20,2960,2960.0,2960,none,limp,SB,B,40,200,0.09836065573770492,0.26095735147205723,0.2364295918337042,0.18680775296724147,0.004827168439783439,none,0.09353348729792148,"[0, 1, 0, 0]",Turn,1,0,0,10,,,,,94,0.0,-0.297
7,2,2,0,1,6,0,3,0,4,1,388,check,0.75,0,0,40,1,6C 4S 6S 6D,0,0,0,0,3,6,6,4,2,6,0,6,0,0,1,0,13,11,24,0,2960,20,0.2747468948364258,False,0,7,20180807173823545,Early,0,0,3,6,13,2,13,KC JH,michael6,none,20,20,2960,2946.6666666666665,2940,any_raised,limp,SB,B,40,200,0.11254295532646047,0.285048489908784,0.2735320178045576,0.2064048415846424,0.019009468028538992,check/call,0.09353348729792148,"[0, 1, 0, 0]",Turn,1,1,0,10,,,,,94,0.07692307692307693,-0.297
7,0,0,0,0,6,0,0,0,4,0,138,check,0.75,0,0,0,1,6C 4S 6S 6D 7S,0,2,7,0,3,6,7,4,3,7,0,6,0,0,1,0,13,11,24,0,2940,0,0.2867701053619385,True,0,7,20180807173823545,Early,1,7,3,6,13,3,7,KC JH,michael6,none,0,20,2940,2940.0,2940,none,limp,SB,B,60,280,0.0,0.16213697413697412,0.0,0.0,-0.11254295532646047,none,0.11254295532646047,"[0, 1, 0, 0]",River,1,0,0,10,,,,,94,0.0,-0.34403999999999996
7,5,4,0,0,7,0,4,0,7,0,60000.0,fold,0.75,0,0,110,1,,,,,,,,,,,,0,9,0,0,0,0,13,6,19,0,2940,20,0.19033217430114746,False,0,7,20180807173823545,Early,1,13,0,13,6,1,13,6C KS,michael6,,20,20,3210,2991.6666666666665,2920,any_called,limp,D,L,0,0,0.14966646825394,,0.35674418920892376,0.29450460907276305,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.406
7,2,1,1,1,7,0,1,1,6,1,60000.0,fold,0.75,0,0,110,1,,,,,,,,,,,,1,7,0,0,0,0,14,7,21,0,2940,40,0.17166399955749512,False,0,7,20180807173823545,Early,1,14,0,14,7,1,14,AH 7D,michael6,,40,40,3200,2994.0,2820,any_raised,limp,4,L,0,0,0.1701994047618941,,0.3758078862671605,0.3227774065863613,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.406
7,2,1,1,0,7,0,1,1,6,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,4,2,6,0,2940,20,0.1830310821533203,False,0,7,20180807173823545,Early,1,4,0,4,2,1,4,2D 4S,michael6,,20,20,3160,3006.0,2820,any_called,limp,3,M,0,0,0.09443908730157526,,0.292438619356645,0.21375404399908643,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.40800000000000003
7,2,1,0,0,7,0,1,0,7,0,60000.0,check,0.75,0,0,50,1,,,,,,,,,,,,0,6,0,1,1,0,12,10,22,1,2940,20,0.19780683517456055,False,0,7,20180807173823545,Early,1,12,0,12,10,2,12,QC TC,michael6,,20,20,3280,3001.6666666666665,2710,any_called,limp,2,E,0,0,0.2379767857143203,,0.42584484871300343,0.4125731736866517,0,none,,"[0, 0.8, 0.2, 80]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.41000000000000003
7,1,1,1,1,7,0,1,1,6,1,364,fold,0.75,0,0,60,1,AD AH JD,2,0,0,3,2,14,14,11,2,14,0,6,0,1,1,0,12,10,22,1,2920,60,0.3195819854736328,False,0,7,20180807173823545,Early,2,12,1,14,12,2,12,QC TC,michael6,none,60,60,3260,3034.0,2800,any_raised,limp,2,E,20,140,0.10714285714285714,0.06222183226130593,0.3025597233361429,0.18384796433519313,-0.13083392857146314,none,0.2379767857143203,"[1, 0, 0, 0]",Flop,5,0,0,10,,,,,94,0.23076923076923078,-0.248
7,1,0,0,0,7,0,0,0,7,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,11,6,17,0,2920,20,0.16619586944580078,False,0,7,20180807173823545,Early,1,11,0,11,6,1,11,JH 6S,michael6,,20,20,4543,3008.3333333333335,1857,none,limp,1,E,0,0,0.12542519841266633,,0.3312004197095916,0.2618797713330181,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.41200000000000003
7,6,5,1,0,7,0,5,1,6,0,60000.0,check,0.75,0,20,120,1,,,,,,,,,,,,0,9,0,0,0,0,13,6,19,0,2900,0,0.16021490097045898,False,20,7,20180807173823545,Early,1,13,0,13,6,1,13,6S KD,michael6,,20,0,4723,2986.0,1797,any_called,limp,BB,B,0,0,0.14966646825394,,0.35674418920892376,0.29735856258643445,0,none,,"[0, 1, 0, 0]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.41400000000000003
7,0,1,0,0,6,0,1,0,6,0,363,check,0.75,0,0,0,1,4S QD KH,0,2,13,2,1,13,13,4,1,12,0,9,0,0,0,0,13,6,19,0,2900,0,0.25492095947265625,True,0,7,20180807173823545,Early,1,13,1,13,12,2,13,6S KD,michael6,marginal,0,20,4723,2986.0,1797,any_called,limp,BB,B,20,120,0.3787878787878788,0.7328767433165835,0.463547228508435,0.4990890008244959,0.22912141053393878,none,0.14966646825394,"[0, 1, 0, 0]",Flop,7,0,0,10,,,,,94,0.0,-0.248
7,0,1,0,0,6,0,1,0,3,0,335,check,0.75,0,0,0,1,4S QD KH AC,1,3,14,3,1,14,14,4,1,14,0,9,0,0,0,0,13,6,19,0,2900,0,0.2614471912384033,True,0,7,20180807173823545,Early,2,14,1,13,14,2,13,6S KD,michael6,marginal,0,20,4723,3861.5,3000,any_called,limp,BB,B,20,120,0.21940298507462686,0.4476339436707083,0.39192298181234714,0.33999918164594656,-0.15938489371325193,none,0.3787878787878788,"[0, 1, 0, 0]",Turn,7,0,0,10,,,,,94,0.0,-0.29140627666233615
7,1,0,0,1,6,0,0,0,3,1,322,fold,0.75,0,0,2900,1,4S QD KH AC JC,1,4,14,4,1,14,14,4,2,14,0,9,0,0,0,0,13,6,19,0,2900,2900,0.25942134857177734,False,0,7,20180807173823545,Early,3,14,1,13,14,2,14,6S KD,michael6,marginal,4706,4706,3000,1508.5,17,any_raised,limp,BB,B,20,120,0.10714285714285714,0.10203320592451029,0.29778463302590163,0.21177266133820005,-0.11226012793176972,none,0.21940298507462686,"[1, 0, 0, 0]",River,7,0,0,10,,,,,94,0.48986486486486486,-0.33828505545765875
7,4,3,2,0,7,0,3,2,5,0,60000.0,check,0.75,0,20,180,2,,,,,,,,,,,,0,7,1,0,1,0,12,11,23,0,2880,20,0.1573319435119629,False,20,7,20180807173823545,Early,2,12,0,12,11,1,12,JS QD,michael6,,40,20,4803,3032.5,1757,any_called,limp,SB,B,0,0,0.2088293650793883,,0.4064722147452737,0.37792180641342216,0,none,,"[0, 1, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.41600000000000004
7,0,0,0,0,5,0,0,0,5,0,56,check,0.75,0,0,0,2,QC JH 4H,0,2,12,2,1,12,12,4,2,11,0,7,1,0,1,0,12,11,23,0,2860,0,0.2747161388397217,True,0,7,20180807173823545,Early,1,12,2,12,11,2,11,JS QD,michael6,strong,0,40,4803,3032.5,1757,none,raise,SB,B,40,200,0.42857142857142855,0.7702444520171504,0.49487165930539345,0.5512996000791661,0.21974206349204026,none,0.2088293650793883,"[0, 0.5, 0.5, 160]",Flop,8,0,0,20,,,,,94,0.0,-0.248
7,1,2,1,1,5,0,3,1,4,1,394,allin,0.75,0,0,40,2,QC JH 4H,0,2,12,2,1,12,12,4,2,11,0,7,1,0,1,0,12,11,23,0,2860,40,0.25254011154174805,False,0,7,20180807173823545,Early,1,12,2,12,11,2,11,JS QD,michael6,strong,40,40,4763,3160.0,1757,any_raised,raise,SB,B,40,200,0.5812182741116751,0.9685262515262515,0.48948593989136807,0.7035714290334528,0.37238890903228683,check/call,0.2088293650793883,"[0, 0, 0.8, 640]",Flop,8,1,0,20,,,,,94,0.14285714285714285,-0.248
7,3,2,2,0,7,0,2,2,5,0,60000.0,fold,0.75,0,0,140,2,,,,,,,,,,,,1,7,0,0,0,0,14,6,20,0,3100,40,0.17032694816589355,False,0,7,20180807173823545,Early,1,14,0,14,6,1,14,AS 6D,michael6,,40,40,4723,2987.5,1717,any_called,limp,D,L,0,0,0.16698392857141628,,0.3729615210316909,0.3228818443626631,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.41800000000000004
7,3,2,1,0,7,0,2,1,6,0,60000.0,fold,0.75,0,0,140,2,,,,,,,,,,,,0,8,0,1,0,0,8,6,14,1,3100,40,0.15949702262878418,False,0,7,20180807173823545,Early,1,8,0,8,6,2,8,6C 8C,michael6,,40,40,4923,3000.0,1697,any_called,limp,4,L,0,0,0.17080575396824565,,0.37633914011113007,0.3288681928149203,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",94,,-0.42000000000000004
