N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,1,0,0,6,4,10,0,3000,20,0.1609339714050293,False,0,6,20180807190506631,Early,1,6,0,6,4,1,6,4H 6C,michael6,,20,20,3000,2994.0,2980,none,limp,1,E,0,0,0.13462169312170374,,0.34131904849092376,0.34146103650720366,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6060000000000003
6,1,0,4,1,6,1,0,4,2,1,60000.0,bet,0.75,80,20,3030,1,,,,,,,,,,,,0,2,0,0,1,1,11,11,22,0,2980,2980,0.15398597717285156,False,20,6,20180807190506631,Early,1,11,1,11,0,1,11,JS JH,michael6,,3030,3010,0,0.0,0,any_raised,stt_middle,BB,B,0,0,0.3392636243386468,,0.47345941488078186,0.6271269485861624,0,none,,"[0, 0, 1, 80]",Deal,2,0,0,10,"('reraise', 2980)","('fold', 0)","('raise', 80)","('fold', 0)",298,,-0.6080000000000003
6,4,3,1,0,6,0,3,1,5,0,60000.0,fold,0.75,0,10,90,1,,,,,,,,,,,,0,9,0,0,0,0,12,5,17,0,6000,10,0.15314626693725586,False,10,6,20180807190506631,Early,1,12,0,12,5,1,12,5S QD,michael6,,20,10,2980,2227.5,10,any_called,limp,SB,B,0,0,0.15817341269841445,,0.36490352726953945,0.3807645643328336,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6100000000000003
6,4,2,1,0,6,1,2,1,5,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,7,1,0,0,0,9,8,17,1,6000,20,0.15232205390930176,False,0,6,20180807190506631,Early,2,9,0,9,8,2,9,9H 8H,michael6,,20,20,3020,2232.5,0,any_called,limp,D,L,0,0,0.2189730158730014,,0.4135502801262304,0.4720657873102545,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6120000000000003
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,9,5,14,0,6000,20,0.15481305122375488,False,0,6,20180807190506631,Early,1,9,0,9,5,1,9,9C 5S,michael6,,20,20,3000,2386.0,20,any_called,limp,3,L,0,0,0.13342936507937722,,0.3400381884640187,0.3422128127962848,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6140000000000003
6,2,1,0,0,6,0,1,0,6,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,10,3,13,0,6000,20,0.15477705001831055,False,0,6,20180807190506631,Early,1,10,0,10,3,1,10,TS 3C,michael6,,20,20,3060,2390.0,20,any_called,limp,2,E,0,0,0.12553875661376607,,0.33132880526998504,0.32963730066007696,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6160000000000003
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,0,0,0,0,12,9,21,0,6000,40,0.15344715118408203,False,0,6,20180807190506631,Early,1,12,0,12,9,1,12,9S QC,michael6,,40,40,3020,2388.0,90,none,limp,1,E,0,0,0.2045332010581896,,0.4033601005591403,0.45380974320373846,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6180000000000003
6,3,2,2,1,6,1,2,2,4,1,60000.0,fold,0.75,0,40,580,2,,,,,,,,,,,,0,9,0,0,0,0,4,2,6,0,5960,140,0.1518697738647461,False,40,6,20180807190506631,Early,1,4,0,4,2,1,4,4H 2S,michael6,,180,140,2950,1886.6666666666667,0,any_raised,limp,BB,B,0,0,0.10847129629630096,,0.31097471629716306,0.3012756204005422,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6200000000000003
6,4,3,1,0,6,0,3,1,5,0,60000.0,fold,0.75,0,20,180,2,,,,,,,,,,,,0,9,0,0,0,0,10,3,13,1,5940,20,0.1546318531036377,False,20,6,20180807190506631,Early,1,10,0,10,3,2,10,TS 3S,michael6,,40,20,2910,2227.5,540,any_called,limp,SB,B,0,0,0.16588068783068746,,0.3719735007167923,0.3972482052765324,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.6220000000000003
5,3,2,0,0,5,0,2,0,5,0,60000.0,fold,0.75,0,0,140,2,,,,,,,,,,,,0,8,1,0,0,0,10,9,19,0,5940,40,0.15407204627990723,False,0,6,20180807190506631,Early,2,10,0,10,9,1,10,9D TH,michael6,,40,40,4030,2980.0,2330,any_called,limp,D,L,0,0,0.2415632275131481,,0.4280308804590846,0.4615711000691177,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",298,,-0.5140000000000002
