N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
5,2,1,1,0,5,0,1,1,4,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,0,3000,20,0.14870285987854004,False,0,5,20180807192802868,Early,1,4,0,4,3,1,4,4D 3C,michael6,,20,20,2990,2983.3333333333335,2980,any_called,limp,D,L,0,0,0.14121005291005528,,0.3482380993906248,0.35154586494199275,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6040000000000003
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,13,3,16,1,3000,20,0.15094304084777832,False,0,5,20180807192802868,Early,1,13,0,13,3,2,13,KH 3H,michael6,,20,20,3210,2987.5,2880,any_called,limp,2,E,0,0,0.2380417989417197,,0.4258848446450162,0.4961280147965996,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6060000000000003
5,1,0,0,0,5,0,0,0,5,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,3000,20,0.15688109397888184,False,0,5,20180807192802868,Early,1,14,0,14,11,1,14,JS AH,michael6,,20,20,3280,2992.5,2800,none,stt_middle,1,E,0,0,0.3042216931215372,,0.46007700937538976,0.5839485148217742,0,none,,"[0, 0, 1, 80]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('raise', 80)","('fold', 0)",345,,-0.6080000000000003
5,1,2,1,1,5,0,2,1,4,2,60000.0,check,0.75,0,80,399,1,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,2920,69,0.1478288173675537,False,0,5,20180807192802868,Early,1,14,0,14,11,1,14,JS AH,michael6,,149,69,3200,2903.6666666666665,2671,any_reraised,stt_middle,1,E,0,0,0.3042216931215372,,0.46007700937538976,0.5839485148217742,0,bet/raise/allin,,"[0, 1, 0, 0]",Deal,3,0,1,10,"('fold', 0)","('fold', 0)","('call', 0)","('fold', 0)",345,,-0.6080000000000003
5,2,4,1,2,5,0,5,1,4,3,60000.0,fold,0.75,0,149,904,1,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,2851,149,0.1425001621246338,False,0,5,20180807192802868,Early,1,14,0,14,11,1,14,JS AH,michael6,,298,149,3131,2758.3333333333335,2522,any_raised,limp,1,E,0,0,0.3042216931215372,,0.46007700937538976,0.5839485148217742,0,check/call,,"[1, 0, 0, 0]",Deal,3,1,1,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6080000000000003
5,3,2,2,0,5,0,2,2,3,0,60000.0,check,0.75,0,20,60,1,,,,,,,,,,,,0,9,0,0,0,0,8,4,12,0,2831,0,0.1476118564605713,False,20,5,20180807192802868,Early,1,8,0,8,4,1,8,4H 8C,michael6,,20,0,2902,2702.0,2502,any_called,limp,BB,B,0,0,0.14850198412697882,,0.355596885303189,0.3654160841619242,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6100000000000003
5,0,1,0,0,3,0,1,0,3,0,332,check,0.75,0,0,0,1,7C 6H 9H,0,2,7,0,1,9,9,6,2,9,0,9,0,0,0,0,8,4,12,0,2831,0,0.2645909786224365,True,0,5,20180807192802868,Early,3,9,0,9,8,3,9,4H 8C,michael6,none,0,20,2902,2702.0,2502,any_called,limp,BB,B,20,60,0.21987951807228914,0.008285714285714285,0.40805935264775134,0.33501734389849147,0.07137753394531032,none,0.14850198412697882,"[0, 1, 0, 0]",Flop,4,0,0,10,,,,,345,0.0,-0.278
5,0,1,0,0,3,0,1,0,3,0,320,check,0.75,0,0,0,1,7C 6H 9H 9S,0,2,7,0,2,9,9,6,2,9,0,9,0,0,0,0,8,4,12,0,2831,0,0.2548971176147461,True,0,5,20180807192802868,Early,3,9,1,9,8,3,9,4H 8C,michael6,none,0,20,2902,2702.0,2502,any_called,limp,BB,B,20,60,0.18125,0.11022147297147297,0.37702577829639183,0.2997633239791697,-0.03862951807228915,none,0.21987951807228914,"[0, 1, 0, 0]",Turn,4,0,0,10,,,,,345,0.0,-0.30764687993742434
5,1,0,0,1,3,0,0,0,3,1,318,check,0.75,0,0,20,1,7C 6H 9H 9S QD,0,2,7,1,2,9,12,6,2,9,0,9,0,0,0,0,8,4,12,0,2831,20,0.25820016860961914,False,0,5,20180807192802868,Early,3,9,1,9,12,3,9,4H 8C,michael6,none,20,20,2902,2692.0,2482,any_raised,limp,BB,B,20,60,0.0110062893081761,0.06423268398268399,0.09233991735865422,0.0503659919808306,-0.1702437106918239,none,0.18125,"[0, 1, 0, 0]",River,4,0,0,10,,,,,345,0.2,-0.3772546330060453
5,2,1,2,0,5,0,1,2,3,0,60000.0,fold,0.75,0,10,50,1,,,,,,,,,,,,0,7,0,1,1,0,12,10,22,0,2801,10,0.14672422409057617,False,10,5,20180807192802868,Early,1,12,0,12,10,1,12,QD TC,michael6,,20,10,2882,2722.0,2562,any_called,limp,SB,B,0,0,0.2717892857141831,,0.4448818605935257,0.544056984397421,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6120000000000003
5,2,1,1,0,5,0,1,1,4,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,0,0,0,12,6,18,0,2801,40,0.14609789848327637,False,0,5,20180807192802868,Early,1,12,0,12,6,1,12,QD 6H,michael6,,40,40,3695,3043.0,2522,any_called,limp,D,L,0,0,0.197485582010527,,0.39810177958468157,0.44192007467552163,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6140000000000003
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,7,1,0,1,0,12,11,23,0,2801,40,0.15128684043884277,False,0,5,20180807192802868,Early,2,12,0,12,11,1,12,JS QD,michael6,,40,40,3875,3024.75,2482,any_called,limp,2,E,0,0,0.28046507936496473,,0.44922646696490265,0.5571885830153449,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6160000000000003
5,1,0,0,0,5,0,0,0,5,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,1,0,0,0,5,4,9,0,2801,40,0.15428996086120605,False,0,5,20180807192802868,Early,2,5,0,5,4,1,5,4H 5S,michael6,,40,40,3875,3034.75,2582,none,limp,1,E,0,0,0.16775701058199022,,0.3736503659607257,0.3986729367457188,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6180000000000003
5,3,2,2,0,5,0,2,2,3,0,60000.0,check,0.75,0,40,120,2,,,,,,,,,,,,0,8,1,0,0,0,7,6,13,0,2761,0,0.1468207836151123,False,40,5,20180807192802868,Early,2,7,0,7,6,1,7,6S 7C,michael6,,40,0,2832,2667.0,2502,any_called,limp,BB,B,0,0,0.18579193121689602,,0.38893867063020643,0.4269339070076241,0,none,,"[0, 1, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6200000000000003
5,0,1,0,0,3,0,1,0,3,0,351,check,0.75,0,0,0,2,7H 5D 8D,0,2,8,0,1,8,8,5,2,8,0,8,1,0,0,0,7,6,13,0,2761,0,0.25502896308898926,True,0,5,20180807192802868,Early,0,0,1,7,8,2,8,6S 7C,michael6,marginal,0,40,2832,2667.0,2502,any_called,limp,BB,B,40,120,0.5413105413105413,0.7724158668129257,0.47236346952719743,0.6848182101616045,0.3555186100936453,none,0.18579193121689602,"[0, 1, 0, 0]",Flop,9,0,0,20,,,,,345,0.0,-0.28800000000000003
5,0,1,0,0,3,0,1,0,3,0,330,allin,0.75,0,0,0,2,7H 5D 8D 9D,0,3,9,0,1,9,9,5,3,9,0,8,1,0,0,0,7,6,13,0,2761,0,0.275770902633667,True,0,5,20180807192802868,Early,0,0,4,9,0,3,9,6S 7C,michael6,strong,0,40,2832,2667.0,2502,any_called,allin,BB,B,40,120,0.6681818181818182,0.944285590871117,0.4325724406814404,0.8164097251246141,0.12687127687127686,none,0.5413105413105413,"[0, 0, 0.5, 640]",Turn,9,0,0,20,,,,,345,0.0,-0.3147984313356705
5,2,1,2,0,5,0,1,2,3,0,60000.0,fold,0.75,0,20,100,2,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,0,2801,20,0.14957690238952637,False,20,5,20180807192802868,Early,1,4,0,4,3,1,4,4D 3C,michael6,,40,20,2852,2657.0,2462,any_called,limp,SB,B,0,0,0.14121005291005528,,0.3482380993906248,0.357814150731024,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6220000000000003
5,2,1,1,0,5,0,1,1,4,0,60000.0,fold,0.75,0,0,200,3,,,,,,,,,,,,0,9,1,0,0,0,5,4,9,0,2801,80,0.14628100395202637,False,0,5,20180807192802868,Early,2,5,0,5,4,1,5,5H 4S,michael6,,80,80,3795,3029.6666666666665,2382,any_called,limp,D,L,0,0,0.16775701058199022,,0.3736503659607257,0.40091483894148316,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6240000000000003
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,200,3,,,,,,,,,,,,0,8,0,0,0,0,13,9,22,0,2801,80,0.14957690238952637,False,0,5,20180807192802868,Early,1,13,0,13,9,1,13,KH 9S,michael6,,80,80,4792,2999.75,2075,any_called,limp,2,E,0,0,0.2510359788358793,,0.4336091744483634,0.5224753220405549,0,none,,"[1, 0, 0, 0]",Deal,12,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6260000000000003
5,1,0,0,0,5,0,0,0,5,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,9,0,0,0,0,11,3,14,0,2801,80,0.15804696083068848,False,0,5,20180807192802868,Early,1,11,0,11,3,1,11,3D JH,michael6,,80,80,5433,3019.75,1781,none,limp,1,E,0,0,0.1644267195766948,,0.3706623442783766,0.3972026717835154,0,none,,"[1, 0, 0, 0]",Deal,13,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",345,,-0.6280000000000003
