tableNumber,game_id,round_id,smallBlind,playerName,isHuman,isOnline,isSurvive,chips,reloadCount,folded,allIn,position,cards,board,rank,message,winMoney
89,20180807123204378,1,10,0ef51d167cf2df4a31ebcd1c654a35b3,False,True,True,3000,0,True,False,1,AC TS,6C JH TH JD 6S,66.2048,Two Pair,0.0
89,20180807123204378,1,10,a161f12e3ece9ba85a84d03387ff6754,False,True,True,3035,0,False,False,2,QH KH,6C JH TH JD 6S,62.1024,Two Pair,115.0
89,20180807123204378,1,10,6ce2298725a725264c9d1b67821b54c7,False,True,True,3035,0,False,False,3,KC QD,6C JH TH JD 6S,62.1024,Two Pair,115.0
89,20180807123204378,1,10,834de0a4383b3c32d7cf034ca09e394c,False,True,True,3000,0,True,False,4,2H 8H,6C JH TH JD 6S,62.0128,Two Pair,0.0
89,20180807123204378,1,10,541d778368774768a1a088d3592fe695,False,True,True,2980,0,True,False,D,5S 2S,6C JH TH JD 6S,62.0128,Two Pair,0.0
89,20180807123204378,1,10,c8d32c72964941f4c43e5967007d4b0c,False,True,True,2990,0,True,False,SB,7S 9D,6C JH TH JD 6S,62.0128,Two Pair,0.0
89,20180807123204378,1,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2960,0,True,False,BB,8D 2C,6C JH TH JD 6S,62.0128,Two Pair,0.0
89,20180807123204378,2,10,0ef51d167cf2df4a31ebcd1c654a35b3,False,True,True,2664,0,False,False,BB,TS 6D,5S 6H 9D 4D 3C,13.0196,Pair,0.0
89,20180807123204378,2,10,a161f12e3ece9ba85a84d03387ff6754,False,True,True,3035,0,True,False,1,7H JC,5S 6H 9D 4D 3C,115.0,Straight,0.0
89,20180807123204378,2,10,6ce2298725a725264c9d1b67821b54c7,False,True,True,3035,0,True,False,2,5C 8C,5S 6H 9D 4D 3C,12.0104,Pair,0.0
89,20180807123204378,2,10,834de0a4383b3c32d7cf034ca09e394c,False,True,True,3000,0,True,False,3,2H 3H,5S 6H 9D 4D 3C,114.0,Straight,0.0
89,20180807123204378,2,10,541d778368774768a1a088d3592fe695,False,True,True,3336,0,False,False,4,9H AH,5S 6H 9D 4D 3C,16.206,Pair,692.0
89,20180807123204378,2,10,c8d32c72964941f4c43e5967007d4b0c,False,True,True,2990,0,True,False,D,4H 8D,5S 6H 9D 4D 3C,11.0104,Pair,0.0
