N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
7,2,1,0,0,7,0,1,0,7,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,1,3000,20,0.16202592849731445,False,0,7,20180807194315965,Early,1,7,0,7,3,2,7,7H 3H,michael6,,20,20,3000,2991.6666666666665,2980,any_called,limp,2,E,0,0,0.13363174603171987,,0.3402562306324952,0.43509876637211076,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",381,,-0.8860000000000003
7,1,0,0,0,7,0,0,0,7,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,0,5,0,0,0,1,6,6,12,0,3000,20,0.15445709228515625,False,0,7,20180807194315965,Early,1,6,1,6,0,1,6,6H 6S,michael6,,20,20,3220,2995.0,2900,none,stt_middle,1,E,0,0,0.17855575396824067,,0.3829798907163061,0.5186418969243206,0,none,,"[0, 0, 1, 80]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('raise', 80)","('raise', 80)",381,,-0.8880000000000003
7,1,1,4,1,7,0,1,4,3,2,60000.0,check,0.75,0,80,492,1,,,,,,,,,,,,0,5,0,0,0,1,6,6,12,0,2920,242,0.1564619541168213,False,0,7,20180807194315965,Early,1,6,1,6,0,1,6,6H 6S,michael6,,322,242,2820,2729.0,2638,any_reraised,stt_middle,1,E,0,0,0.17855575396824067,,0.3829798907163061,0.5186418969243206,0,bet/raise/allin,,"[0, 1, 0, 0]",Deal,2,0,1,10,"('fold', 0)","('fold', 0)","('call', 0)","('call', 0)",381,,-0.8880000000000003
7,1,0,0,1,3,0,0,0,3,1,339,check,0.75,0,0,508,1,TS AD 8H,1,0,0,2,1,14,14,8,1,14,0,5,0,0,0,1,6,6,12,0,2678,508,0.2757420539855957,False,0,7,20180807194315965,Early,0,0,1,6,14,2,8,6H 6S,michael6,marginal,508,508,2578,2354.0,2130,any_raised,call,1,E,322,976,0.3687315634218289,0.3086910189483719,0.4824609803479683,0.5366279845829219,0.19017580945358822,none,0.17855575396824067,"[0, 1, 0, 0]",Flop,2,0,0,10,,,,,381,0.25502008032128515,-0.3480000000000001
7,1,0,0,1,3,0,0,0,3,1,332,check,0.75,0,0,20,1,TS AD 8H 7S,1,2,8,2,1,14,14,7,2,10,0,5,0,0,0,1,6,6,12,0,2170,20,0.2692747116088867,False,0,7,20180807194315965,Early,2,8,1,6,14,3,10,6H 6S,michael6,marginal,20,20,2110,2090.0,2070,any_raised,call,1,E,830,2500,0.24397590361445784,0.3221842928313518,0.42418579629781333,0.39971254100229164,-0.12475565980737105,none,0.3687315634218289,"[0, 1, 0, 0]",Turn,2,0,0,10,,,,,381,0.007874015748031496,-0.36261812407765515
7,1,0,0,1,3,0,0,0,3,1,326,check,0.75,0,0,364,1,TS AD 8H 7S TC,1,2,8,3,2,10,14,7,2,10,0,5,0,0,0,1,6,6,12,0,2150,364,0.27100610733032227,False,0,7,20180807194315965,Early,2,8,2,10,6,3,10,6H 6S,michael6,good,364,364,2050,1898.0,1746,any_raised,call,1,E,850,2560,0.20552147239263804,0.20759976543064776,0.4040821658749618,0.3700526695446602,-0.038454431221819796,none,0.24397590361445784,"[0, 1, 0, 0]",River,2,0,0,10,,,,,381,0.11070559610705596,-0.4071726273684008
7,5,4,2,0,7,0,4,2,5,0,60000.0,bet,0.75,80,20,100,1,,,,,,,,,,,,0,2,0,0,1,1,11,11,22,0,1766,0,0.1599559783935547,False,20,7,20180807194315965,Early,1,11,1,11,0,1,11,JS JH,michael6,,20,0,5378,3231.0,1666,any_called,stt_middle,BB,B,0,0,0.28869226190480585,,0.45315454297744034,0.6919998051547279,0,none,,"[0, 0, 1, 80]",Deal,3,0,0,10,"('raise', 160)","('fold', 0)","('raise', 80)","('raise', 80)",381,,-0.8900000000000003
7,0,1,0,0,3,0,1,0,3,0,336,bet,0.75,320,0,0,1,9C 5C 2S,0,0,0,0,1,9,9,2,2,9,0,2,0,0,1,1,11,11,22,0,1686,0,0.2638211250305176,True,0,7,20180807194315965,Early,0,0,1,11,9,2,9,JS JH,michael6,good,0,20,5298,3442.0,1586,any_called,raise,BB,B,100,340,0.5773809523809523,0.8499640917180961,0.4939758984086337,0.7502725168239741,0.2886886904761465,none,0.28869226190480585,"[0, 0, 0.8, 320]",Flop,3,0,0,10,,,,,381,0.0,-0.3500000000000001
7,0,0,0,0,3,0,0,0,2,0,66,bet,0.75,320,0,0,1,9C 5C 2S 2H,0,0,0,0,2,2,9,2,2,9,0,2,0,0,1,1,11,11,22,0,1366,0,0.24527597427368164,True,0,7,20180807194315965,Early,0,0,2,11,2,2,9,JS JH,michael6,good,0,20,1266,1266.0,1266,none,allin,BB,B,420,980,0.7727272727272727,0.9093472479756974,0.4190702026042222,0.9254053434532887,0.19534632034632038,none,0.5773809523809523,"[0, 0, 0.5, 320]",Turn,3,0,0,10,,,,,381,0.0,-0.364325761596102
7,0,0,0,0,3,0,0,0,2,0,107,bet,0.75,0,0,0,1,9C 5C 2S 2H QD,0,0,0,1,2,2,12,2,2,9,0,2,0,0,1,1,11,11,22,0,1046,0,0.25110912322998047,True,0,7,20180807194315965,Early,1,12,2,11,2,2,9,JS JH,michael6,good,0,20,946,946.0,946,none,allin,BB,B,740,1620,0.6728971962616822,0.8269630239042003,0.4691551550658368,0.8644418409380877,-0.0998300764655905,none,0.7727272727272727,"[0, 0, 0.5, 0]",River,3,0,0,10,,,,,381,0.0,-0.40827569005295483
7,5,4,1,0,7,0,4,1,6,0,60000.0,fold,0.75,0,10,110,1,,,,,,,,,,,,0,9,0,0,0,0,12,9,21,0,2676,10,0.16114020347595215,False,10,7,20180807194315965,Early,1,12,0,12,9,1,12,9S QH,michael6,,20,10,5278,3044.8,906,any_called,limp,SB,B,0,0,0.1757674603174574,,0.38062220141632364,0.5152824639808182,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",381,,-0.8920000000000003
7,4,2,1,1,7,1,2,1,6,1,60000.0,fold,0.75,0,0,88,1,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,0,2676,20,0.16281795501708984,False,0,7,20180807194315965,Early,1,7,0,7,3,1,7,7S 3C,michael6,,20,20,5066,3049.2,0,any_raised,limp,D,L,0,0,0.09435535714284357,,0.2923224653037977,0.35569164112443885,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",381,,-0.8940000000000003
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,1,0,0,7,5,12,0,2676,20,0.16130399703979492,False,0,7,20180807194315965,Early,1,7,0,7,5,1,7,5D 7C,michael6,,20,20,5878,3650.8,2146,any_called,limp,3,L,0,0,0.142254761904771,,0.3493112431917815,0.4168133990535114,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",381,,-0.7860000000000005
4,3,2,1,0,4,0,2,1,3,0,60000.0,check,0.75,0,40,140,2,,,,,,,,,,,,0,9,0,0,0,0,10,3,13,1,2636,0,0.16067719459533691,False,40,7,20180807194315965,Late,1,10,0,10,3,2,10,TD 3D,michael6,,40,0,12424,7637.0,2850,any_called,limp,BB,B,0,0,0.23687599206344664,,0.4251655635718921,0.4783700321722815,0,none,,"[0, 1, 0, 0]",Deal,7,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",381,,-0.5680000000000004
4,0,0,0,0,3,0,0,0,3,0,75,check,0.75,0,0,0,2,8S TH 2S,0,0,0,1,1,10,10,2,2,8,0,9,0,0,0,0,10,3,13,1,2636,0,0.2676992416381836,True,0,7,20180807194315965,Late,0,0,1,10,8,2,10,TD 3D,michael6,marginal,0,40,12424,7637.0,2850,none,limp,BB,B,40,140,0.4533333333333333,0.8484609353065232,0.4978174587358525,0.6315519835607686,0.21645734126988667,none,0.23687599206344664,"[0, 1, 0, 0]",Flop,7,0,0,20,,,,,381,0.0,-0.3580000000000001
