N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
4,2,1,0,0,4,0,1,0,4,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,0,2617,40,0.16458988189697266,False,0,6,20180807131136156,Late,1,11,0,11,8,1,11,8H JD,michael6,,40,40,9376,5094.333333333333,2870,any_called,limp,D,L,0,0,0.2727257936507229,,0.44536101662393646,0.3110268410803815,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.08600000000000001
4,1,0,0,0,4,0,0,0,4,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,1,7,0,0,0,0,14,2,16,0,2617,40,0.1519482135772705,False,0,6,20180807131136156,Late,1,14,0,14,2,1,14,AD 2S,michael6,,40,40,9596,5107.666666666667,2850,none,limp,1,E,0,0,0.2766873015872137,,0.44736052432864476,0.3160550277281345,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.08800000000000001
4,3,2,1,0,4,0,2,1,3,0,60000.0,check,0.75,0,80,240,3,,,,,,,,,,,,0,9,0,0,0,0,12,3,15,0,2537,0,0.15441679954528809,False,80,6,20180807131136156,Late,1,12,0,12,3,1,12,QH 3D,michael6,,80,0,2997,2843.5,2690,any_called,limp,BB,B,0,0,0.22724325396820355,,0.41905102015643164,0.26495784578228243,0,none,,"[0, 1, 0, 0]",Deal,10,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.09000000000000001
4,1,0,0,1,3,0,0,0,3,1,336,fold,0.75,0,0,1498,3,4D TC JC,0,2,11,2,1,11,11,4,2,11,0,9,0,0,0,0,12,3,15,0,2537,1498,0.2758150100708008,False,0,6,20180807131136156,Late,2,12,0,12,11,2,11,QH 3D,michael6,none,1498,1498,2690,2094.5,1499,any_raised,limp,BB,B,80,240,0.17410714285714285,0.02668009768009768,0.3641883185627335,0.26814913711329136,-0.0531361111110607,none,0.22724325396820355,"[1, 0, 0, 0]",Flop,10,0,0,40,,,,,183,0.46291718170580964,-0.248
4,3,2,0,0,4,0,2,0,4,0,60000.0,fold,0.75,0,40,280,3,,,,,,,,,,,,0,9,0,0,0,0,6,2,8,1,2497,40,0.1595458984375,False,40,6,20180807131136156,Late,1,6,0,6,2,2,6,2S 6S,michael6,,80,40,9456,5074.333333333333,1112,any_called,limp,SB,B,0,0,0.20238630952379036,,0.40177865951432873,0.2393499461991086,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.09200000000000001
4,2,1,0,0,4,0,1,0,4,0,60000.0,fold,0.75,0,0,200,3,,,,,,,,,,,,0,9,0,0,0,0,10,3,13,0,2497,80,0.15923714637756348,False,0,6,20180807131136156,Late,1,10,0,10,3,1,10,3H TC,michael6,,80,80,9376,5101.0,992,any_called,limp,D,L,0,0,0.1976906746031519,,0.3982575445338137,0.2351268837893304,0,none,,"[1, 0, 0, 0]",Deal,12,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.09400000000000001
4,1,0,0,0,4,0,0,0,4,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,9,0,0,0,0,11,5,16,1,2497,80,0.15991687774658203,False,0,6,20180807131136156,Late,1,11,0,11,5,2,11,5D JD,michael6,,80,80,9336,5127.666666666667,952,none,limp,1,E,0,0,0.2657055555554909,,0.441708176630724,0.3081095405120404,0,none,,"[1, 0, 0, 0]",Deal,13,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.09600000000000002
4,1,2,0,1,4,0,2,0,4,1,60000.0,fold,0.75,0,160,720,4,,,,,,,,,,,,0,9,0,0,0,0,6,2,8,0,2337,80,0.14757585525512695,False,160,6,20180807131136156,Late,1,6,0,6,2,1,6,2S 6C,michael6,,240,80,7842,4981.0,632,any_raised,limp,BB,B,0,0,0.16129841269842451,,0.3678059743389077,0.19734339818363747,0,none,,"[1, 0, 0, 0]",Deal,14,0,0,80,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.09800000000000002
4,3,2,0,0,4,0,2,0,4,0,60000.0,bet,0.75,640,80,560,4,,,,,,,,,,,,1,4,0,0,1,0,14,11,25,1,2257,80,0.14371776580810547,False,80,6,20180807131136156,Late,1,14,0,14,11,2,14,AH JH,michael6,,160,80,8722,5061.0,232,any_called,stt_middle,SB,B,0,0,0.3977359126983809,,0.4894303387085509,0.44667894656923596,0,none,,"[0, 0, 1, 640]",Deal,15,0,0,80,"('raise', 2257)","('allin', 2257)","('raise', 640)","('fold', 0)",183,,-0.10000000000000002
4,0,0,0,0,2,0,0,0,2,0,86,check,0.75,0,0,0,4,QC 7H 9S,0,0,0,1,1,12,12,7,1,12,1,4,0,0,1,0,14,11,25,1,1617,0,0.2747321128845215,True,0,6,20180807131136156,Late,1,12,0,14,12,3,14,AH JH,michael6,none,0,160,8162,8162.0,8162,none,call,SB,B,720,1760,0.5290697674418605,0.5128054687504402,0.490340716633157,0.6528600173001525,0.13133385474347964,none,0.3977359126983809,"[0, 0.8, 0.2, 320]",Flop,15,0,0,80,,,,,183,0.0,-0.248
4,0,0,0,0,2,0,0,0,2,0,94,check,0.75,0,0,0,4,QC 7H 9S 8S,0,3,9,1,1,12,12,7,2,9,1,4,0,0,1,0,14,11,25,1,1617,0,0.3003227710723877,True,0,6,20180807131136156,Late,2,9,0,14,12,3,14,AH JH,michael6,none,0,160,8162,8162.0,8162,none,call,SB,B,720,1760,0.30851063829787234,0.44597598892335744,0.4618785818317534,0.4401129890778778,-0.22055912914398818,none,0.5290697674418605,"[0, 1, 0, 0]",Turn,15,0,0,80,,,,,183,0.0,-0.2849284551322705
4,1,0,0,1,2,0,1,0,2,1,443,fold,0.75,0,0,1617,4,QC 7H 9S 8S,0,3,9,1,1,12,12,7,2,9,1,4,0,0,1,0,14,11,25,1,1617,1617,0.2537119388580322,False,0,6,20180807131136156,Late,2,9,0,14,12,3,14,AH JH,michael6,none,4081,4081,4081,4081.0,4081,any_raised,limp,SB,B,720,1760,0.4221218961625282,0.2937286526253244,0.4904579456263374,0.56284742295382,-0.10694787127933231,check/call,0.5290697674418605,"[1, 0, 0, 0]",Turn,15,1,0,80,,,,,183,0.3237885462555066,-0.2849284551322705
4,2,1,0,0,4,0,1,0,4,0,60000.0,fold,0.75,0,0,400,4,,,,,,,,,,,,1,7,0,0,0,0,14,3,17,0,1617,160,0.173508882522583,False,0,6,20180807131136156,Late,1,14,0,14,3,1,14,3C AH,michael6,,160,160,9762,5327.666666666667,152,any_called,limp,D,L,0,0,0.2842765873015,,0.45106918450910904,0.33028564412142913,0,none,,"[1, 0, 0, 0]",Deal,16,0,0,80,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.10200000000000001
4,1,0,0,0,4,0,0,0,4,0,60000.0,fold,0.75,0,0,240,4,,,,,,,,,,,,0,9,0,0,0,0,10,2,12,0,1617,160,0.16177105903625488,False,0,6,20180807131136156,Late,1,10,0,10,2,1,10,2H TS,michael6,,160,160,9530,5381.0,696,none,limp,1,E,0,0,0.1909150793650608,,0.3930222790581894,0.2317893963871125,0,none,,"[1, 0, 0, 0]",Deal,17,0,0,80,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.10400000000000001
4,1,2,0,1,4,0,2,0,4,1,60000.0,fold,0.75,0,320,1440,5,,,,,,,,,,,,0,7,1,0,0,0,6,5,11,1,1297,160,0.15320110321044922,False,320,6,20180807131136156,Late,2,6,0,6,5,2,6,6S 5S,michael6,,480,160,9850,5087.666666666667,56,any_raised,limp,BB,B,0,0,0.2562287698412293,,0.4365496390410598,0.30250303157958164,0,none,,"[1, 0, 0, 0]",Deal,18,0,0,160,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",183,,-0.10600000000000001
