N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
10,2,1,0,0,10,0,1,0,10,0,60000.0,bet,0.75,80,0,50,1,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,0,3000,20,0.17958879470825195,False,0,10,20180807181452248,Early,1,14,0,14,12,1,14,QH AS,michael6,,20,20,3000,2994.4444444444443,2980,any_called,stt_middle,2,E,0,0,0.1554077777777779,,0.3622929758965121,0.46190763538622714,0,none,,"[0, 0, 1, 80]",Deal,1,0,0,10,"('raise', 100)","('fold', 0)","('raise', 80)","('fold', 0)",181,,-0.8460000000000001
10,1,1,0,1,6,0,1,0,6,1,346,bet,0.75,320,0,20,1,3S QS 6S,0,0,0,1,1,12,12,3,3,12,1,3,0,0,1,0,14,12,26,0,2920,20,0.28696107864379883,False,0,10,20180807181452248,Early,0,0,1,12,14,4,14,QH AS,michael6,good,20,20,2920,2916.0,2900,any_raised,raise,2,E,80,490,0.5722543352601156,0.8745458985458984,0.4859102703225205,0.6969317805661439,0.4168465574823377,none,0.1554077777777779,"[0, 0, 0.8, 320]",Flop,1,0,0,10,,,,,181,0.03773584905660377,-0.252
10,1,0,0,1,6,0,0,0,3,1,342,bet,0.75,80,0,20,1,3S QS 6S 9D,0,0,0,1,1,12,12,3,3,12,1,3,0,0,1,0,14,12,26,0,2600,20,0.2896230220794678,False,0,10,20180807181452248,Early,0,0,1,12,14,4,14,QH AS,michael6,good,20,20,2600,2590.0,2580,any_raised,raise,2,E,400,1450,0.5365497076023392,0.6885777825116061,0.4920215152874542,0.6734581931501675,-0.03570462765777638,none,0.5722543352601156,"[0, 0.5, 0.5, 80]",Turn,1,0,0,10,,,,,181,0.013422818791946308,-0.2745514899468164
10,1,0,0,1,6,0,0,0,2,1,322,allin,0.75,0,0,20,1,3S QS 6S 9D 5S,0,2,6,1,1,12,12,3,4,12,1,3,0,0,1,0,14,12,26,0,2520,20,0.2917330265045166,False,0,10,20180807181452248,Early,1,6,5,14,12,5,14,QH AS,michael6,strong,20,20,2500,2500.0,2500,any_raised,allin,2,E,480,1610,0.9720496894409938,0.9604823232323233,0.16483049080392045,1.0264428455288845,0.43549998183865457,none,0.5365497076023392,"[0, 0, 0.2, 640]",River,1,0,0,10,,,,,181,0.012121212121212121,-0.32999450418791704
9,2,2,3,3,9,2,2,3,6,3,60000.0,fold,0.75,0,20,6150,1,,,,,,,,,,,,0,8,0,1,0,0,11,9,20,1,6630,2980,0.1807410717010498,False,20,10,20180807181452248,Early,1,11,0,11,9,2,11,9D JD,michael6,,3000,2980,2960,1680.0,0,any_raised,limp,BB,B,0,0,0.1757759259259451,,0.3806294126717243,0.45668043247767764,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",181,,-0.7380000000000001
7,4,3,1,1,7,0,3,1,6,1,60000.0,fold,0.75,0,10,430,1,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,0,6620,90,0.18205881118774414,False,10,10,20180807181452248,Early,1,13,0,13,4,1,13,4C KD,michael6,,100,90,9090,3992.0,2460,any_raised,limp,SB,B,0,0,0.14051884920631602,,0.34752453470805283,0.3212316072545035,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",181,,-0.52
7,1,2,1,1,7,0,2,1,6,1,60000.0,fold,0.75,0,0,182,1,,,,,,,,,,,,1,6,0,0,0,0,14,3,17,1,6620,112,0.17949700355529785,False,0,10,20180807181452248,Early,1,14,0,14,3,2,14,AH 3H,michael6,,112,112,8880,4041.6,2300,any_raised,limp,D,L,0,0,0.20456646825397964,,0.40338446712791654,0.4151331600947521,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('allin', 6620)","('fold', 0)","('fold', 0)",181,,-0.522
7,2,1,0,2,7,1,1,0,7,2,60000.0,fold,0.75,0,0,2453,1,,,,,,,,,,,,0,9,0,1,0,0,10,8,18,0,6620,2033,0.17808890342712402,False,0,10,20180807181452248,Early,1,10,0,10,8,1,10,TC 8H,michael6,,2033,2033,8880,3487.8333333333335,0,any_raised,limp,4,L,0,0,0.1605422619047446,,0.36710821844144675,0.3529069683680627,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",181,,-0.524
6,1,0,1,0,6,0,0,1,5,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,12,3,15,0,6620,20,0.17960190773010254,False,0,10,20180807181452248,Late,1,12,0,12,3,1,12,3S QD,michael6,,20,20,8880,4985.0,2458,all_folded,limp,2,E,0,0,0.14486534391535055,,0.3519650210569763,0.29128279267505275,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",181,,-0.4160000000000001
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,0,6,0,0,0,1,2,2,4,0,6620,20,0.19168710708618164,False,0,10,20180807181452248,Late,1,2,1,2,0,1,2,2D 2C,michael6,,20,20,8860,4670.0,2428,none,pairs,1,E,0,0,0.15909060846560294,,0.3657605593330795,0.3119785222668302,0,none,,"[0, 0, 1, 80]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('raise', 80)",181,,-0.4180000000000001
