N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
9,3,2,0,0,9,0,2,0,9,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,1,0,0,9,7,16,0,3000,20,0.1769568920135498,False,0,9,20180807184950537,Early,1,9,0,9,7,1,9,9H 7D,michael6,,20,20,3000,2991.25,2980,any_called,limp,3,M,0,0,0.11244814814816052,,0.31591701778506626,0.38792778765673835,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",267,,-0.8720000000000002
9,2,1,0,0,9,0,1,0,9,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,3000,20,0.18118023872375488,False,0,9,20180807184950537,Early,1,12,0,12,4,1,12,4D QH,michael6,,20,20,3150,2993.75,2920,any_called,limp,2,E,0,0,0.0974166666666785,,0.29652429870456104,0.3565789037344649,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",267,,-0.8740000000000002
9,1,0,0,0,9,0,0,0,9,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,0,3000,20,0.17357540130615234,False,0,9,20180807184950537,Early,1,13,0,13,5,1,13,KC 5D,michael6,,20,20,4650,2996.25,2155,none,limp,1,E,0,0,0.11085555555557004,,0.3139531833857334,0.38587854420147255,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",267,,-0.8760000000000002
9,7,6,2,0,9,0,6,2,7,0,60000.0,check,0.75,0,20,140,1,,,,,,,,,,,,0,9,0,1,0,0,8,6,14,0,2980,0,0.17102885246276855,False,20,9,20180807184950537,Early,1,8,0,8,6,1,8,6D 8S,michael6,,20,0,4590,2980.0,2105,any_called,limp,BB,B,0,0,0.10448888888889904,,0.3058937086434802,0.37306356507787475,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",267,,-0.8780000000000002
9,1,0,0,1,7,0,0,0,7,1,346,check,0.75,0,0,20,1,9H QC 3H,0,0,0,1,1,12,12,3,2,9,0,9,0,1,0,0,8,6,14,0,2980,20,0.2765471935272217,False,0,9,20180807184950537,Early,1,9,0,12,9,2,9,6D 8S,michael6,none,20,20,4570,2976.6666666666665,2105,any_raised,limp,BB,B,20,140,0.0476878612716763,0.0,0.20327153472044016,0.09158748553648902,-0.05680102761722274,none,0.10448888888889904,"[0, 1, 0, 0]",Flop,4,0,0,10,,,,,267,0.1111111111111111,-0.20599999999999996
9,1,1,3,3,7,0,2,3,4,3,676,fold,0.75,0,20,4650,1,9H QC 3H,0,0,0,1,1,12,12,3,2,9,0,9,0,1,0,0,8,6,14,0,2960,2718,0.27437496185302734,False,0,9,20180807184950537,Early,1,9,0,12,9,2,9,6D 8S,michael6,none,2738,2718,1894,1808.3333333333333,1679,any_raised,limp,BB,B,20,140,0.04363905325443787,0.002857142857142857,0.1990955186235675,0.08572293552795479,-0.06084983563446117,check/call,0.10448888888889904,"[1, 0, 0, 0]",Flop,4,1,0,10,,,,,267,0.3620138518913159,-0.20599999999999996
7,5,4,1,0,7,0,4,1,6,0,60000.0,check,0.75,0,10,110,1,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,2950,10,0.17312884330749512,False,10,9,20180807184950537,Early,1,14,0,14,11,1,14,AH JC,michael6,,20,10,10195,4188.0,2085,any_called,limp,SB,B,0,0,0.2253240079365428,,0.4177955234130155,0.5010690533891331,0,none,,"[0, 0.5, 0.5, 80]",Deal,5,0,0,10,"('raise', 160)","('allin', 2950)","('fold', 0)","('fold', 0)",267,,-0.6600000000000001
7,0,0,0,0,5,0,0,0,5,0,71,check,0.75,0,0,0,1,9C QS 3C,0,0,0,1,1,12,12,3,2,9,1,5,0,0,1,0,14,11,25,0,2940,0,0.2653791904449463,True,0,9,20180807184950537,Early,1,12,0,14,12,3,11,AH JC,michael6,none,0,20,10195,4490.0,2085,none,limp,SB,B,20,120,0.2535211267605634,0.21231444551211034,0.43502662567550704,0.3422665583983668,0.028197118824020567,none,0.2253240079365428,"[0, 1, 0, 0]",Flop,5,0,0,10,,,,,267,0.0,-0.20399999999999996
7,2,2,1,1,5,0,3,1,4,1,400,check,0.75,0,0,40,1,9C QS 3C,0,0,0,1,1,12,12,3,2,9,1,5,0,0,1,0,14,11,25,0,2940,20,0.2735159397125244,False,0,9,20180807184950537,Early,1,12,0,14,12,3,11,AH JC,michael6,none,20,20,10175,5013.333333333333,2065,any_raised,limp,SB,B,20,120,0.16125,0.05153023610376551,0.36003255061174677,0.23627332287362376,-0.0640740079365428,check/call,0.2253240079365428,"[0, 1, 0, 0]",Flop,5,1,0,10,,,,,267,0.1111111111111111,-0.20399999999999996
7,0,0,0,0,5,0,0,0,3,0,89,check,0.75,0,0,0,1,9C QS 3C 4C,0,2,4,1,1,12,12,3,3,9,1,5,0,0,1,0,14,11,25,0,2920,0,0.2655649185180664,True,0,9,20180807184950537,Early,1,12,0,14,12,4,11,AH JC,michael6,none,0,20,10175,6120.0,2065,none,limp,SB,B,40,180,0.10112359550561797,0.08275569528510707,0.3014923115730054,0.18549994359307917,-0.06012640449438203,none,0.16125,"[0, 1, 0, 0]",Turn,5,0,0,10,,,,,267,0.0,-0.27986235419150896
7,1,0,1,1,5,0,1,1,2,1,430,fold,0.75,0,0,124,1,9C QS 3C 4C,0,2,4,1,1,12,12,3,3,9,1,5,0,0,1,0,14,11,25,0,2920,124,0.2715110778808594,False,0,9,20180807184950537,Early,1,12,0,14,12,4,11,AH JC,michael6,none,124,124,1941,1941.0,1941,any_raised,limp,SB,B,40,180,0.15,0.1311827192415427,0.34966761625930576,0.2499308486151085,-0.01125000000000001,check/call,0.16125,"[1, 0, 0, 0]",Turn,5,1,0,10,,,,,267,0.2897196261682243,-0.27986235419150896
