N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
9,2,4,2,2,9,0,4,2,7,2,60000.0,fold,0.75,0,20,1948,1,,,,,,,,,,,,1,7,0,0,0,0,14,9,23,0,2980,611,0.1774461269378662,False,20,9,20180807175938836,Early,1,14,0,14,9,1,14,9C AH,michael6,,631,611,2980,2678.6666666666665,2369,any_raised,limp,BB,B,0,0,0.1438314814815024,,0.3509187746706332,0.382456248257533,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",140,,-0.68
9,5,4,3,0,9,0,4,3,6,0,60000.0,fold,0.75,0,10,110,1,,,,,,,,,,,,0,9,0,0,0,0,10,2,12,1,2970,10,0.167039155960083,False,10,9,20180807175938836,Early,1,10,0,10,2,2,10,2H TH,michael6,,20,10,2980,1849.0,478,any_called,limp,SB,B,0,0,0.11710000000001113,,0.3215394066051757,0.33638987530474096,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",140,,-0.682
9,2,4,1,1,9,0,4,1,8,1,60000.0,fold,0.75,0,0,1352,1,,,,,,,,,,,,0,9,0,0,0,0,12,8,20,0,2970,631,0.17492103576660156,False,0,9,20180807175938836,Early,1,12,0,12,8,1,12,8H QC,michael6,,631,631,8064,2811.1428571428573,77,any_raised,limp,D,L,0,0,0.11994259259260916,,0.3248943937262884,0.34217035790139044,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",140,,-0.684
9,4,2,2,1,9,1,2,2,7,1,60000.0,fold,0.75,0,0,87,1,,,,,,,,,,,,0,9,1,0,0,0,5,4,9,0,2970,20,0.24847006797790527,False,0,9,20180807175938836,Early,2,5,0,5,4,1,5,5C 4D,michael6,,20,20,2950,1799.3333333333333,0,any_raised,limp,6,L,0,0,0.1030018518518604,,0.30396129748201134,0.31151930192452015,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",140,,-0.686
8,1,0,3,0,8,0,0,3,5,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,11,6,17,0,2970,20,0.16972112655639648,False,0,9,20180807175938836,Early,1,11,0,11,6,1,11,JH 6D,michael6,,20,20,2940,2166.0,535,all_folded,limp,4,M,0,0,0.10854074074073997,,0.3110621293892772,0.2883346515277422,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",140,,-0.5780000000000001
8,1,0,2,0,8,0,0,2,6,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,0,5,0,0,1,0,13,11,24,1,2970,20,0.17269492149353027,False,0,9,20180807175938836,Early,1,13,0,13,11,2,13,KS JS,michael6,,20,20,2940,2170.6,525,all_folded,stt_middle,3,M,0,0,0.2266222222222285,,0.41864614009600926,0.4694369834779139,0,none,,"[0, 0, 1, 80]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('raise', 80)","('fold', 0)",140,,-0.5800000000000001
8,0,0,0,0,2,0,0,0,2,0,105,check,0.75,0,0,0,1,9D 3S 7C,0,0,0,0,1,9,9,3,1,7,0,5,0,0,1,0,13,11,24,1,2890,0,0.2565760612487793,True,0,9,20180807175938836,Early,0,0,0,13,11,3,13,KS JS,michael6,none,0,20,2860,2860.0,2860,none,call,3,M,80,190,0.5571428571428572,0.4923910646401056,0.48948119140033747,0.6753631599677103,0.33052063492062866,none,0.2266222222222285,"[0, 1, 0, 0]",Flop,6,0,0,10,,,,,140,0.0,-0.238
8,0,0,0,0,2,0,0,0,2,0,113,check,0.75,0,0,0,1,9D 3S 7C 8H,0,3,9,0,1,9,9,3,1,7,0,5,0,0,1,0,13,11,24,1,2890,0,0.287869930267334,True,0,9,20180807175938836,Early,2,9,0,13,11,3,13,KS JS,michael6,none,0,20,2860,2860.0,2860,none,call,3,M,80,190,0.4823008849557522,0.5811097791097791,0.49300058132324515,0.6146176373188796,-0.07484197218710498,none,0.5571428571428572,"[0, 0.8, 0.2, 40]",Turn,6,0,0,10,,,,,140,0.0,-0.26479945818285794
8,0,0,0,0,2,0,0,0,2,0,138,check,0.75,0,0,0,1,9D 3S 7C 8H 5S,0,3,9,0,1,9,9,3,2,5,0,5,0,0,1,0,13,11,24,1,2890,0,0.26979994773864746,True,0,9,20180807175938836,Early,2,9,0,13,11,4,13,KS JS,michael6,none,0,20,2860,2860.0,2860,none,call,3,M,80,190,0.2826086956521739,0.5952553410641644,0.4502677212436517,0.4227473765954407,-0.1996921893035783,none,0.4823008849557522,"[0, 0.8, 0.2, 40]",River,6,0,0,10,,,,,140,0.0,-0.31123412656852223
8,1,0,1,0,8,0,0,1,7,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,11,4,15,0,2890,20,0.17126989364624023,False,0,9,20180807175938836,Early,1,11,0,11,4,1,11,JH 4D,michael6,,20,20,3050,2322.1666666666665,525,all_folded,limp,2,E,0,0,0.10325601851851787,,0.3042929725744934,0.28035452855687304,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",140,,-0.5820000000000001
