tableNumber,game_id,round_id,smallBlind,playerName,isHuman,isOnline,isSurvive,chips,reloadCount,folded,allIn,position,cards,board,rank,message,winMoney
9,20180807120031176,1,10,b56f50d3b7a29479e3723d993af341de,False,True,True,2980,0,True,False,1,5H AS,3D 7D 2H 2C 7C,32.2048,Two Pair,0.0
9,20180807120031176,1,10,0b23a8ef0c1b78f8efc671cd02d5666e,False,True,True,2980,0,True,False,2,2S QD,3D 7D 2H 2C 7C,128.0,Full House,0.0
9,20180807120031176,1,10,03089363c1cb06041647ea1f21a31424,False,True,True,4330,0,False,False,3,TH 9H,3D 7D 2H 2C 7C,32.0128,Two Pair,2010.0
9,20180807120031176,1,10,a79c235facd11c8556cc97605a817aed,False,True,True,2360,0,True,False,4,9C QC,3D 7D 2H 2C 7C,32.0512,Two Pair,0.0
9,20180807120031176,1,10,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,True,3000,0,True,False,5,3S 6S,3D 7D 2H 2C 7C,33.0008,Two Pair,0.0
9,20180807120031176,1,10,77ad1f7a77bfec4ced26e5794db31607,False,True,True,3000,0,True,False,D,3C JD,3D 7D 2H 2C 7C,33.0256,Two Pair,0.0
9,20180807120031176,1,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2990,0,True,False,SB,5S 3H,3D 7D 2H 2C 7C,33.0004,Two Pair,0.0
9,20180807120031176,1,10,eff588f1663e4255cc0b7b7adc69067b,False,True,True,2360,0,True,False,BB,JH 4D,3D 7D 2H 2C 7C,32.0256,Two Pair,0.0
9,20180807120031176,2,10,b56f50d3b7a29479e3723d993af341de,False,True,True,2960,0,True,False,BB,AC 5S,QS 4C 3D TH 8C,8.0676,High Card,0.0
9,20180807120031176,2,10,0b23a8ef0c1b78f8efc671cd02d5666e,False,True,True,2960,0,True,False,1,6C TD,QS 4C 3D TH 8C,17.0552,Pair,0.0
9,20180807120031176,2,10,03089363c1cb06041647ea1f21a31424,False,True,True,5660,0,False,False,2,JS 2C,QS 4C 3D TH 8C,6.0418,High Card,2010.0
9,20180807120031176,2,10,a79c235facd11c8556cc97605a817aed,False,True,True,1720,0,True,False,3,TC KC,QS 4C 3D TH 8C,17.1568,Pair,0.0
9,20180807120031176,2,10,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,True,3000,0,True,False,4,9D QD,QS 4C 3D TH 8C,19.0224,Pair,0.0
9,20180807120031176,2,10,77ad1f7a77bfec4ced26e5794db31607,False,True,True,2360,0,True,False,5,AS 6S,QS 4C 3D TH 8C,8.068,High Card,0.0
9,20180807120031176,2,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2990,0,True,False,D,AD JH,QS 4C 3D TH 8C,8.0928,High Card,0.0
9,20180807120031176,2,10,eff588f1663e4255cc0b7b7adc69067b,False,True,True,2350,0,True,False,SB,7H 9S,QS 4C 3D TH 8C,6.024,High Card,0.0
9,20180807120031176,3,10,b56f50d3b7a29479e3723d993af341de,False,True,True,2920,0,True,False,SB,6D 2D,AC 4D 3D 9C QC,8.0586,High Card,0.0
9,20180807120031176,3,10,0b23a8ef0c1b78f8efc671cd02d5666e,False,True,True,2880,0,True,False,BB,JS 8S,AC 4D 3D 9C QC,8.0864,High Card,0.0
9,20180807120031176,3,10,03089363c1cb06041647ea1f21a31424,False,True,True,6140,0,False,False,1,JH QH,AC 4D 3D 9C QC,19.2368,Pair,640.0
9,20180807120031176,3,10,a79c235facd11c8556cc97605a817aed,False,True,True,1600,0,True,False,2,KC 2H,AC 4D 3D 9C QC,8.1602,High Card,0.0
9,20180807120031176,3,10,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,True,2960,0,True,False,3,TC 9H,AC 4D 3D 9C QC,16.2688,Pair,0.0
9,20180807120031176,3,10,77ad1f7a77bfec4ced26e5794db31607,False,True,True,2280,0,True,False,4,6S 5D,AC 4D 3D 9C QC,8.0588,High Card,0.0
9,20180807120031176,3,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2990,0,True,False,5,9S QS,AC 4D 3D 9C QC,74.2048,Two Pair,0.0
9,20180807120031176,3,10,eff588f1663e4255cc0b7b7adc69067b,False,True,True,2230,0,True,False,D,5H 5C,AC 4D 3D 9C QC,12.2624,Pair,0.0
9,20180807120031176,4,10,b56f50d3b7a29479e3723d993af341de,False,True,True,2860,0,True,False,D,3H TC,4H 6C JH 3C 9S,10.0448,Pair,0.0
9,20180807120031176,4,10,0b23a8ef0c1b78f8efc671cd02d5666e,False,True,True,2820,0,True,False,SB,8C 6S,4H 6C JH 3C 9S,13.0352,Pair,0.0
9,20180807120031176,4,10,03089363c1cb06041647ea1f21a31424,False,True,True,6460,0,False,False,BB,7H KH,4H 6C JH 3C 9S,7.0344,High Card,420.0
9,20180807120031176,4,10,a79c235facd11c8556cc97605a817aed,False,True,True,1540,0,True,False,1,5D KC,4H 6C JH 3C 9S,7.0332,High Card,0.0
9,20180807120031176,4,10,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,True,2900,0,True,False,2,KS 9C,4H 6C JH 3C 9S,16.1288,Pair,0.0
9,20180807120031176,4,10,77ad1f7a77bfec4ced26e5794db31607,False,True,True,2280,0,True,False,3,5H 2D,4H 6C JH 3C 9S,114.0,Straight,0.0
