tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
94,20180807173823545,1,10,Deal,2ff3b70e257cd8eac155b846f9cab799,True,True,2980,0,1,,,0,20,call,20
94,20180807173823545,1,10,Deal,12960d717b4d0096eea6db552ef5a513,False,True,2980,0,2,,,0,20,call,20
94,20180807173823545,1,10,Deal,f87bb2963685462d6a1607470239dcdd,False,True,2980,0,3,,,0,20,call,20
94,20180807173823545,1,10,Deal,859d40ce2261786ae7a017ed603d47b0,False,True,2980,0,4,,,0,20,call,20
94,20180807173823545,1,10,Deal,77ad1f7a77bfec4ced26e5794db31607,False,True,3000,0,D,,,0,0,fold,0
94,20180807173823545,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,SB,KC JH,,0,20,call,10
94,20180807173823545,1,10,Deal,e9934a83f62596b1518719930c42a344,False,True,2980,0,BB,,,0,20,call,0
94,20180807173823545,1,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,SB,KC JH,6C 4S 6S,20,0,check,0
94,20180807173823545,1,10,Flop,e9934a83f62596b1518719930c42a344,False,True,2980,0,BB,,6C 4S 6S,20,0,check,0
94,20180807173823545,1,10,Flop,2ff3b70e257cd8eac155b846f9cab799,False,False,2980,0,1,,6C 4S 6S,20,0,fold,0
94,20180807173823545,1,10,Flop,12960d717b4d0096eea6db552ef5a513,False,True,2960,0,2,,6C 4S 6S,20,20,bet,20
94,20180807173823545,1,10,Flop,f87bb2963685462d6a1607470239dcdd,False,True,2980,0,3,,6C 4S 6S,20,0,fold,0
94,20180807173823545,1,10,Flop,859d40ce2261786ae7a017ed603d47b0,False,True,2960,0,4,,6C 4S 6S,20,20,call,20
94,20180807173823545,1,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2960,0,SB,KC JH,6C 4S 6S,20,20,call,20
94,20180807173823545,1,10,Flop,e9934a83f62596b1518719930c42a344,False,True,2960,0,BB,,6C 4S 6S,20,20,call,20
94,20180807173823545,1,10,Turn,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2960,0,SB,KC JH,6C 4S 6S 6D,40,0,check,0
94,20180807173823545,1,10,Turn,e9934a83f62596b1518719930c42a344,False,True,2960,0,BB,,6C 4S 6S 6D,40,0,check,0
