N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
7,2,1,2,0,7,0,1,2,5,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,3000,20,0.16277790069580078,False,0,7,20180807191443057,Early,1,11,0,11,9,1,11,JH 9D,michael6,,20,20,3000,2987.5,2980,any_called,limp,4,L,0,0,0.17524166666666266,,0.3801736773246577,0.4672150508519999,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.7680000000000002
7,2,1,1,0,7,0,1,1,6,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,1,3000,20,0.16130518913269043,False,0,7,20180807191443057,Early,1,13,0,13,5,2,13,KH 5H,michael6,,20,20,3140,2990.0,2920,any_called,limp,3,M,0,0,0.18958472222222492,,0.3919723910202691,0.49140346330783224,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.7700000000000002
7,2,1,0,0,7,0,1,0,7,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,0,3000,20,0.16017484664916992,False,0,7,20180807191443057,Early,1,13,0,13,5,1,13,5S KC,michael6,,20,20,3100,2991.6666666666665,2920,any_called,limp,2,E,0,0,0.14524801587298633,,0.3523507198203901,0.41726277157432756,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.7720000000000002
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,8,0,0,0,0,13,9,22,1,3000,20,0.1652982234954834,False,0,7,20180807191443057,Early,1,13,0,13,9,2,13,9D KD,michael6,,20,20,5980,3594.0,2920,none,limp,1,E,0,0,0.2478399470899305,,0.43175839044121767,0.5345275183428992,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.6640000000000004
6,5,4,1,0,6,0,4,1,5,0,60000.0,check,0.75,0,20,100,1,,,,,,,,,,,,1,7,0,0,0,0,14,6,20,0,2980,0,0.16100478172302246,False,20,7,20180807191443057,Early,1,14,0,14,6,1,14,AD 6H,michael6,,20,0,3050,2985.0,2900,any_called,limp,BB,B,0,0,0.19578108465607355,,0.3968007705977458,0.46005039787417246,0,none,,"[0, 1, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.6660000000000004
6,0,1,0,0,5,0,1,0,5,0,337,check,0.75,0,0,0,1,JC 6S 4S,0,0,0,1,1,11,11,4,2,6,1,7,0,0,0,0,14,6,20,0,2980,0,0.2658371925354004,True,0,7,20180807191443057,Early,0,0,1,6,14,2,6,AD 6H,michael6,marginal,0,20,3050,2985.0,2900,any_called,limp,BB,B,20,100,0.2403560830860534,0.42725681156723355,0.42729970326409494,0.3326528189910979,0.04457499842997986,none,0.19578108465607355,"[0, 1, 0, 0]",Flop,5,0,0,10,,,,,317,0.0,-0.21599999999999997
6,1,0,0,1,5,0,0,0,4,1,333,fold,0.75,0,0,200,1,JC 6S 4S 9H,0,0,0,1,1,11,11,4,2,6,1,7,0,0,0,0,14,6,20,0,2980,200,0.26683807373046875,False,0,7,20180807191443057,Early,0,0,1,6,14,2,9,AD 6H,michael6,marginal,200,200,3040,2946.6666666666665,2850,any_raised,limp,BB,B,20,100,0.23723723723723725,0.14525258075258074,0.42538891676356594,0.35271281188788095,-0.0031188458488161652,none,0.2403560830860534,"[1, 0, 0, 0]",Turn,5,0,0,10,,,,,317,0.4,-0.2714588229735797
6,3,2,2,0,6,0,2,2,4,0,60000.0,fold,0.75,0,10,70,1,,,,,,,,,,,,0,9,0,0,0,0,13,7,20,1,2970,10,0.16022515296936035,False,10,7,20180807191443057,Early,1,13,0,13,7,2,13,KS 7S,michael6,,20,10,3130,3026.6666666666665,2930,any_called,limp,SB,B,0,0,0.22291362433860756,,0.4162008414489737,0.5009357864265221,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.6680000000000004
6,2,1,2,0,6,0,1,2,4,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,1,2970,20,0.16118407249450684,False,0,7,20180807191443057,Early,1,9,0,9,3,2,9,3D 9D,michael6,,20,20,3180,3023.3333333333335,2880,any_called,limp,D,L,0,0,0.15674523809523944,,0.3635604054757698,0.4003307097640053,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.6700000000000004
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,140,2,,,,,,,,,,,,0,9,0,0,0,0,12,3,15,0,2970,40,0.16182994842529297,False,0,7,20180807191443057,Early,1,12,0,12,3,1,12,3C QS,michael6,,40,40,5940,3578.0,2860,any_called,limp,3,L,0,0,0.14486534391535055,,0.3519650210569763,0.38138583806563875,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.6720000000000004
5,1,0,0,0,5,0,0,0,5,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,6,1,0,1,0,12,11,23,1,2970,40,0.17151784896850586,False,0,7,20180807191443057,Early,2,12,0,12,11,2,12,JD QD,michael6,,40,40,6150,4492.5,2800,none,limp,1,E,0,0,0.3141607142855751,,0.46418074053664954,0.5759586519482456,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.5640000000000003
5,4,3,1,0,5,0,3,1,4,0,60000.0,check,0.75,0,40,160,2,,,,,,,,,,,,0,9,0,0,0,0,12,6,18,0,2930,0,0.1647040843963623,False,40,7,20180807191443057,Early,1,12,0,12,6,1,12,6H QC,michael6,,40,0,6070,3996.6666666666665,2720,any_called,limp,BB,B,0,0,0.197485582010527,,0.39810177958468157,0.4228111892554569,0,none,,"[0, 1, 0, 0]",Deal,10,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.5660000000000003
5,0,1,0,0,4,0,1,0,4,0,353,check,0.75,0,0,0,2,2D 9S 6S,0,0,0,0,1,9,9,2,2,9,0,9,0,0,0,0,12,6,18,0,2930,0,0.2609081268310547,True,0,7,20180807191443057,Early,0,0,1,6,12,2,9,6H QC,michael6,marginal,0,40,6070,3996.6666666666665,2720,any_called,limp,BB,B,40,160,0.3073654390934844,0.6943582445332441,0.46063403114284074,0.41164232056552413,0.10987985708295742,none,0.197485582010527,"[0, 1, 0, 0]",Flop,10,0,0,20,,,,,317,0.0,-0.22599999999999998
5,1,2,1,1,4,0,3,1,3,1,686,check,0.75,0,0,40,2,2D 9S 6S,0,0,0,0,1,9,9,2,2,9,0,9,0,0,0,0,12,6,18,0,2930,40,0.26039576530456543,False,0,7,20180807191443057,Early,0,0,1,6,12,2,9,6H QC,michael6,marginal,40,40,6070,4375.0,2680,any_raised,limp,BB,B,40,160,0.2755102040816326,0.6122438135400011,0.44431716443014774,0.37648045136840114,0.07802462207110564,check/call,0.197485582010527,"[0, 1, 0, 0]",Flop,10,1,0,20,,,,,317,0.16666666666666666,-0.22599999999999998
5,0,0,0,0,4,0,0,0,3,0,68,allin,0.75,0,0,0,2,2D 9S 6S QD,0,0,0,1,1,12,12,2,2,12,0,9,0,0,0,0,12,6,18,0,2890,0,0.24904775619506836,True,0,7,20180807191443057,Early,0,0,2,12,6,2,12,6H QC,michael6,strong,0,40,6030,4355.0,2680,none,allin,BB,B,80,280,0.7794117647058824,0.9487444763269065,0.4146432994079908,0.8939073779671587,0.5039015606242497,none,0.2755102040816326,"[0, 0, 0.5, 640]",Turn,10,0,0,20,,,,,317,0.0,-0.2761303834518683
5,3,2,1,0,5,0,2,1,4,0,60000.0,check,0.75,0,20,140,2,,,,,,,,,,,,1,7,0,0,0,0,14,4,18,0,3150,20,0.16031599044799805,False,20,7,20180807191443057,Early,1,14,0,14,4,1,14,AS 4D,michael6,,40,20,5990,3930.0,2640,any_called,limp,SB,B,0,0,0.2351748677247775,,0.42410806325205713,0.4760682476519461,0,none,,"[0, 1, 0, 0]",Deal,11,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.5680000000000003
5,0,0,0,0,4,0,0,0,4,0,68,check,0.75,0,0,0,2,3S 9H AH,1,0,0,1,1,14,14,3,2,14,1,7,0,0,0,0,14,4,18,0,3130,0,0.2542381286621094,True,0,7,20180807191443057,Early,1,4,1,14,9,2,14,AS 4D,michael6,marginal,0,40,5990,3930.0,2640,none,limp,SB,B,40,160,0.49264705882352944,0.8046808457796072,0.4887908780770663,0.6066347311673701,0.25747219109875197,none,0.2351748677247775,"[0, 1, 0, 0]",Flop,11,0,0,20,,,,,317,0.0,-0.22799999999999998
5,0,0,0,0,4,0,0,0,3,0,64,check,0.75,0,0,0,2,3S 9H AH 6S,1,0,0,1,1,14,14,3,2,14,1,7,0,0,0,0,14,4,18,0,3130,0,0.24310016632080078,True,0,7,20180807191443057,Early,1,4,1,14,9,3,14,AS 4D,michael6,marginal,0,40,5990,4575.0,3160,none,limp,SB,B,40,160,0.515625,0.7274584021569046,0.49975579974123363,0.6541212132168579,0.022977941176470562,none,0.49264705882352944,"[0, 1, 0, 0]",Turn,11,0,0,20,,,,,317,0.0,-0.27712777578283093
5,0,0,0,0,4,0,0,0,3,0,85,allin,0.75,0,0,0,2,3S 9H AH 6S AC,2,0,0,2,2,14,14,3,2,14,1,7,0,0,0,0,14,4,18,0,3130,0,0.27388906478881836,True,0,7,20180807191443057,Early,1,4,3,14,9,3,14,AS 4D,michael6,strong,0,40,5990,4575.0,3160,none,allin,SB,B,40,160,0.8823529411764706,0.8937624928839422,0.3221897397089212,1.0008900046670308,0.36672794117647056,none,0.515625,"[0, 0, 0.5, 640]",River,11,0,0,20,,,,,317,0.0,-0.367910733587144
5,1,0,2,0,5,0,0,2,3,0,60000.0,bet,0.75,160,0,60,2,,,,,,,,,,,,1,7,0,0,0,0,14,2,16,0,6420,40,0.16340398788452148,False,0,7,20180807191443057,Early,1,14,0,14,2,1,14,AC 2H,michael6,,40,40,5970,4285.0,2600,all_folded,stt_middle,D,L,0,0,0.2198066137565346,,0.414115522898406,0.45585246180862615,0,none,,"[0, 0, 1, 160]",Deal,12,0,0,20,"('fold', 0)","('fold', 0)","('raise', 160)","('fold', 0)",317,,-0.5700000000000003
5,0,1,1,0,3,0,1,1,2,0,351,bet,0.75,1280,0,0,2,2C AD 6D,1,2,2,1,1,14,14,2,2,14,1,7,0,0,0,0,14,2,16,0,6260,0,0.2625253200531006,True,0,7,20180807191443057,Early,0,0,2,14,2,2,14,AC 2H,michael6,strong,0,40,5830,5830.0,5830,any_called,allin,D,L,160,480,0.8618233618233618,0.99168954248366,0.3335402479523015,0.9411929776783895,0.6420167480668273,none,0.2198066137565346,"[0, 0, 0.2, 1280]",Flop,12,0,0,20,,,,,317,0.0,-0.22999999999999998
5,1,0,1,0,5,0,0,1,4,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,8,1,0,0,0,9,8,17,0,6740,80,0.159682035446167,False,0,7,20180807191443057,Early,2,9,0,9,8,1,9,9S 8D,michael6,,80,80,5840,4703.333333333333,2440,all_folded,limp,2,E,0,0,0.2159392857142231,,0.4114723691810353,0.45130148088577543,0,none,,"[1, 0, 0, 0]",Deal,13,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.5720000000000003
5,2,0,0,0,5,1,0,0,5,0,60000.0,fold,0.75,0,0,70,3,,,,,,,,,,,,0,9,0,0,0,0,13,2,15,1,6740,40,0.1728687286376953,False,0,7,20180807191443057,Early,1,13,0,13,2,2,13,KC 2C,michael6,,40,40,5800,3547.5,0,none,limp,1,E,0,0,0.2298572751322007,,0.42074090388385166,0.4713625539615317,0,none,,"[1, 0, 0, 0]",Deal,14,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.5740000000000003
4,1,0,2,0,4,0,0,2,2,0,60000.0,bet,0.75,320,40,120,3,,,,,,,,,,,,1,7,0,0,0,0,14,8,22,0,6700,40,0.15812993049621582,False,40,7,20180807191443057,Late,1,14,0,14,8,1,14,8H AD,michael6,,80,40,3340,3340.0,3340,all_folded,stt_middle,SB,B,0,0,0.3168011904761152,,0.4652291867338413,0.5335979914940854,0,none,,"[0, 0, 1, 320]",Deal,15,0,0,40,"('fold', 0)","('fold', 0)","('raise', 320)","('fold', 0)",317,,-0.4660000000000003
4,1,0,1,0,4,0,0,1,3,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,9,0,0,0,0,6,3,9,0,6820,80,0.16123700141906738,False,0,7,20180807191443057,Late,1,6,0,6,3,1,6,6S 3C,michael6,,80,80,4960,4130.0,3300,all_folded,limp,D,L,0,0,0.18212242063491876,,0.38594539061504085,0.362744863442758,0,none,,"[1, 0, 0, 0]",Deal,16,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.4680000000000003
4,1,0,0,0,4,0,0,0,4,0,60000.0,fold,0.75,0,0,240,4,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,1,6820,160,0.16670012474060059,False,0,7,20180807191443057,Late,1,11,0,11,8,2,11,8S JS,michael6,,160,160,5640,4646.666666666667,3420,none,limp,1,E,0,0,0.3044446428570863,,0.460171818229569,0.5207253974249838,0,none,,"[1, 0, 0, 0]",Deal,17,0,0,80,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",317,,-0.4700000000000003
