N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
5,2,1,0,2,5,0,1,0,5,2,60000.0,fold,0.75,0,10,230,1,,,,,,,,,,,,0,9,0,0,0,0,3,2,5,1,2990,70,0.14542388916015625,False,10,5,20180807135321356,Early,1,3,0,3,2,2,3,2C 3C,michael6,,80,70,2980,2945.0,2920,any_raised,limp,SB,B,0,0,0.15953439153437912,,0.36617368754750057,0.28842752955109935,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3520000000000001
5,2,1,1,0,5,0,1,1,4,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,8,0,0,0,0,13,9,22,0,2990,20,0.17762994766235352,False,0,5,20180807135321356,Early,1,13,0,13,9,1,13,9S KD,michael6,,20,20,2970,2797.6666666666665,2483,any_called,limp,D,L,0,0,0.2510359788358793,,0.4336091744483634,0.4045336265906,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3540000000000001
5,2,1,0,0,5,0,1,0,5,0,60000.0,check,0.75,0,0,50,1,,,,,,,,,,,,1,6,0,0,0,0,14,7,21,1,2990,20,0.14934611320495605,False,0,5,20180807135321356,Early,1,14,0,14,7,2,14,7C AC,michael6,,20,20,3547,2990.0,2403,any_called,limp,2,E,0,0,0.2837423280422053,,0.45081328653822395,0.444231858049813,0,none,,"[0, 0.8, 0.2, 80]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3560000000000001
5,1,1,3,1,5,0,2,3,2,1,60000.0,fold,0.75,0,20,576,1,,,,,,,,,,,,1,6,0,0,0,0,14,7,21,1,2970,506,0.14084982872009277,False,0,5,20180807135321356,Early,1,14,0,14,7,2,14,7C AC,michael6,,526,506,3041,3041.0,3041,any_raised,limp,2,E,0,0,0.2837423280422053,,0.45081328653822395,0.444231858049813,0,check/call,,"[1, 0, 0, 0]",Deal,3,1,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3560000000000001
5,1,0,0,0,5,0,0,0,5,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,0,4,0,0,0,1,8,8,16,0,2970,20,0.16609978675842285,False,0,5,20180807135321356,Early,1,8,1,8,0,1,8,8S 8D,michael6,,20,20,3607,3000.0,2383,none,stt_middle,1,E,0,0,0.2980276455024742,,0.45739170086341285,0.461773874411576,0,none,,"[0, 0, 1, 80]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('raise', 80)","('raise', 80)",285,,-0.3580000000000001
5,1,0,3,1,5,0,0,3,2,2,60000.0,fold,0.75,0,80,625,1,,,,,,,,,,,,0,4,0,0,0,1,8,8,16,0,2890,445,0.13213491439819336,False,0,5,20180807135321356,Early,1,8,1,8,0,1,8,8S 8D,michael6,,525,445,3092,3092.0,3092,any_reraised,limp,1,E,0,0,0.2980276455024742,,0.45739170086341285,0.461773874411576,0,bet/raise/allin,,"[1, 0, 0, 0]",Deal,4,0,1,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3580000000000001
5,3,2,2,0,5,0,2,2,3,0,60000.0,check,0.75,0,20,60,1,,,,,,,,,,,,0,8,1,0,0,0,9,8,17,0,2870,0,0.14516568183898926,False,20,5,20180807135321356,Early,2,9,0,9,8,1,9,8D 9C,michael6,,20,0,3697,3030.0,2363,any_called,limp,BB,B,0,0,0.2159392857142231,,0.4114723691810353,0.36406933861939583,0,none,,"[0, 1, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3600000000000001
5,0,1,0,0,3,0,1,0,3,0,350,check,0.75,0,0,0,1,5C 7H 4D,0,2,5,0,1,7,7,4,1,5,0,8,1,0,0,0,9,8,17,0,2870,0,0.3079371452331543,True,0,5,20180807135321356,Early,2,9,0,9,8,2,9,8D 9C,michael6,none,0,20,3697,3030.0,2363,any_called,limp,BB,B,20,60,0.24,0.008127132040935186,0.42203588202223485,0.3160207971544629,0.024060714285776885,none,0.2159392857142231,"[0, 1, 0, 0]",Flop,5,0,0,10,,,,,285,0.0,-0.17799999999999994
5,0,1,0,0,3,0,1,0,3,0,330,check,0.75,0,0,0,1,5C 7H 4D 2D,0,2,5,0,1,7,7,2,2,4,0,8,1,0,0,0,9,8,17,0,2870,0,0.24094176292419434,True,0,5,20180807135321356,Early,2,9,0,9,8,3,8,8D 9C,michael6,none,0,20,3697,3030.0,2363,any_called,limp,BB,B,20,60,0.11212121212121212,0.09532824047297728,0.3155155240454617,0.17548511403697808,-0.12787878787878787,none,0.24,"[0, 1, 0, 0]",Turn,5,0,0,10,,,,,285,0.0,-0.20082657456384315
5,2,2,0,1,3,0,3,0,3,1,648,check,0.75,0,0,40,1,5C 7H 4D 2D,0,2,5,0,1,7,7,2,2,4,0,8,1,0,0,0,9,8,17,0,2870,20,0.2429811954498291,False,0,5,20180807135321356,Early,2,9,0,9,8,3,8,8D 9C,michael6,none,20,20,3677,3010.0,2343,any_raised,limp,BB,B,20,60,0.14351851851851852,0.07028113553113553,0.3506008462065775,0.21392848550137025,-0.09648148148148147,check/call,0.24,"[0, 1, 0, 0]",Turn,5,1,0,10,,,,,285,0.16666666666666666,-0.20082657456384315
5,0,1,0,0,3,0,1,0,3,0,272,check,0.75,0,0,0,1,5C 7H 4D 2D 2H,0,2,5,0,2,2,7,2,2,4,0,8,1,0,0,0,9,8,17,0,2850,0,0.26305294036865234,True,0,5,20180807135321356,Early,2,9,1,2,9,3,8,8D 9C,michael6,none,0,20,3677,3010.0,2343,any_called,limp,BB,B,40,120,0.022058823529411766,0.1831014674609876,0.126718293673633,0.05755250562864389,-0.12145969498910675,none,0.14351851851851852,"[0, 1, 0, 0]",River,5,0,0,10,,,,,285,0.0,-0.2416593014342653
5,3,2,0,1,5,0,2,0,5,1,60000.0,fold,0.75,0,20,300,2,,,,,,,,,,,,0,8,1,0,0,0,7,6,13,0,2830,60,0.13568687438964844,False,20,5,20180807135321356,Early,2,7,0,7,6,1,7,6S 7H,michael6,,80,60,3717,2967.5,2263,any_raised,limp,SB,B,0,0,0.18579193121689602,,0.38893867063020643,0.32658772998503083,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3620000000000001
5,2,1,1,0,5,0,1,1,4,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,0,0,0,11,2,13,0,2830,40,0.14611101150512695,False,0,5,20180807135321356,Early,1,11,0,11,2,1,11,2D JS,michael6,,40,40,6607,3609.0,1310,any_called,limp,D,L,0,0,0.15769457671955955,,0.36445438286951426,0.2903559720840628,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3640000000000001
5,1,0,1,0,5,0,0,1,4,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,7,1,0,1,0,12,11,23,0,2830,40,0.1522061824798584,False,0,5,20180807135321356,Early,2,12,0,12,11,1,12,JS QD,michael6,,40,40,6587,3622.3333333333335,1370,all_folded,limp,2,E,0,0,0.28046507936496473,,0.44922646696490265,0.44488196627411913,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.3660000000000001
4,1,0,2,0,4,0,0,2,2,0,60000.0,fold,0.75,0,40,120,3,,,,,,,,,,,,0,9,0,0,0,0,9,5,14,0,2810,40,0.15165376663208008,False,40,5,20180807135321356,Early,1,9,0,9,5,1,9,5D 9H,michael6,,80,40,4260,4260.0,4260,all_folded,limp,SB,B,0,0,0.20751507936505525,,0.40552752212540405,0.31295223511766035,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.2600000000000001
4,2,1,0,0,4,0,1,0,4,0,60000.0,bet,0.75,320,0,200,3,,,,,,,,,,,,0,5,0,0,0,1,6,6,12,0,2810,80,0.14020514488220215,False,0,5,20180807135321356,Early,1,6,1,6,0,1,6,6C 6H,michael6,,80,80,6507,3996.6666666666665,1143,any_called,pairs,D,L,0,0,0.3219932539681785,,0.46724040746404055,0.44441024072375723,0,none,,"[0, 0, 1, 320]",Deal,11,0,0,40,"('raise', 400)","('allin', 2810)","('fold', 0)","('raise', 320)",285,,-0.2620000000000001
4,1,0,0,0,4,0,0,0,4,0,60000.0,fold,0.75,0,0,120,3,,,,,,,,,,,,0,6,1,0,1,0,11,10,21,1,3010,80,0.16732215881347656,False,0,5,20180807135321356,Early,2,11,0,11,10,2,11,TC JC,michael6,,80,80,6467,3956.6666666666665,1063,none,limp,1,E,0,0,0.3554795634920377,,0.47865837862879623,0.4818453754500399,0,none,,"[1, 0, 0, 0]",Deal,12,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.2640000000000001
4,2,1,2,0,4,0,1,2,2,0,60000.0,check,0.75,0,80,200,3,,,,,,,,,,,,0,9,0,0,0,0,12,8,20,0,2930,0,0.14016485214233398,False,80,5,20180807135321356,Early,1,12,0,12,8,1,12,8D QH,michael6,,80,0,4260,4260.0,4260,any_called,limp,BB,B,0,0,0.27888253968246185,,0.4484496278766679,0.39817014069765555,0,none,,"[0, 1, 0, 0]",Deal,13,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",285,,-0.2660000000000001
