N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
8,4,3,1,0,8,0,3,1,7,0,60000.0,check,0.75,0,0,90,1,,,,,,,,,,,,0,9,0,0,0,0,8,5,13,0,3000,20,0.15750908851623535,False,0,8,20180807125825128,Early,1,8,0,8,5,1,8,8H 5C,michael6,,20,20,3000,2985.0,2980,any_called,limp,5,L,0,0,0.10384907407407294,,0.3050646552585708,0.2643130827400812,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",152,,-0.526
8,2,6,2,2,8,0,7,2,6,2,60000.0,fold,0.75,0,20,5512,1,,,,,,,,,,,,0,9,0,0,0,0,8,5,13,0,2980,2086,0.16455292701721191,False,0,8,20180807125825128,Early,1,8,0,8,5,1,8,8H 5C,michael6,,2106,2086,2980,1905.6,894,any_raised,limp,5,L,0,0,0.10384907407407294,,0.3050646552585708,0.2643130827400812,0,check/call,,"[1, 0, 0, 0]",Deal,1,1,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",152,,-0.526
8,2,1,2,0,8,0,1,2,6,0,60000.0,check,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,8,5,13,0,2980,20,0.1594371795654297,False,0,8,20180807125825128,Early,1,8,0,8,5,1,8,8H 5C,michael6,,20,20,6386,2998.0,874,any_called,limp,4,M,0,0,0.10384907407407294,,0.3050646552585708,0.26370295342956407,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",152,,-0.524
8,5,5,2,1,8,0,6,2,6,1,60000.0,check,0.75,0,20,195,1,,,,,,,,,,,,0,9,0,0,0,0,8,5,13,0,2960,15,0.16037702560424805,False,0,8,20180807125825128,Early,1,8,0,8,5,1,8,8H 5C,michael6,,35,15,6371,2973.0,859,any_raised,limp,4,M,0,0,0.10384907407407294,,0.3050646552585708,0.26370295342956407,0,check/call,,"[0, 1, 0, 0]",Deal,2,1,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",152,,-0.524
8,0,1,2,0,6,0,1,2,4,0,361,check,0.75,0,0,0,1,3D 2H 6D,0,2,3,0,1,6,6,2,2,6,0,9,0,0,0,0,8,5,13,0,2945,0,0.3146021366119385,True,0,8,20180807125825128,Early,1,6,0,8,6,2,6,8H 5C,michael6,none,0,20,2945,2249.6666666666665,859,any_called,limp,4,M,35,210,0.10318559556786704,0.017783993783993784,0.29348340883371304,0.17923587845490319,-0.0006634785062059056,none,0.10384907407407294,"[0, 1, 0, 0]",Flop,2,0,0,10,,,,,152,0.0,-0.25
8,1,1,4,1,6,1,2,4,2,1,714,fold,0.75,0,0,2945,1,3D 2H 6D,0,2,3,0,1,6,6,2,2,6,0,9,0,0,0,0,8,5,13,0,2945,2945,0.2716481685638428,False,0,8,20180807125825128,Early,1,6,0,8,6,2,6,8H 5C,michael6,none,2945,2945,0,0.0,0,any_raised,limp,4,M,35,210,0.09978991596638656,0.03349242424242424,0.2858166061223299,0.17471983682489944,-0.004059158107686381,check/call,0.10384907407407294,"[1, 0, 0, 0]",Flop,2,1,0,10,,,,,152,0.48278688524590163,-0.25
8,3,2,0,0,8,0,2,0,8,0,60000.0,check,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,1,2945,20,0.16576123237609863,False,0,8,20180807125825128,Early,1,10,0,10,7,2,10,TC 7C,michael6,,20,20,6351,2997.8571428571427,849,any_called,limp,3,M,0,0,0.16252268518518512,,0.36892961657392365,0.3551039450367732,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",152,,-0.522
8,2,3,3,3,8,1,4,3,5,3,60000.0,fold,0.75,0,20,2363,1,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,1,2925,1180,0.17535614967346191,False,0,8,20180807125825128,Early,1,10,0,10,7,2,10,TC 7C,michael6,,1200,1180,3043,1605.25,0,any_raised,limp,3,M,0,0,0.16252268518518512,,0.36892961657392365,0.3551039450367732,0,check/call,,"[1, 0, 0, 0]",Deal,3,1,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",152,,-0.522
7,2,1,0,0,7,0,1,0,7,0,60000.0,check,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,2925,20,0.170518159866333,False,0,8,20180807125825128,Early,1,11,0,11,9,1,11,JS 9H,michael6,,20,20,6341,3504.1666666666665,1200,any_called,limp,2,E,0,0,0.17524166666666266,,0.3801736773246577,0.3311128743697723,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",152,,-0.41000000000000003
7,2,1,1,1,7,0,1,1,6,1,353,check,0.75,0,0,40,1,KC 7H 5D,0,0,0,1,1,13,13,5,1,13,0,9,0,1,0,0,11,9,20,0,2905,20,0.2810521125793457,False,0,8,20180807125825128,Early,0,0,0,13,11,2,9,JS 9H,michael6,none,20,20,6311,3591.0,1180,any_raised,limp,2,E,20,140,0.05099150141643059,0.004,0.21998038139736176,0.10686651829136048,-0.12425016525023207,none,0.17524166666666266,"[0, 1, 0, 0]",Flop,4,0,0,10,,,,,152,0.1,-0.254
