N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,10,5,15,1,3000,20,0.15740489959716797,False,0,6,20180807195214710,Early,1,10,0,10,5,2,10,TD 5D,michael6,,20,20,3000,2994.0,2980,none,limp,1,E,0,0,0.1751075396825359,,0.3800590601852099,0.4867559690344082,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8200000000000005
6,2,2,2,1,6,0,2,2,4,1,60000.0,fold,0.75,0,20,200,1,,,,,,,,,,,,0,9,0,0,0,0,12,9,21,0,2980,60,0.15342426300048828,False,20,6,20180807195214710,Early,1,12,0,12,9,1,12,9C QD,michael6,,80,60,3100,2970.0,2830,any_raised,limp,BB,B,0,0,0.2045332010581896,,0.4033601005591403,0.5360952037178031,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8220000000000005
6,4,3,1,0,6,0,3,1,5,0,60000.0,bet,0.75,80,10,90,1,,,,,,,,,,,,0,2,0,0,1,1,12,12,24,0,2970,10,0.1533207893371582,False,10,6,20180807195214710,Early,1,12,1,12,0,1,12,QC QS,michael6,,20,10,3440,2985.0,2710,any_called,stt_middle,SB,B,0,0,0.3841318783069717,,0.48638932798256335,0.7849166845646042,0,none,,"[0, 0, 1, 80]",Deal,3,0,0,10,"('raise', 140)","('allin', 2970)","('raise', 80)","('raise', 80)",397,,-0.8240000000000005
6,0,0,0,0,4,0,0,0,4,0,49,bet,0.75,80,0,0,1,8S JC 5C,0,0,0,1,1,11,11,5,2,11,0,2,0,0,1,1,12,12,24,0,2890,0,0.26080894470214844,True,0,6,20180807195214710,Early,1,12,1,12,11,3,12,QC QS,michael6,good,0,20,3370,3006.6666666666665,2820,none,raise,SB,B,90,380,0.40816326530612246,0.8889293657838551,0.49149365627723657,0.6037777405044626,0.02403138699915075,none,0.3841318783069717,"[0, 0.5, 0.5, 80]",Flop,3,0,0,10,,,,,397,0.0,-0.39800000000000013
6,0,0,0,0,4,0,0,0,2,0,31,bet,0.75,320,0,0,1,8S JC 5C 6D,0,2,6,1,1,11,11,5,2,11,0,2,0,0,1,1,12,12,24,0,2810,0,0.25460219383239746,True,0,6,20180807195214710,Early,1,12,1,12,11,3,12,QC QS,michael6,good,0,20,3290,3290.0,3290,none,allin,SB,B,170,540,0.7741935483870968,0.9448464170566389,0.4181123031230877,0.9442906320344837,0.3660302830809743,none,0.40816326530612246,"[0, 0, 0.5, 320]",Turn,3,0,0,10,,,,,397,0.0,-0.4068215222963964
6,1,0,0,1,4,0,0,0,2,2,374,allin,0.75,0,320,1122,1,8S JC 5C 6D,0,2,6,1,1,11,11,5,2,11,0,2,0,0,1,1,12,12,24,0,2490,482,0.2534599304199219,False,0,6,20180807195214710,Early,1,12,1,12,11,3,12,QC QS,michael6,good,802,482,2488,2488.0,2488,any_reraised,allin,SB,B,170,540,0.5267379679144385,0.6217828066363872,0.49928456923062065,0.7298576764279401,0.11857470260831604,bet/raise/allin,0.40816326530612246,"[0, 0, 0.5, 0]",Turn,3,0,1,10,,,,,397,0.2248134328358209,-0.4068215222963964
6,3,2,1,0,6,0,2,1,5,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,10,4,14,0,6160,20,0.1516730785369873,False,0,6,20180807195214710,Early,1,10,0,10,4,1,10,TH 4D,michael6,,20,20,2810,2192.5,460,any_called,limp,D,L,0,0,0.13293783068784293,,0.33950753137427353,0.41337105160299303,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8260000000000005
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,1,6160,20,0.15047240257263184,False,0,6,20180807195214710,Early,1,10,0,10,7,2,10,TS 7S,michael6,,20,20,2980,2354.0,440,any_called,limp,3,L,0,0,0.2038821428571313,,0.4028823831853604,0.5374687561346099,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8280000000000005
6,2,1,0,0,6,0,1,0,6,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,6160,20,0.15230202674865723,False,0,6,20180807195214710,Early,1,14,0,14,5,1,14,AS 5C,michael6,,20,20,2970,2358.0,420,any_called,limp,2,E,0,0,0.1997048941798827,,0.3997785004480413,0.5315210495517572,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8300000000000005
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,0,1,0,0,10,8,18,0,6160,40,0.1560657024383545,False,0,6,20180807195214710,Early,1,10,0,10,8,1,10,TS 8H,michael6,,40,40,2970,2356.0,360,none,limp,1,E,0,0,0.18587962962962296,,0.3890095023497204,0.5095355355845905,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8320000000000005
6,2,3,1,1,6,0,3,1,5,1,60000.0,fold,0.75,0,40,440,2,,,,,,,,,,,,1,7,0,0,0,0,14,2,16,0,6120,120,0.15705323219299316,False,40,6,20180807195214710,Early,1,14,0,14,2,1,14,AC 2S,michael6,,160,120,2790,2117.5,320,any_raised,limp,BB,B,0,0,0.18302552910052225,,0.3866874510479958,0.505522863274551,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8340000000000005
6,3,2,2,0,6,0,2,2,4,0,60000.0,fold,0.75,0,20,140,2,,,,,,,,,,,,0,9,0,0,0,0,11,7,18,1,6100,20,0.15373587608337402,False,20,6,20180807195214710,Early,1,11,0,11,7,2,11,7D JD,michael6,,40,20,2650,2053.3333333333335,920,any_called,limp,SB,B,0,0,0.20147182539681385,,0.4010996496733569,0.5367911325237404,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",397,,-0.8360000000000005
6,3,2,1,0,6,0,2,1,5,0,60000.0,bet,0.75,160,0,140,2,,,,,,,,,,,,0,3,0,0,1,0,13,12,25,0,6100,40,0.15520191192626953,False,0,6,20180807195214710,Early,1,13,0,13,12,1,13,KD QC,michael6,,40,40,2690,2197.5,880,any_called,stt_middle,D,L,0,0,0.2633769841269817,,0.4404651499939096,0.6324867798218782,0,none,,"[0, 0, 1, 160]",Deal,10,0,0,20,"('raise', 240)","('allin', 6100)","('raise', 160)","('fold', 0)",397,,-0.8380000000000005
6,0,1,0,0,2,0,1,0,2,0,341,bet,0.75,640,0,0,2,6D QD 6S,0,0,0,1,2,6,12,6,2,12,0,3,0,0,1,0,13,12,25,0,5940,0,0.26317405700683594,True,0,6,20180807195214710,Early,1,13,2,12,6,3,13,KD QC,michael6,good,0,40,2470,2470.0,2470,any_called,allin,D,L,160,420,0.8504398826979472,0.939845127095127,0.35041840938394897,0.9973754466060937,0.5870628985709656,none,0.2633769841269817,"[0, 0, 0.5, 640]",Flop,10,0,0,20,,,,,397,0.0,-0.41200000000000014
6,3,2,0,0,6,0,2,0,6,0,60000.0,check,0.75,0,0,140,2,,,,,,,,,,,,1,5,0,0,1,0,14,10,24,1,6360,40,0.1544361114501953,False,0,6,20180807195214710,Early,1,14,0,14,10,2,14,TS AS,michael6,,40,40,2930,2300.0,840,any_called,limp,3,L,0,0,0.2831261904761811,,0.45051720360339886,0.6615606415030364,0,none,,"[0, 0.5, 0.5, 160]",Deal,11,0,0,20,"('raise', 240)","('allin', 6360)","('fold', 0)","('fold', 0)",397,,-0.8400000000000005
6,1,0,2,1,5,0,0,2,3,1,346,fold,0.75,0,0,120,2,7H QS KC,0,2,13,2,1,13,13,7,1,13,1,5,0,0,1,0,14,10,24,1,6320,120,0.26387619972229004,False,0,6,20180807195214710,Early,2,14,0,14,13,3,14,TS AS,michael6,none,120,120,2590,2450.0,2310,any_raised,limp,3,L,40,240,0.23410404624277456,0.10374937868792164,0.40838126425818727,0.40771343352487843,-0.049022144233406534,none,0.2831261904761811,"[1, 0, 0, 0]",Flop,11,0,0,20,,,,,397,0.25,-0.41000000000000014
