N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
10,7,6,1,0,10,0,6,1,9,0,60000.0,fold,0.75,0,0,150,1,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,0,3000,20,0.19550609588623047,False,0,10,20180807183414111,Early,1,9,0,9,3,1,9,3D 9S,michael6,,20,20,2990,2981.25,2980,any_called,limp,D,L,0,0,0.053746944444444535,,0.22551764987984937,0.2643804294322239,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",229,,-0.9340000000000002
10,5,4,2,0,10,0,4,2,8,0,60000.0,bet,0.75,80,0,110,1,,,,,,,,,,,,0,3,0,0,1,0,13,12,25,0,3000,20,0.17580389976501465,False,0,10,20180807183414111,Early,1,13,0,13,12,1,13,KC QD,michael6,,20,20,4055,2987.1428571428573,2065,any_called,stt_middle,7,L,0,0,0.15095111111111112,,0.35800121950271635,0.48604025256565364,0,none,,"[0, 0, 1, 80]",Deal,2,0,0,10,"('raise', 160)","('allin', 3000)","('raise', 80)","('fold', 0)",229,,-0.9360000000000002
10,1,2,0,1,5,0,2,0,5,1,331,bet,0.75,80,0,20,1,QH 8H 7D,0,2,8,1,1,12,12,7,2,12,0,3,0,0,1,0,13,12,25,0,2920,20,0.2842378616333008,False,0,10,20180807183414111,Early,1,13,1,12,13,2,12,KC QD,michael6,marginal,20,20,3995,2945.0,1985,any_raised,raise,7,L,80,450,0.48942598187311176,0.8252890165390164,0.4953347030910226,0.612398473571669,0.33847487076200067,none,0.15095111111111112,"[0, 0.5, 0.5, 80]",Flop,2,0,0,10,,,,,229,0.04081632653061224,-0.246
10,1,0,0,1,5,0,0,0,3,1,357,bet,0.75,320,0,20,1,QH 8H 7D 3D,0,2,8,1,1,12,12,3,2,7,0,3,0,0,1,0,13,12,25,0,2840,20,0.29190516471862793,False,0,10,20180807183414111,Early,1,13,1,12,13,3,12,KC QD,michael6,marginal,20,20,2820,2362.5,1905,any_raised,raise,7,L,160,690,0.5168067226890757,0.7883540301717542,0.49761098635009865,0.678098112194265,0.027380740815963922,none,0.48942598187311176,"[0, 0, 0.8, 320]",Turn,2,0,0,10,,,,,229,0.0273972602739726,-0.3227651708711657
10,1,0,0,1,5,0,0,0,3,1,329,bet,0.75,80,0,20,1,QH 8H 7D 3D 2H,0,2,8,1,1,12,12,2,3,12,0,3,0,0,1,0,13,12,25,0,2520,20,0.29322195053100586,False,0,10,20180807183414111,Early,1,13,1,12,13,3,12,KC QD,michael6,marginal,20,20,2500,2042.5,1585,any_raised,raise,7,L,480,1650,0.4316109422492401,0.6886572483072481,0.4844426064123828,0.6175926800212614,-0.08519578043983556,none,0.5168067226890757,"[0, 0.5, 0.5, 80]",River,2,0,0,10,,,,,229,0.011834319526627219,-0.3754924627410131
10,6,5,0,0,10,0,5,0,10,0,60000.0,fold,0.75,0,0,130,1,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,0,4330,20,0.17786026000976562,False,0,10,20180807183414111,Early,1,10,0,10,7,1,10,7C TH,michael6,,20,20,3975,2837.777777777778,1505,any_called,limp,6,M,0,0,0.08645277777777767,,0.2810314839876199,0.35006030975816516,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",229,,-0.9380000000000002
10,5,4,0,0,10,0,4,0,10,0,60000.0,fold,0.75,0,0,110,1,,,,,,,,,,,,0,7,1,0,0,0,9,8,17,1,4330,20,0.17354083061218262,False,0,10,20180807183414111,Early,2,9,0,9,8,2,9,9C 8C,michael6,,20,20,5610,2840.0,40,any_called,limp,5,M,0,0,0.1358580555555551,,0.34263777418174257,0.45793756328639323,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",229,,-0.9400000000000002
9,2,1,1,0,9,0,1,1,8,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,1,7,0,0,0,0,14,7,21,0,4330,20,0.1790461540222168,False,0,10,20180807183414111,Early,1,14,0,14,7,1,14,7C AH,michael6,,20,20,5590,3242.8571428571427,2400,any_called,limp,3,M,0,0,0.12927037037038913,,0.33549894443156086,0.4084054921374478,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",229,,-0.8320000000000002
9,2,1,0,0,9,0,1,0,9,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,8,0,0,0,0,12,9,21,1,4330,20,0.18163490295410156,False,0,10,20180807183414111,Early,1,12,0,12,9,2,12,QS 9S,michael6,,20,20,5570,3202.5,1192,any_called,limp,2,E,0,0,0.1735555555555757,,0.37872684706972015,0.4894137460117224,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",229,,-0.8340000000000002
9,1,0,0,0,9,0,0,0,9,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,1,6,0,0,0,0,14,3,17,1,4330,20,0.24187111854553223,False,0,10,20180807183414111,Early,1,14,0,14,3,2,14,3D AD,michael6,,20,20,5510,3205.0,1192,none,limp,1,E,0,0,0.16877037037038858,,0.37454897203894505,0.4818933109949467,0,none,,"[0, 0.8, 0.2, 80]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",229,,-0.8360000000000002
