N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
5,3,2,0,0,5,0,2,0,5,0,60000.0,check,0.75,0,0,0,40,70,1,,,,,,,,,,,,0,9,0,0,0,0,8,3,11,0,3000,20,0.1478128433227539,False,0,5,20180801104636759,Early,0,8,3,3H 8D,michael4,20,20,2990,2980,any_called,trash,D,L,0,0,0.13243214285715,0.3389599834721105,0.19547869978296256,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,5,0.2222222222222222,-0.186
5,3,2,1,1,5,0,2,1,4,1,343,check,0.75,0,0,0,40,60,1,3S 6S 2S,0,2,3,0,1,6,6,2,3,6,0,9,0,0,0,0,8,3,11,0,2980,20,0.19839715957641602,False,0,5,20180801104636759,Early,1,3,8,3H 8D,michael4,20,20,2960,2960,any_raised,fold,D,L,20,100,0.10845481049562683,0.3064205129503286,0.18557139231096242,-0.023977332361523163,none,0.13243214285715,"[0, 1, 0, 0]",Flop,1,0,0,10,5,0.1111111111111111,-0.248
5,2,1,1,1,5,0,1,1,3,1,317,check,0.75,0,0,2960,40,40,1,3S 6S 2S 8H,0,2,3,0,1,8,8,2,3,6,0,9,0,0,0,0,8,3,11,0,2960,20,0.24324703216552734,False,0,5,20180801104636759,Early,2,8,3,3H 8D,michael4,20,20,2940,2940,any_raised,ml_call,D,L,40,180,0.471608832807571,0.4968178851712994,0.6198692401887712,0.36315402231194416,none,0.10845481049562683,"[0, 1, 0, 0]",Turn,1,0,0,10,5,0.08333333333333333,-0.297
5,2,1,0,1,5,0,1,0,3,1,336,check,0.75,0,0,2940,40,40,1,3S 6S 2S 8H AH,1,2,3,1,1,14,14,2,3,6,0,9,0,0,0,0,8,3,11,0,2940,20,0.25307798385620117,False,0,5,20180801104636759,Early,2,8,3,3H 8D,michael4,20,20,2920,2920,any_raised,ml_call,D,L,60,240,0.5520833333333334,0.48592860803123594,0.7231675196231173,0.08047450052576238,none,0.471608832807571,"[0, 1, 0, 0]",River,1,0,0,10,5,0.06666666666666667,-0.34403999999999996
5,2,1,0,0,5,0,1,0,5,0,60000.0,check,0.75,0,0,0,40,50,1,,,,,,,,,,,,0,9,0,0,0,0,6,2,8,0,3220,20,0.14219880104064941,False,0,5,20180801104636759,Early,0,6,2,2C 6D,michael4,20,20,2980,2900,any_called,trash,2,E,0,0,0.12474417989418694,0.33042861479707486,0.18620390224644287,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,5,0.2857142857142857,-0.186
5,3,2,0,1,5,0,2,0,5,1,336,check,0.75,0,0,0,40,60,1,5D 5S AC,1,0,0,1,2,5,14,5,1,14,0,9,0,0,0,0,6,2,8,0,3200,20,0.1974020004272461,False,0,5,20180801104636759,Early,1,5,14,2C 6D,michael4,20,20,2960,2880,any_raised,fold,2,E,20,100,0.05535714285714286,0.2107504340798676,0.11206879986711152,-0.06938703703704407,none,0.12474417989418694,"[0, 1, 0, 0]",Flop,2,0,0,10,5,0.1111111111111111,-0.248
5,0,0,3,0,5,0,0,3,2,0,332,check,0.75,0,0,3180,20,0,1,5D 5S AC 9S,1,0,0,1,2,5,14,5,2,9,0,9,0,0,0,0,6,2,8,0,3180,0,0.25795984268188477,True,0,5,20180801104636759,Early,1,5,14,2C 6D,michael4,0,20,2940,2940,all_folded,ml_fold,2,E,40,200,0.008132530120481929,0.053998052415645766,0.03471900256968924,-0.04722461273666093,none,0.05535714285714286,"[0, 1, 0, 0]",Turn,2,0,0,10,5,0.0,-0.29602
5,1,0,3,1,5,0,1,3,2,1,668,check,0.75,0,0,3180,40,20,1,5D 5S AC 9S,1,0,0,1,2,5,14,5,2,9,0,9,0,0,0,0,6,2,8,0,3180,20,0.19837689399719238,False,0,5,20180801104636759,Early,1,5,14,2C 6D,michael4,20,20,2920,2920,any_raised,fold,2,E,40,200,0.013023952095808382,0.10146156182561707,0.0465857915820113,-0.04233319076133448,check/call,0.05535714285714286,"[0, 1, 0, 0]",Turn,2,1,0,10,5,0.08333333333333333,-0.29602
5,0,0,0,0,5,0,0,0,2,0,129,check,0.75,0,0,3160,20,0,1,5D 5S AC 9S AD,2,0,0,2,2,14,14,5,2,14,0,9,0,0,0,0,6,2,8,0,3160,0,0.21486902236938477,True,0,5,20180801104636759,Early,2,14,5,2C 6D,michael4,0,20,2920,2920,none,fold,2,E,60,240,0.0,0.0,0.0,-0.013023952095808382,none,0.013023952095808382,"[0, 1, 0, 0]",River,2,0,0,10,5,0.0,-0.34307959999999993
5,1,0,0,1,5,1,1,0,2,1,456,fold,0.75,0,0,3160,2940,2920,1,5D 5S AC 9S AD,2,0,0,2,2,14,14,5,2,14,0,9,0,0,0,0,6,2,8,0,3160,2920,0.1940469741821289,False,0,5,20180801104636759,Early,2,14,5,2C 6D,michael4,2920,2920,0,0,any_raised,fold,2,E,60,240,0.0,0.0,0.0,-0.013023952095808382,check/call,0.013023952095808382,"[1, 0, 0, 0]",River,2,1,0,10,5,0.48026315789473684,-0.34307959999999993
