tableNumber,game_id,round_id,smallBlind,playerName,isHuman,isOnline,isSurvive,chips,reloadCount,folded,allIn,position,cards,board,rank,message,winMoney
253,20180801184305196,1,10,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2960,0,True,False,D,8S 4D,6S QS 5H AS AD,21.0552,Pair,0.0
253,20180801184305196,1,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2990,0,True,False,SB,3C TH,6S QS 5H AS AD,21.0648,Pair,0.0
253,20180801184305196,1,10,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2980,0,True,False,BB,7H 6C,6S QS 5H AS AD,92.0512,Two Pair,0.0
253,20180801184305196,1,10,3cf643579c62a496854f7c2a674b4a5a,False,True,True,2920,0,True,False,1,4C JH,6S QS 5H AS AD,21.0776,Pair,0.0
253,20180801184305196,1,10,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,3190,0,False,False,2,JS 8H,6S QS 5H AS AD,21.08,Pair,270.0
253,20180801184305196,1,10,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,2960,0,True,False,3,AC 6H,6S QS 5H AS AD,272.0,Full House,0.0
253,20180801184305196,2,10,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2916,0,True,False,3,7H 5C,3D 6D 6S KH JC,13.1296,Pair,0.0
253,20180801184305196,2,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2970,0,True,False,D,JH 2C,3D 6D 6S KH JC,62.1024,Two Pair,0.0
253,20180801184305196,2,10,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2970,0,True,False,SB,TC AC,3D 6D 6S KH JC,13.3328,Pair,0.0
253,20180801184305196,2,10,3cf643579c62a496854f7c2a674b4a5a,False,True,True,2900,0,True,False,BB,TD 8C,3D 6D 6S KH JC,13.1408,Pair,0.0
253,20180801184305196,2,10,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,3284,0,False,False,1,7S 5D,3D 6D 6S KH JC,13.1296,Pair,186.0
253,20180801184305196,2,10,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,2960,0,True,False,2,4C 8D,3D 6D 6S KH JC,13.1312,Pair,0.0
253,20180801184305196,3,10,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2896,0,True,False,2,7S 6H,3C 9S 2C TH AC,8.0216,High Card,0.0
253,20180801184305196,3,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2950,0,True,False,3,5D AH,3C 9S 2C TH AC,21.0196,Pair,0.0
253,20180801184305196,3,10,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2970,0,True,False,D,AS 8H,3C 9S 2C TH AC,21.0224,Pair,0.0
253,20180801184305196,3,10,3cf643579c62a496854f7c2a674b4a5a,False,True,True,5840,0,False,True,SB,9D AD,3C 9S 2C TH AC,95.0128,Two Pair,5840.0
253,20180801184305196,3,10,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,384,0,False,False,BB,4S TD,3C 9S 2C TH AC,17.2114,Pair,0.0
253,20180801184305196,3,10,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,2960,0,True,False,1,5S 6S,3C 9S 2C TH AC,8.0204,High Card,0.0
253,20180801184305196,4,10,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2876,0,True,False,1,9D 3C,6D 8S 8H QS AD,15.2624,Pair,0.0
253,20180801184305196,4,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2930,0,True,False,2,KS 4D,6D 8S 8H QS AD,15.3584,Pair,0.0
253,20180801184305196,4,10,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2970,0,True,False,3,JS 5S,6D 8S 8H QS AD,15.2816,Pair,0.0
253,20180801184305196,4,10,3cf643579c62a496854f7c2a674b4a5a,False,True,True,5456,0,False,False,D,TC AS,6D 8S 8H QS AD,94.0512,Two Pair,336.0
253,20180801184305196,4,10,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,828,0,False,True,SB,8D 5C,6D 8S 8H QS AD,106.256,Three of a Kind,828.0
253,20180801184305196,4,10,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,2940,0,True,False,BB,AH 3S,6D 8S 8H QS AD,94.0512,Two Pair,0.0
253,20180801184305196,5,10,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2856,0,True,False,BB,5D 9H,6H JD QH 4C 5C,12.0832,Pair,0.0
253,20180801184305196,5,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2910,0,True,False,1,KD 7S,6H JD QH 4C 5C,7.0792,High Card,0.0
253,20180801184305196,5,10,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2970,0,True,False,2,QS 7D,6H JD QH 4C 5C,19.028,Pair,0.0
253,20180801184305196,5,10,3cf643579c62a496854f7c2a674b4a5a,False,True,True,4976,0,True,False,3,AD 2H,6H JD QH 4C 5C,8.078,High Card,0.0
253,20180801184305196,5,10,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,2005,0,False,False,D,5S QD,6H JD QH 4C 5C,70.0256,Two Pair,1834.0
253,20180801184305196,5,10,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,2283,0,False,False,SB,QC 9C,6H JD QH 4C 5C,19.0328,Pair,0.0
253,20180801184305196,6,10,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2846,0,True,False,SB,4D 5C,4C KD 2C JH 9D,11.1344,Pair,0.0
253,20180801184305196,6,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2890,0,True,False,BB,TC TS,4C KD 2C JH 9D,17.1344,Pair,0.0
253,20180801184305196,6,10,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2970,0,True,False,1,4H JC,4C KD 2C JH 9D,60.1024,Two Pair,0.0
253,20180801184305196,6,10,3cf643579c62a496854f7c2a674b4a5a,False,True,True,6346,0,False,False,2,AD 4S,4C KD 2C JH 9D,11.3328,Pair,2710.0
253,20180801184305196,6,10,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,665,0,False,False,3,7D TD,4C KD 2C JH 9D,7.0464,High Card,0.0
253,20180801184305196,6,10,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,2283,0,True,False,D,8H 2S,4C KD 2C JH 9D,9.1344,Pair,0.0
253,20180801184305196,7,20,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2656,0,True,False,D,AD 6H,3H 5H QC 2S 7C,8.054,High Card,0.0
253,20180801184305196,7,20,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2870,0,True,False,SB,QD AH,3H 5H QC 2S 7C,19.2068,Pair,0.0
253,20180801184305196,7,20,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2930,0,True,False,BB,2C 8H,3H 5H QC 2S 7C,9.056,Pair,0.0
253,20180801184305196,7,20,3cf643579c62a496854f7c2a674b4a5a,False,True,True,6236,0,True,False,1,JH 7S,3H 5H QC 2S 7C,14.0772,Pair,0.0
253,20180801184305196,7,20,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,1135,0,False,False,2,7D 4H,3H 5H QC 2S 7C,14.0518,Pair,771.0
253,20180801184305196,7,20,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,2173,0,True,False,3,JS TS,3H 5H QC 2S 7C,6.0404,High Card,0.0
253,20180801184305196,8,20,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2656,0,True,False,3,3D 6C,KH 4H 6H 6D 8S,104.1056,Three of a Kind,0.0
253,20180801184305196,8,20,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2870,0,True,False,D,9D 2H,KH 4H 6H 6D 8S,13.112,Pair,0.0
253,20180801184305196,8,20,0c74a13d636a49338f8f5fdfb9efbeb6,False,True,True,2910,0,True,False,SB,TS 2D,KH 4H 6H 6D 8S,13.1184,Pair,0.0
253,20180801184305196,8,20,3cf643579c62a496854f7c2a674b4a5a,False,True,True,5076,0,False,False,BB,5S 5H,KH 4H 6H 6D 8S,31.1024,Two Pair,0.0
253,20180801184305196,8,20,ded7f0de5c208f5037c645cd552bd3d8,False,True,True,0,0,False,True,1,3C JS,KH 4H 6H 6D 8S,13.1312,Pair,0.0
253,20180801184305196,8,20,1a6d659f3464bd85cccc0c1a797498e6,False,True,True,4488,0,False,False,2,JD KS,KH 4H 6H 6D 8S,81.0256,Two Pair,3475.0
253,20180801184305196,9,20,1cb4e4b55030fa90ad65347a72140ae0,False,True,True,2836,0,False,False,1,KD AS,TS 4C 5D QD 9D,8.1728,High Card,300.0
