tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
338,20180801191802747,1,10,Deal,f725e061dbaeaf73275b003263061eb1,False,True,2960,0,1,,,0,40,raise,40
338,20180801191802747,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3000,0,2,3H 7H,,0,0,fold,0
338,20180801191802747,1,10,Deal,0ef51d167cf2df4a31ebcd1c654a35b3,False,True,3000,0,3,,,0,0,fold,0
338,20180801191802747,1,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2960,0,4,,,0,40,call,40
338,20180801191802747,1,10,Deal,1c7e0ca445fee61ec9caabb5003b044b,False,True,2960,0,5,,,0,40,call,40
338,20180801191802747,1,10,Deal,7f1ba5258afa2191124f7968d4bb99ae,False,True,2960,0,6,,,0,40,call,40
338,20180801191802747,1,10,Deal,2d3ee73bcf5c3898d54174aba932622c,False,True,3000,0,7,,,0,0,fold,0
338,20180801191802747,1,10,Deal,664752f26ec073e2d629b087e2b04cc2,False,True,3000,0,D,,,0,0,fold,0
338,20180801191802747,1,10,Deal,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2960,0,SB,,,0,40,call,30
338,20180801191802747,1,10,Deal,aae091e726e12dfae7d042107887de8e,False,True,2960,0,BB,,,0,40,call,20
338,20180801191802747,1,10,Flop,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2960,0,SB,,3C 8S TS,40,0,check,0
338,20180801191802747,1,10,Flop,aae091e726e12dfae7d042107887de8e,False,True,2960,0,BB,,3C 8S TS,40,0,check,0
338,20180801191802747,1,10,Flop,f725e061dbaeaf73275b003263061eb1,False,True,2960,0,1,,3C 8S TS,40,0,check,0
338,20180801191802747,1,10,Flop,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2960,0,4,,3C 8S TS,40,0,fold,0
338,20180801191802747,1,10,Flop,1c7e0ca445fee61ec9caabb5003b044b,False,True,2940,0,5,,3C 8S TS,40,20,bet,20
338,20180801191802747,1,10,Flop,7f1ba5258afa2191124f7968d4bb99ae,False,True,2960,0,6,,3C 8S TS,40,0,fold,0
338,20180801191802747,1,10,Flop,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2960,0,SB,,3C 8S TS,40,0,fold,0
338,20180801191802747,1,10,Flop,aae091e726e12dfae7d042107887de8e,False,True,2940,0,BB,,3C 8S TS,40,20,call,20
338,20180801191802747,1,10,Flop,f725e061dbaeaf73275b003263061eb1,False,True,2960,0,1,,3C 8S TS,40,0,fold,0
338,20180801191802747,1,10,Turn,aae091e726e12dfae7d042107887de8e,False,True,2920,0,BB,,3C 8S TS TH,60,20,bet,20
338,20180801191802747,1,10,Turn,1c7e0ca445fee61ec9caabb5003b044b,False,True,2920,0,5,,3C 8S TS TH,60,20,call,20
338,20180801191802747,1,10,River,aae091e726e12dfae7d042107887de8e,False,True,2900,0,BB,,3C 8S TS TH 7S,80,20,bet,20
338,20180801191802747,1,10,River,1c7e0ca445fee61ec9caabb5003b044b,False,True,2900,0,5,,3C 8S TS TH 7S,80,20,call,20
338,20180801191802747,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,1,QS TH,,0,20,call,20
338,20180801191802747,2,10,Deal,0ef51d167cf2df4a31ebcd1c654a35b3,False,True,3000,0,2,,,0,0,fold,0
338,20180801191802747,2,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2960,0,3,,,0,0,fold,0
338,20180801191802747,2,10,Deal,1c7e0ca445fee61ec9caabb5003b044b,False,True,2880,0,4,,,0,20,call,20
338,20180801191802747,2,10,Deal,7f1ba5258afa2191124f7968d4bb99ae,False,True,2960,0,5,,,0,0,fold,0
338,20180801191802747,2,10,Deal,2d3ee73bcf5c3898d54174aba932622c,False,True,3000,0,6,,,0,0,fold,0
338,20180801191802747,2,10,Deal,664752f26ec073e2d629b087e2b04cc2,False,True,2880,0,7,,,0,120,bet,120
338,20180801191802747,2,10,Deal,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2840,0,D,,,0,120,call,120
338,20180801191802747,2,10,Deal,aae091e726e12dfae7d042107887de8e,False,True,3250,0,SB,,,0,10,fold,0
338,20180801191802747,2,10,Deal,f725e061dbaeaf73275b003263061eb1,False,True,2720,0,BB,,,0,240,raise,220
338,20180801191802747,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,1,QS TH,,0,20,fold,0
338,20180801191802747,2,10,Deal,1c7e0ca445fee61ec9caabb5003b044b,False,True,2880,0,4,,,0,20,fold,0
338,20180801191802747,2,10,Deal,664752f26ec073e2d629b087e2b04cc2,False,True,2760,0,7,,,0,240,call,120
338,20180801191802747,2,10,Deal,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2720,0,D,,,0,240,call,120
338,20180801191802747,2,10,Flop,f725e061dbaeaf73275b003263061eb1,False,True,1814,0,BB,,4S KC AD,240,906,bet,906
338,20180801191802747,2,10,Flop,664752f26ec073e2d629b087e2b04cc2,False,True,1854,0,7,,4S KC AD,240,906,call,906
