N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
5,4,3,0,0,5,0,3,0,5,0,60000.0,bet,0.75,792,10,982.879444444193,30,90,1,,,,,,,,,,,,0,8,0,0,0,0,13,8,21,0,2990,10,0.18502497673034668,False,10,5,20180801093834812,Early,0,13,8,KC 8D,michael3,20,10,2980,2980,any_called,ml_raise,SB,B,0,0,0.22872222222213814,0.42000996093414855,0.3068440749558898,0,none,,"[0, 0, 1, 792]",Deal,1,0,0,10,4,0.0,-0.186
5,0,0,0,0,5,0,0,0,5,0,55,check,0.75,0,0,0,20,0,1,2C 3D 7S,0,2,3,0,1,7,7,2,1,2,0,8,0,0,0,0,13,8,21,0,2198,0,0.25803709030151367,True,0,5,20180801093834812,Early,0,13,8,KC 8D,michael3,0,20,2198,2198,none,ml_fold,SB,B,802,4010,0.16363636363636364,0.36994527180683284,0.25538279104445816,-0.06508585858577451,none,0.22872222222213814,"[0, 1, 0, 0]",Flop,1,0,0,10,4,0.0,-0.248
5,4,3,0,1,5,0,4,0,5,1,414,fold,0.75,0,0,0,40,80,1,2C 3D 7S,0,2,3,0,1,7,7,2,1,2,0,8,0,0,0,0,13,8,21,0,2198,20,0.2377910614013672,False,0,5,20180801093834812,Early,0,13,8,KC 8D,michael3,20,20,2178,2178,any_raised,ml_fold,SB,B,802,4010,0.13526570048309178,0.34200715015319527,0.22008347372108422,-0.09345652173904637,check/call,0.22872222222213814,"[1, 0, 0, 0]",Flop,1,1,0,10,4,0.004866180048661801,-0.248
5,3,2,0,0,5,0,2,0,5,0,60000.0,bet,0.75,677,0,747.4749648146083,40,70,1,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,2198,20,0.17918801307678223,False,0,5,20180801093834812,Early,0,14,5,5H AC,michael3,20,20,6368,2098,any_called,ml_raise,D,L,0,0,0.24007050264540866,0.4271260427613721,0.3195159465990239,0,none,,"[0, 0, 1, 677]",Deal,2,0,0,10,4,0.2222222222222222,-0.186
5,4,3,0,1,5,0,3,0,5,1,320,bet,0.75,410,0,1521,40,80,1,5S 7S AD,1,0,0,1,1,14,14,5,2,7,1,7,0,0,0,0,14,5,19,0,1521,20,0.22675013542175293,False,0,5,20180801093834812,Early,2,14,5,5H AC,michael3,20,20,5691,1421,any_raised,ml_raise,D,L,677,3385,0.6484375,0.47003729489663904,0.7668471273271308,0.40836699735459137,none,0.24007050264540866,"[0, 0, 1, 410]",Flop,2,0,0,10,4,0.005738880918220947,-0.248
5,2,1,2,1,5,0,1,2,3,1,318,bet,0.75,950,0,1111,40,40,1,5S 7S AD 3C,1,0,0,1,1,14,14,3,2,7,1,7,0,0,0,0,14,5,19,0,1111,20,0.22836709022521973,False,0,5,20180801093834812,Early,2,14,5,5H AC,michael3,20,20,5281,1011,any_raised,ml_raise,D,L,1087,5435,0.699685534591195,0.45061093592689855,0.8353795292574164,0.05124803459119498,none,0.6484375,"[0, 0, 1, 950]",Turn,2,0,0,10,4,0.003639672429481347,-0.29602
5,2,1,0,1,5,0,1,0,3,1,317,check,0.75,0,0,161,40,40,1,5S 7S AD 3C 7D,1,0,0,1,2,7,14,3,2,14,1,7,0,0,0,0,14,5,19,0,161,20,0.2420661449432373,False,0,5,20180801093834812,Early,2,14,7,5H AC,michael3,20,20,4331,61,any_raised,ml_call,D,L,2037,8285,0.41009463722397477,0.46492437054725255,0.5788385488739507,-0.2895908973672202,none,0.699685534591195,"[0, 1, 0, 0]",River,2,0,0,10,4,0.002396644697423607,-0.34307959999999993
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,52.10694166665311,40,50,1,,,,,,,,,,,,0,7,1,0,1,0,11,10,21,0,141,20,0.18416786193847656,False,0,5,20180801093834812,Early,0,11,10,JD TS,michael3,20,20,12656,61,any_called,ml_fold,2,E,0,0,0.2695527777776816,0.443727481423021,0.3520860893223635,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,4,0.2857142857142857,-0.186
5,1,0,0,0,5,0,0,0,5,0,60000.0,bet,0.75,40,0,49.73413174601651,40,30,1,,,,,,,,,,,,1,7,0,0,0,0,14,8,22,0,141,20,0.19214892387390137,False,0,5,20180801093834812,Early,0,14,8,AD 8S,michael3,20,20,12576,21,none,ml_raise,1,E,0,0,0.2527243386242306,0.43457421378997607,0.3344242908167461,0,none,,"[0, 0, 1, 40]",Deal,4,0,0,10,4,0.4,-0.188
5,2,1,0,1,5,1,1,0,5,1,351,bet,0.75,67,0,101,40,40,1,4S AH 7D,1,0,0,1,1,14,14,4,1,7,1,7,0,0,0,0,14,8,22,0,101,20,0.23566317558288574,False,0,5,20180801093834812,Early,1,14,8,AD 8S,michael3,20,20,12536,0,any_raised,ml_raise,1,E,40,181,0.5113960113960114,0.4977282177931143,0.6353637996813793,0.2586716727717808,none,0.2527243386242306,"[0, 0, 1, 67]",Flop,4,0,0,10,4,0.08298755186721991,-0.248
