tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
181,20180801131459116,1,10,Deal,1f5d31178f1710d4e462ea6132907446,False,True,3000,0,1,,,0,0,fold,0
181,20180801131459116,1,10,Deal,82274ccfb8eff7c812f34c5c81d01e34,False,True,2980,0,2,,,0,20,call,20
181,20180801131459116,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,3,TC 8H,,0,20,call,20
181,20180801131459116,1,10,Deal,0ccd4d3880b4fd88d8d94a43e616e3d3,False,True,3000,0,4,,,0,0,fold,0
181,20180801131459116,1,10,Deal,c31baa6bd54bc9294551ed18677f1fa3,False,True,2980,0,5,,,0,20,call,20
181,20180801131459116,1,10,Deal,1ba38b109460e96fc633f5cb37561787,False,True,3000,0,6,,,0,0,fold,0
181,20180801131459116,1,10,Deal,1a6d659f3464bd85cccc0c1a797498e6,False,True,3000,0,D,,,0,0,fold,0
181,20180801131459116,1,10,Deal,bc27038e43ce162166d5933d1cf071a3,False,True,2990,0,SB,,,0,10,fold,0
181,20180801131459116,1,10,Deal,0b71ee9d8b21b7ba5740db9c31423d0c,False,True,2980,0,BB,,,0,20,fold,0
181,20180801131459116,1,10,Flop,82274ccfb8eff7c812f34c5c81d01e34,False,True,2960,0,2,,QH KH TS,20,20,bet,20
181,20180801131459116,1,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2960,0,3,TC 8H,QH KH TS,20,20,call,20
181,20180801131459116,1,10,Flop,c31baa6bd54bc9294551ed18677f1fa3,False,True,2900,0,5,,QH KH TS,20,80,bet,80
181,20180801131459116,1,10,Flop,82274ccfb8eff7c812f34c5c81d01e34,False,True,0,0,2,,QH KH TS,20,2980,allin,2960
181,20180801131459116,1,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2960,0,3,TC 8H,QH KH TS,20,20,fold,0
181,20180801131459116,1,10,Flop,c31baa6bd54bc9294551ed18677f1fa3,False,True,2900,0,5,,QH KH TS,20,80,fold,0
181,20180801131459116,2,10,Deal,82274ccfb8eff7c812f34c5c81d01e34,False,True,3130,0,1,,,0,40,raise,40
181,20180801131459116,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2960,0,2,6C 7S,,0,0,fold,0
181,20180801131459116,2,10,Deal,0ccd4d3880b4fd88d8d94a43e616e3d3,False,True,3000,0,3,,,0,0,fold,0
181,20180801131459116,2,10,Deal,c31baa6bd54bc9294551ed18677f1fa3,False,True,2900,0,4,,,0,0,fold,0
181,20180801131459116,2,10,Deal,1ba38b109460e96fc633f5cb37561787,False,True,3000,0,5,,,0,0,fold,0
181,20180801131459116,2,10,Deal,1a6d659f3464bd85cccc0c1a797498e6,False,True,2920,0,6,,,0,80,bet,80
181,20180801131459116,2,10,Deal,bc27038e43ce162166d5933d1cf071a3,False,True,2990,0,D,,,0,0,fold,0
