tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
373,20180801193345437,1,10,Deal,28800a457e9c79417e97aef29ebcd2d9,False,True,2980,0,1,,,0,20,call,20
373,20180801193345437,1,10,Deal,1825370c963d55aa36f30792d3b5b006,False,True,2880,0,2,,,0,120,bet,120
373,20180801193345437,1,10,Deal,0ef51d167cf2df4a31ebcd1c654a35b3,False,True,3000,0,3,,,0,0,fold,0
373,20180801193345437,1,10,Deal,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2880,0,4,,,0,120,call,120
373,20180801193345437,1,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2880,0,5,,,0,120,call,120
373,20180801193345437,1,10,Deal,aae091e726e12dfae7d042107887de8e,False,True,3000,0,D,,,0,0,fold,0
373,20180801193345437,1,10,Deal,f725e061dbaeaf73275b003263061eb1,False,True,2880,0,SB,,,0,120,call,110
373,20180801193345437,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,BB,KS 5H,,0,20,fold,0
373,20180801193345437,1,10,Deal,28800a457e9c79417e97aef29ebcd2d9,False,True,2980,0,1,,,0,20,fold,0
373,20180801193345437,1,10,Flop,f725e061dbaeaf73275b003263061eb1,False,True,2880,0,SB,,AH JH 4S,120,0,check,0
373,20180801193345437,1,10,Flop,1825370c963d55aa36f30792d3b5b006,False,True,2860,0,2,,AH JH 4S,120,20,bet,20
373,20180801193345437,1,10,Flop,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2880,0,4,,AH JH 4S,120,0,fold,0
373,20180801193345437,1,10,Flop,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2860,0,5,,AH JH 4S,120,20,call,20
373,20180801193345437,1,10,Flop,f725e061dbaeaf73275b003263061eb1,False,True,2880,0,SB,,AH JH 4S,120,0,fold,0
373,20180801193345437,1,10,Turn,1825370c963d55aa36f30792d3b5b006,False,True,2382,0,2,,AH JH 4S TS,140,478,bet,478
373,20180801193345437,1,10,Turn,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2860,0,5,,AH JH 4S TS,140,0,fold,0
373,20180801193345437,2,10,Deal,1825370c963d55aa36f30792d3b5b006,False,True,3420,0,1,,,0,0,fold,0
373,20180801193345437,2,10,Deal,0ef51d167cf2df4a31ebcd1c654a35b3,False,True,3000,0,2,,,0,0,fold,0
373,20180801193345437,2,10,Deal,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2850,0,3,,,0,30,bet,30
373,20180801193345437,2,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2830,0,4,,,0,30,call,30
373,20180801193345437,2,10,Deal,aae091e726e12dfae7d042107887de8e,False,True,3000,0,5,,,0,0,fold,0
373,20180801193345437,2,10,Deal,f725e061dbaeaf73275b003263061eb1,False,True,2850,0,D,,,0,30,call,30
373,20180801193345437,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2950,0,SB,TD JS,,0,30,call,20
373,20180801193345437,2,10,Deal,28800a457e9c79417e97aef29ebcd2d9,False,True,2950,0,BB,,,0,30,call,10
373,20180801193345437,2,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2950,0,SB,TD JS,KS JH 5H,30,0,check,0
373,20180801193345437,2,10,Flop,28800a457e9c79417e97aef29ebcd2d9,False,True,2930,0,BB,,KS JH 5H,30,20,bet,20
373,20180801193345437,2,10,Flop,57927e8f1f690ad3b6c6486f2a2ff2bc,False,True,2830,0,3,,KS JH 5H,30,20,call,20
373,20180801193345437,2,10,Flop,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2810,0,4,,KS JH 5H,30,20,call,20
