N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,1,0,3,0,6,0,0,3,3,0,60000.0,check,0.75,0,0,0,40,30,1,,,,,,,,,,,,0,7,1,0,0,0,9,8,17,1,3000,20,0.18920183181762695,False,0,6,20180801095556562,Early,0,9,8,9H 8H,michael4,20,20,2990,2980,all_folded,ml_fold,D,L,0,0,0.2189730158730014,0.4135502801262304,0.33890259710960824,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,5,0.4,-0.29000000000000004
6,2,1,3,1,6,0,2,3,3,1,60000.0,fold,0.75,0,20,0,370,760,1,,,,,,,,,,,,0,7,1,0,0,0,9,8,17,1,2980,350,0.18567109107971191,False,0,6,20180801095556562,Early,0,9,8,9H 8H,michael4,370,350,2630,2630,any_raised,ml_fold,D,L,0,0,0.2189730158730014,0.4135502801262304,0.33890259710960824,0,check/call,,"[1, 0, 0, 0]",Deal,1,1,0,10,5,0.3153153153153153,-0.29000000000000004
6,1,0,2,0,6,0,0,2,4,0,60000.0,check,0.75,0,0,0,40,30,1,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,0,2980,20,0.13717198371887207,False,0,6,20180801095556562,Early,0,4,3,4H 3S,michael4,20,20,3390,2620,all_folded,trash,3,L,0,0,0.11844920634921295,0.32313927626405076,0.21151331791325959,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,5,0.4,-0.28800000000000003
6,1,0,4,1,6,0,1,4,2,1,60000.0,fold,0.75,0,20,0,360,410,1,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,0,2960,340,0.13144183158874512,False,0,6,20180801095556562,Early,0,4,3,4H 3S,michael4,360,340,3030,3030,any_raised,trash,3,L,0,0,0.11844920634921295,0.32313927626405076,0.21151331791325959,0,check/call,,"[1, 0, 0, 0]",Deal,2,1,0,10,5,0.4533333333333333,-0.28800000000000003
6,1,0,1,0,6,0,0,1,5,0,60000.0,check,0.75,0,0,0,40,30,1,,,,,,,,,,,,0,9,0,1,0,0,9,7,16,0,2960,20,0.1405651569366455,False,0,6,20180801095556562,Early,0,9,7,9C 7H,michael4,20,20,3440,2620,all_folded,trash,2,E,0,0,0.16646137566137384,0.3724942765658243,0.2729947387591996,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,5,0.4,-0.28600000000000003
6,1,1,3,1,6,0,2,3,3,1,60000.0,check,0.75,0,20,0,40,110,1,,,,,,,,,,,,0,9,0,1,0,0,9,7,16,0,2940,20,0.13677597045898438,False,0,6,20180801095556562,Early,0,9,7,9C 7H,michael4,40,20,3420,2580,any_raised,trash,2,E,0,0,0.16646137566137384,0.3724942765658243,0.2729947387591996,0,check/call,,"[0, 1, 0, 0]",Deal,3,1,0,10,5,0.15384615384615385,-0.28600000000000003
6,0,0,0,0,3,0,0,0,3,0,91,check,0.75,0,0,0,20,0,1,8C 5S QH,0,0,0,1,1,12,12,5,1,8,0,9,0,1,0,0,9,7,16,0,2920,0,0.21975111961364746,True,0,6,20180801095556562,Early,0,12,9,9C 7H,michael4,0,20,3400,2580,none,ml_fold,2,E,40,150,0.2802197802197802,0.43983507903713187,0.3915981940561763,0.11375840455840638,none,0.16646137566137384,"[0, 1, 0, 0]",Flop,3,0,0,10,5,0.0,-0.248
6,1,0,1,1,3,0,1,1,2,1,438,fold,0.75,0,0,0,380,360,1,8C 5S QH,0,0,0,1,1,12,12,5,1,8,0,9,0,1,0,0,9,7,16,0,2920,360,0.18276667594909668,False,0,6,20180801095556562,Early,0,12,9,9C 7H,michael4,360,360,3040,3040,any_raised,fold,2,E,40,150,0.2842465753424658,0.44532400951124995,0.3961081732050681,0.11778519968109194,check/call,0.16646137566137384,"[1, 0, 0, 0]",Flop,3,1,0,10,5,0.41379310344827586,-0.248
6,1,0,0,0,6,0,0,0,6,0,60000.0,check,0.75,0,0,0,40,30,1,,,,,,,,,,,,0,8,0,1,0,0,8,6,14,1,2920,20,0.1992967128753662,False,0,6,20180801095556562,Early,0,8,6,6H 8H,michael4,20,20,3550,2580,none,ml_fold,1,E,0,0,0.1923849206349099,0.394173772525785,0.30433027203223284,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,5,0.4,-0.28400000000000003
6,0,0,0,0,2,0,0,0,2,0,110,check,0.75,0,0,0,20,0,1,5H 7C TS,0,0,0,1,1,10,10,5,1,7,0,8,0,1,0,0,8,6,14,1,2900,0,0.22140812873840332,True,0,6,20180801095556562,Early,0,10,8,6H 8H,michael4,0,20,3530,3530,none,ml_call,1,E,20,70,0.4863636363636364,0.49294611041025077,0.6103175120827325,0.29397871572872647,none,0.1923849206349099,"[0, 1, 0, 0]",Flop,4,0,0,10,5,0.0,-0.248
