N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tight,tightness
9,3,2,3,0,9,0,2,3,6,0,60000.0,check,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,7,2,9,0,3000,20,0.30713605880737305,False,0,9,20180801121109371,Early,0,7,2,2C 7D,michael4,20,20,3000,2980,any_called,trash,6,L,0,0,0.06556481481481947,0.2475198373325215,0.2066511220943567,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,30,0.2222222222222222,True,-0.57
9,1,1,1,1,5,0,1,1,4,1,362,bet,0.75,334,0,20,1,8D 7C KS,0,2,8,1,1,13,13,7,1,7,0,9,0,0,0,0,7,2,9,0,2980,20,0.33289432525634766,False,0,9,20180801121109371,Early,1,7,13,2C 7D,michael4,20,20,2980,2960,any_raised,ml_raise,6,L,20,110,0.16160220994475138,0.35761746406299977,0.23816399405083888,0.09603739512993191,none,0.06556481481481947,"[0, 0, 1, 334]",Flop,1,0,0,10,30,0.13333333333333333,True,-0.20799999999999996
9,3,2,2,0,9,0,2,2,7,0,60000.0,bet,0.75,3110,0,70,1,,,,,,,,,,,,0,2,0,0,1,1,11,11,22,0,3110,20,0.24207210540771484,False,0,9,20180801121109371,Early,1,11,0,JS JC,michael4,20,20,2990,2940,any_called,ml_raise,5,M,0,0,0.2203074074074424,0.41445392222640814,0.4557172352320422,0,none,,"[0, 0, 1, 3110]",Deal,2,0,0,10,30,0.2222222222222222,True,-0.568
9,3,2,1,0,9,0,2,1,8,0,60000.0,check,0.75,0,0,70,1,,,,,,,,,,,,0,8,1,0,0,0,7,6,13,0,110,20,0.2371819019317627,False,0,9,20180801121109371,Early,0,7,6,7S 6D,michael4,20,20,6040,2960,any_called,ml_fold,4,M,0,0,0.10892407407408423,0.3115439297453694,0.28525793830996327,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,30,0.2222222222222222,False,-0.566
9,1,1,1,1,6,0,1,1,5,1,362,check,0.75,0,0,20,1,2H 4H TH,0,0,0,1,1,10,10,2,3,10,0,8,1,0,0,0,7,6,13,0,90,20,0.3025987148284912,False,0,9,20180801121109371,Early,0,10,7,7S 6D,michael4,20,20,2960,2940,any_raised,fold,4,M,20,130,0.017955801104972375,0.12838371166275986,0.04504511950189166,-0.09096827296911186,none,0.10892407407408423,"[0, 1, 0, 0]",Flop,3,0,0,10,30,0.11764705882352941,False,-0.20399999999999996
9,1,0,0,1,6,0,0,0,4,1,323,fold,0.75,0,0,70,1,2H 4H TH KC,0,0,0,2,1,13,13,2,3,10,0,8,1,0,0,0,7,6,13,0,70,70,0.2682769298553467,False,0,9,20180801121109371,Early,0,13,10,7S 6D,michael4,980,980,2940,1960,any_raised,fold,4,M,40,210,0.009287925696594427,0.09592528411659236,0.034472388647607446,-0.008667875408377948,none,0.017955801104972375,"[1, 0, 0, 0]",Turn,3,0,0,10,30,0.2,False,-0.2625424900530142
9,1,0,2,0,9,0,0,2,7,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,9,1,0,0,0,6,5,11,0,70,20,0.24851107597351074,False,0,9,20180801121109371,Early,0,6,5,5H 6D,michael4,20,20,6040,2920,all_folded,ml_fold,3,M,0,0,0.10348333333334288,0.3045891216960368,0.27527159796990763,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,30,0.4,False,-0.564
9,2,3,4,1,9,0,4,4,5,1,60000.0,check,0.75,0,20,160,1,,,,,,,,,,,,0,9,1,0,0,0,6,5,11,0,50,20,0.23046207427978516,False,0,9,20180801121109371,Early,0,6,5,5H 6D,michael4,40,20,6000,2910,any_raised,ml_fold,3,M,0,0,0.10348333333334288,0.3045891216960368,0.27527159796990763,0,check/call,,"[0, 1, 0, 0]",Deal,4,1,0,10,30,0.1111111111111111,False,-0.564
9,1,0,0,1,5,0,0,0,5,1,368,check,0.75,0,0,20,1,6H 6C 7D,0,2,7,0,2,6,7,6,1,6,0,9,1,0,0,0,6,5,11,0,30,20,0.3782057762145996,False,0,9,20180801121109371,Early,3,6,7,5H 6D,michael4,20,20,6000,2890,any_raised,ml_call,3,M,40,220,0.7880434782608695,0.3882352467323041,0.8705997080244605,0.6845601449275266,none,0.10348333333334288,"[0, 1, 0, 0]",Flop,4,0,0,10,30,0.07692307692307693,False,-0.20199999999999996
9,2,3,0,2,5,0,4,0,5,2,691,check,0.75,0,20,120,1,6H 6C 7D,0,2,7,0,2,6,7,6,1,6,0,9,1,0,0,0,6,5,11,0,10,10,0.2663757801055908,False,0,9,20180801121109371,Early,3,6,7,5H 6D,michael4,40,20,5960,2870,any_raised,ml_call,3,M,40,220,0.7648335745296672,0.397839296607728,0.8505023384230854,0.6613502411963242,check/call,0.10348333333334288,"[0, 1, 0, 0]",Flop,4,1,0,10,30,0.02857142857142857,False,-0.20199999999999996
