tableNumber,game_id,smallBlind,playerName,chips
181,20180801131459116,40,0ccd4d3880b4fd88d8d94a43e616e3d3,0
181,20180801131459116,40,c31baa6bd54bc9294551ed18677f1fa3,3143
181,20180801131459116,40,1ba38b109460e96fc633f5cb37561787,0
181,20180801131459116,40,1a6d659f3464bd85cccc0c1a797498e6,5500
181,20180801131459116,40,bc27038e43ce162166d5933d1cf071a3,0
181,20180801131459116,40,0b71ee9d8b21b7ba5740db9c31423d0c,0
181,20180801131459116,40,1f5d31178f1710d4e462ea6132907446,2790
181,20180801131459116,40,82274ccfb8eff7c812f34c5c81d01e34,0
181,20180801131459116,40,ea8bb19d0db6e3db8ef698b71fa02c00,15567
205,20180801132535794,80,44940fbfcd1d1dd162ea320e61f35c79,0
205,20180801132535794,80,1ba38b109460e96fc633f5cb37561787,0
205,20180801132535794,80,1f5d31178f1710d4e462ea6132907446,2570
205,20180801132535794,80,0b71ee9d8b21b7ba5740db9c31423d0c,8400
205,20180801132535794,80,82274ccfb8eff7c812f34c5c81d01e34,7030
205,20180801132535794,80,ea8bb19d0db6e3db8ef698b71fa02c00,0
