tableNumber,game_id,round_id,smallBlind,roundName,forced_bet,N_effective,blind_level,game_N,N,game_phase,Nnf,Nallin,first,hole,board,cards_rank1,cards_rank2,cards_rank_sum,cards_aces,cards_faces,cards_pair,cards_suit,cards_conn,cards_conn2,cards_category,hand_score0,hand_score1,hand_score2,chips,position,position_feature,pot,bet,minBet,cost_to_call,pot_sum,bet_sum,maxBet,NMaxBet,op_chips_max,op_chips_min,Nfold,Ncall,Nraise,self_Ncall,self_Nraise,prev_action,NRfold,NRcall,NRraise,op_resp,Nsim,prWin,prWinStd,prev_prWin,prWin_delta,tightness,aggresiveness,prWin_adj,logic,bet_minimum,bet_limit,thd_call,play,resp,action,amount,cputime
9,20180801101842058,1,10,Deal,0,5,1,5,5,Early,5,1,False,AC TC,,14,10,24,1,1,0,1,0,0,5,0,14,10,3000,D,L,0,0,3000,3000,0,3050,3000,1,2990,0,0,1,1,0,0,none,0,1,1,any_raised,60000.0,0.326090343915175,0.4687807926104246,,0,-0.186,0.75,0.413283571340714,michael4,3020,0,0.49586776859504134,ml_fold,"[1, 0, 0, 0]",fold,0,0.2379748821258545
