N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tight,tightness
9,2,4,3,1,9,0,4,3,6,1,60000.0,check,0.75,0,20,160,1,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,0,2980,20,0.2210547924041748,False,20,9,20180801180703435,Early,0,7,4,7C 4H,michael4,40,20,2980,2960,any_raised,trash,BB,B,0,0,0.08753148148148918,0.28261231613492166,0.23279421197483888,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,157,0.0,True,-0.5139999999999999
9,1,0,0,1,5,0,0,0,5,1,321,check,0.75,0,0,20,1,9C 6S 4S,0,0,0,0,1,9,9,4,2,6,0,9,0,0,0,0,7,4,11,0,2960,20,0.2731459140777588,False,0,9,20180801180703435,Early,1,4,9,7C 4H,michael4,20,20,2960,2940,any_raised,ml_fold,BB,B,40,220,0.16199376947040497,0.3489027035355118,0.27694863915004175,0.0744622879889158,none,0.08753148148148918,"[0, 1, 0, 0]",Flop,1,0,0,10,157,0.07692307692307693,True,-0.31200000000000006
9,1,1,1,3,5,0,2,1,4,3,660,fold,0.75,0,20,160,1,9C 6S 4S,0,0,0,0,1,9,9,4,2,6,0,9,0,0,0,0,7,4,11,0,2940,60,0.2726418972015381,False,0,9,20180801180703435,Early,1,4,9,7C 4H,michael4,80,60,2940,2880,any_raised,ml_fold,BB,B,40,220,0.17272727272727273,0.3626691682785217,0.290666806191328,0.08519579124578355,check/call,0.08753148148148918,"[1, 0, 0, 0]",Flop,1,1,0,10,157,0.13636363636363635,True,-0.31200000000000006
9,1,0,6,1,9,0,0,6,3,1,60000.0,fold,0.75,0,10,70,1,,,,,,,,,,,,0,9,0,0,0,0,13,2,15,0,2930,30,0.22151494026184082,False,10,9,20180801180703435,Early,0,13,2,2H KS,michael4,40,30,3500,2940,any_raised,trash,SB,B,0,0,0.10094444444445633,0.30125514697720335,0.25518707969678445,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,157,0.2,True,-0.5119999999999999
9,1,2,3,1,9,0,2,3,6,1,60000.0,fold,0.75,0,0,110,1,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,0,2930,40,0.21093082427978516,False,0,9,20180801180703435,Early,0,13,4,4H KC,michael4,40,40,3550,2910,any_raised,trash,D,L,0,0,0.10741481481482834,0.3096399075912607,0.26533116768637127,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,157,0.26666666666666666,True,-0.5099999999999999
8,2,1,2,1,8,0,1,2,6,1,60000.0,fold,0.75,0,0,110,1,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,0,2930,40,0.22115302085876465,False,0,9,20180801180703435,Early,0,10,7,TS 7H,michael4,40,40,10240,710,any_raised,trash,5,L,0,0,0.125990277777776,0.3318384059798607,0.25806196335776055,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,157,0.26666666666666666,True,-0.3979999999999999
8,2,1,0,2,8,0,1,0,8,2,60000.0,fold,0.75,0,0,230,1,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,1,2930,80,0.21994590759277344,False,0,9,20180801180703435,Early,0,13,4,4S KS,michael4,80,80,10200,860,any_raised,trash,4,M,0,0,0.16524953703703826,0.3714056105473944,0.31381178125599596,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,157,0.25806451612903225,True,-0.3999999999999999
7,2,1,0,0,7,0,1,0,7,0,60000.0,check,0.75,0,0,50,1,,,,,,,,,,,,1,7,0,0,0,0,14,4,18,0,2930,20,0.21990704536437988,False,0,9,20180801180703435,Early,0,14,4,4C AS,michael4,20,20,10120,1150,any_called,trash,2,E,0,0,0.16868948412697518,0.3744774253168676,0.2780368923195005,0,none,,"[0, 1, 0, 0]",Deal,6,0,0,10,157,0.2857142857142857,True,-0.2919999999999999
7,1,0,0,1,5,0,0,0,5,1,321,check,0.75,0,0,20,1,AD 6H 9H,1,0,0,1,1,14,14,6,2,9,1,7,0,0,0,0,14,4,18,0,2910,20,0.26916074752807617,False,0,9,20180801180703435,Early,1,14,9,4C AS,michael4,20,20,10100,1130,any_raised,ml_fold,2,E,20,130,0.470404984423676,0.480033901165314,0.6311227084582053,0.3017155002967008,none,0.16868948412697518,"[0, 1, 0, 0]",Flop,6,0,0,10,157,0.11764705882352941,True,-0.32200000000000006
7,1,2,0,3,5,0,3,0,5,3,652,fold,0.75,0,20,1820,1,AD 6H 9H,1,0,0,1,1,14,14,6,2,9,1,7,0,0,0,0,14,4,18,0,2890,700,0.26289796829223633,False,0,9,20180801180703435,Early,1,14,9,4C AS,michael4,720,700,9740,770,any_raised,ml_fold,2,E,20,130,0.4532208588957055,0.4766906778468534,0.6135146814298446,0.28453137476873036,check/call,0.16868948412697518,"[1, 0, 0, 0]",Flop,6,1,0,10,157,0.2641509433962264,True,-0.32200000000000006
6,1,0,0,0,6,0,0,0,6,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,7,0,0,1,0,13,10,23,0,2890,20,0.22587895393371582,False,0,9,20180801180703435,Early,0,13,10,TS KH,michael4,20,20,7820,2330,none,trash,1,E,0,0,0.23789060846559595,0.42579181165149765,0.31453313456286547,0,none,,"[0, 1, 0, 0]",Deal,7,0,0,10,157,0.4,True,-0.1799999999999999
6,2,2,2,1,6,0,3,2,4,1,60000.0,check,0.75,0,20,120,1,,,,,,,,,,,,0,7,0,0,1,0,13,10,23,0,2870,20,0.21400117874145508,False,0,9,20180801180703435,Early,0,13,10,TS KH,michael4,40,20,7170,2300,any_raised,trash,1,E,0,0,0.23789060846559595,0.42579181165149765,0.31453313456286547,0,check/call,,"[0, 1, 0, 0]",Deal,7,1,0,10,157,0.14285714285714285,True,-0.1799999999999999
6,1,0,0,2,4,0,0,0,4,2,335,fold,0.75,0,0,150,1,QS 7H 3D,0,0,0,1,1,12,12,3,1,3,0,7,0,0,1,0,13,10,23,0,2850,100,0.2673013210296631,False,0,9,20180801180703435,Early,0,13,12,TS KH,michael4,100,100,7150,2250,any_raised,fold,1,E,40,160,0.21940298507462686,0.40564627115816326,0.3534878377985893,-0.0184876233909691,none,0.23789060846559595,"[1, 0, 0, 0]",Flop,7,0,0,10,157,0.24390243902439024,True,-0.32400000000000007
6,2,1,3,1,6,0,1,3,3,1,60000.0,fold,0.75,0,40,760,2,,,,,,,,,,,,0,3,0,0,1,0,13,12,25,0,2810,320,0.22305917739868164,False,40,9,20180801180703435,Early,0,13,12,QS KD,michael4,360,320,6790,3650,any_raised,ml_fold,BB,B,0,0,0.2633769841269817,0.4404651499939096,0.34177978082589755,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,157,0.25925925925925924,True,-0.1779999999999999
6,2,1,3,0,6,0,1,3,3,0,60000.0,check,0.75,0,20,100,2,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,1,2790,20,0.21879863739013672,False,20,9,20180801180703435,Early,0,7,3,7H 3H,michael4,40,20,7510,3610,any_called,trash,SB,B,0,0,0.15086759259259644,0.3579197704764446,0.21386147219645063,0,none,,"[0, 1, 0, 0]",Deal,9,0,0,20,157,0.0,True,-0.1759999999999999
6,0,0,0,0,3,0,0,0,3,0,103,check,0.75,0,0,0,2,QD 2S 4S,0,0,0,1,1,12,12,2,2,4,0,9,0,0,0,0,7,3,10,1,2770,0,0.27150893211364746,True,0,9,20180801180703435,Early,0,12,7,7H 3H,michael4,0,40,7510,3610,none,ml_fold,SB,B,40,120,0.08737864077669903,0.28238911790774734,0.18000227145044018,-0.06348895181589741,none,0.15086759259259644,"[0, 1, 0, 0]",Flop,9,0,0,20,157,0.0,True,-0.32800000000000007
6,1,0,1,1,3,0,1,1,2,1,465,fold,0.75,0,0,360,2,QD 2S 4S,0,0,0,1,1,12,12,2,2,4,0,9,0,0,0,0,7,3,10,1,2770,360,0.2681121826171875,False,0,9,20180801180703435,Early,0,12,7,7H 3H,michael4,360,360,7150,7150,any_raised,fold,SB,B,40,120,0.07204301075268817,0.25542104871871807,0.1568504000951577,-0.07882458183990827,check/call,0.15086759259259644,"[1, 0, 0, 0]",Flop,9,1,0,20,157,0.42857142857142855,True,-0.32800000000000007
6,1,0,2,1,6,0,0,2,4,1,60000.0,fold,0.75,0,0,2100,2,,,,,,,,,,,,1,6,0,0,0,0,14,8,22,1,2770,2040,0.21509003639221191,False,0,9,20180801180703435,Early,0,14,8,8S AS,michael4,2040,2040,7780,930,any_raised,ml_fold,D,L,0,0,0.2516242063491844,0.43394638508498656,0.32713087735397206,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,157,0.4927536231884058,True,-0.1739999999999999
6,2,1,1,0,6,0,1,1,5,0,60000.0,check,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,2770,40,0.22826910018920898,False,0,9,20180801180703435,Early,0,11,9,9D JC,michael4,40,40,7760,2990,any_called,trash,3,L,0,0,0.2030281746031661,0.4022533218265231,0.27221574595732806,0,none,,"[0, 1, 0, 0]",Deal,11,0,0,20,157,0.2857142857142857,True,-0.1719999999999999
6,1,0,0,1,3,0,0,0,3,1,334,check,0.75,0,0,40,2,KC JH QH,0,3,13,3,1,13,13,11,2,12,0,9,0,1,0,0,11,9,20,0,2730,40,0.2922859191894531,False,0,9,20180801180703435,Early,1,11,13,9D JC,michael4,40,40,7570,3530,any_raised,ml_call,3,L,40,180,0.3967065868263473,0.47760122056456,0.5591256799555147,0.1936784122231812,none,0.2030281746031661,"[0, 1, 0, 0]",Flop,11,0,0,20,157,0.15384615384615385,True,-0.3320000000000001
6,1,0,0,1,3,0,0,0,2,1,327,check,0.75,0,0,40,2,KC JH QH JS,0,3,13,4,2,11,13,11,2,12,0,9,0,1,0,0,11,9,20,0,2690,40,0.28204894065856934,False,0,9,20180801180703435,Early,3,11,13,9D JC,michael4,40,40,3490,3490,any_raised,ml_call,3,L,80,260,0.8394495412844036,0.34455618271952154,0.9643536274310069,0.44274295445805634,none,0.3967065868263473,"[0, 1, 0, 0]",Turn,11,0,0,20,157,0.11764705882352941,True,-0.3402307580570401
6,1,0,0,1,3,0,0,0,2,1,324,bet,0.75,208,0,40,2,KC JH QH JS 7D,0,3,13,4,2,11,13,7,2,12,0,9,0,1,0,0,11,9,20,0,2650,40,0.2995870113372803,False,0,9,20180801180703435,Early,3,11,13,9D JC,michael4,40,40,3450,3450,any_raised,ml_raise,3,L,120,340,0.8950617283950617,0.29097589504673277,1.0149627927133007,0.05561218711065807,none,0.8394495412844036,"[0, 0, 1, 208]",River,11,0,0,20,157,0.09523809523809523,True,-0.3912276950232352
6,1,0,0,2,3,0,0,0,2,3,641,check,0.75,0,208,624,2,KC JH QH JS 7D,0,3,13,4,2,11,13,7,2,12,0,9,0,1,0,0,11,9,20,0,2442,208,0.29392290115356445,False,0,9,20180801180703435,Early,3,11,13,9D JC,michael4,416,208,3074,3074,any_reraised,ml_call,3,L,120,340,0.8806552262090483,0.3075242714695696,1.0074888065328815,0.041205684924644714,bet/raise/allin,0.8394495412844036,"[0, 1, 0, 0]",River,11,0,1,20,157,0.17747440273037543,True,-0.3912276950232352
6,2,1,0,0,6,0,1,0,6,0,60000.0,check,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,1,0,0,6,4,10,0,3406,40,0.22458219528198242,False,0,9,20180801180703435,Early,0,6,4,4C 6H,michael4,40,40,7760,2160,any_called,trash,2,E,0,0,0.13462169312170374,0.34131904849092376,0.19264593136516076,0,none,,"[0, 1, 0, 0]",Deal,12,0,0,20,157,0.2857142857142857,True,-0.1699999999999999
6,2,2,3,1,6,0,3,3,3,1,60000.0,fold,0.75,0,40,820,2,,,,,,,,,,,,0,9,0,1,0,0,6,4,10,0,3366,320,0.2770400047302246,False,0,9,20180801180703435,Early,0,6,4,4C 6H,michael4,360,320,7210,2714,any_raised,trash,2,E,0,0,0.13462169312170374,0.34131904849092376,0.19264593136516076,0,check/call,,"[1, 0, 0, 0]",Deal,12,1,0,20,157,0.2807017543859649,True,-0.1699999999999999
6,1,0,0,0,6,0,0,0,6,0,60000.0,check,0.75,0,0,60,2,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,3366,40,0.22168803215026855,False,0,9,20180801180703435,Early,0,8,7,7C 8S,michael4,40,40,8390,2140,none,trash,1,E,0,0,0.1678727513227498,0.3737532483953551,0.23066329705316943,0,none,,"[0, 1, 0, 0]",Deal,13,0,0,20,157,0.4,True,-0.1679999999999999
6,0,0,1,0,3,0,0,1,2,0,355,check,0.75,0,0,0,2,TS 6H 3H,0,0,0,1,1,10,10,3,2,6,0,8,1,0,0,0,8,7,15,0,3326,0,0.2921626567840576,True,0,9,20180801180703435,Early,0,10,8,7C 8S,michael4,0,40,8350,8350,all_folded,ml_fold,1,E,40,140,0.27323943661971833,0.44085631988526736,0.4229686849845904,0.10536668529696852,none,0.1678727513227498,"[0, 1, 0, 0]",Flop,13,0,0,20,157,0.0,True,-0.3360000000000001
6,3,2,3,0,6,0,2,3,3,0,60000.0,check,0.75,0,80,240,3,,,,,,,,,,,,0,8,1,0,0,0,7,6,13,0,3386,0,0.2328798770904541,False,80,9,20180801180703435,Early,0,7,6,6H 7S,michael4,80,0,8270,2234,any_called,trash,BB,B,0,0,0.1558227513227553,0.3626872226767329,0.21602883028709294,0,none,,"[0, 1, 0, 0]",Deal,14,0,0,40,157,-0.3333333333333333,True,-0.1659999999999999
6,0,0,1,0,3,0,0,1,2,0,348,check,0.75,0,0,0,3,QD 2D 8S,0,0,0,1,1,12,12,2,2,12,0,8,1,0,0,0,7,6,13,0,3386,0,0.2712368965148926,True,0,9,20180801180703435,Early,0,12,8,6H 7S,michael4,0,80,8270,8270,all_folded,ml_fold,BB,B,80,240,0.10632183908045977,0.29797894552327325,0.2105100337643156,-0.04950091224229554,none,0.1558227513227553,"[0, 1, 0, 0]",Flop,14,0,0,40,157,0.0,True,-0.3380000000000001
