N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tight,tightness
10,1,0,0,1,10,0,0,0,10,1,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,1,3000,40,0.24707317352294922,False,0,10,20180801191802747,Early,0,7,3,3H 7H,michael4,40,40,3000,2960,any_raised,trash,2,E,0,0,0.09233111111111113,0.28949279271183725,0.2735535993487212,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,338,0.36363636363636365,True,-0.6259999999999999
10,1,0,0,0,10,0,0,0,10,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,7,0,1,1,0,12,10,22,0,3000,20,0.24663090705871582,False,0,10,20180801191802747,Early,0,12,10,QS TH,michael4,20,20,3250,2900,none,trash,1,E,0,0,0.13010055555555494,0.3364140321087854,0.340022911591437,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,338,0.4,True,-0.6239999999999999
10,1,2,5,2,10,0,3,5,5,2,60000.0,fold,0.75,0,20,530,1,,,,,,,,,,,,0,7,0,1,1,0,12,10,22,0,2980,220,0.23981213569641113,False,0,10,20180801191802747,Early,0,12,10,QS TH,michael4,240,220,2880,2720,any_raised,trash,1,E,0,0,0.13010055555555494,0.3364140321087854,0.340022911591437,0,check/call,,"[1, 0, 0, 0]",Deal,2,1,0,10,338,0.29333333333333333,True,-0.6239999999999999
10,7,6,3,0,10,0,6,3,7,0,60000.0,check,0.75,0,20,140,1,,,,,,,,,,,,1,6,0,0,0,0,14,7,21,1,2960,0,0.2661898136138916,False,20,10,20180801191802747,Early,0,14,7,AD 7D,michael4,20,0,4980,2700,any_called,ml_fold,BB,B,0,0,0.14452749999999973,0.35162380713448543,0.36323750803764965,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,338,-0.14285714285714285,True,-0.6219999999999999
10,0,1,0,0,7,0,1,0,7,0,346,check,0.75,0,0,0,1,JC 8S AS,1,0,0,2,1,14,14,8,2,14,1,6,0,0,0,0,14,7,21,1,2960,0,0.2797579765319824,True,0,10,20180801191802747,Early,1,14,11,AD 7D,michael4,0,20,4980,2700,any_called,ml_fold,BB,B,20,140,0.30057803468208094,0.4320043945344779,0.5710985870261422,0.15605053468208122,none,0.14452749999999973,"[0, 1, 0, 0]",Flop,3,0,0,10,338,0.0,True,-0.5900000000000003
10,1,1,5,1,7,0,2,5,2,1,674,check,0.75,0,0,20,1,JC 8S AS,1,0,0,2,1,14,14,8,2,14,1,6,0,0,0,0,14,7,21,1,2960,20,0.27343201637268066,False,0,10,20180801191802747,Early,1,14,11,AD 7D,michael4,20,20,2920,2920,any_raised,ml_call,BB,B,20,140,0.35237388724035607,0.4531369971112076,0.6342225937877468,0.20784638724035634,check/call,0.14452749999999973,"[0, 1, 0, 0]",Flop,3,1,0,10,338,0.1111111111111111,True,-0.5900000000000003
10,0,0,0,0,7,0,0,0,2,0,55,check,0.75,0,0,0,1,JC 8S AS 9S,1,2,9,2,1,14,14,8,3,14,1,6,0,0,0,0,14,7,21,1,2940,0,0.2971808910369873,True,0,10,20180801191802747,Early,1,14,11,AD 7D,michael4,0,20,2920,2920,none,ml_call,BB,B,40,180,0.05454545454545454,0.15587661999529312,0.18866702385744707,-0.2978284326949015,none,0.35237388724035607,"[0, 1, 0, 0]",Turn,3,0,0,10,338,0.0,True,-0.5906075801826859
10,1,0,0,1,7,1,1,0,2,1,373,fold,0.75,0,0,2920,1,JC 8S AS 9S,1,2,9,2,1,14,14,8,3,14,1,6,0,0,0,0,14,7,21,1,2940,2920,0.27920007705688477,False,0,10,20180801191802747,Early,1,14,11,AD 7D,michael4,2920,2920,0,0,any_raised,fold,BB,B,40,180,0.14343163538873996,0.3159863665457935,0.3504469653192246,-0.2089422518516161,check/call,0.35237388724035607,"[1, 0, 0, 0]",Turn,3,1,0,10,338,0.4850498338870432,True,-0.5906075801826859
10,7,6,2,0,10,0,6,2,8,0,60000.0,check,0.75,0,10,150,1,,,,,,,,,,,,0,9,0,0,0,0,12,8,20,0,2930,10,0.26288390159606934,False,10,10,20180801191802747,Early,0,12,8,QS 8C,michael4,20,10,4960,1230,any_called,trash,SB,B,0,0,0.09218999999999984,0.2892939748767676,0.2715522644235957,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,338,0.0,True,-0.6199999999999999
10,0,0,0,0,8,0,0,0,8,0,99,check,0.75,0,0,0,1,6D 6H 7C,0,2,7,0,2,6,7,6,1,7,0,9,0,0,0,0,12,8,20,0,2920,0,0.2597229480743408,True,0,10,20180801191802747,Early,1,6,12,QS 8C,michael4,0,20,4960,1230,none,ml_fold,SB,B,20,160,0.030303030303030304,0.17141982574219336,0.13109788783944004,-0.06188696969696954,none,0.09218999999999984,"[0, 1, 0, 0]",Flop,4,0,0,10,338,0.0,True,-0.5880000000000003
