N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tight,tightness
8,1,0,1,0,8,0,0,1,7,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,6,0,0,0,1,2,2,4,0,3000,20,0.21769380569458008,False,0,8,20180801135233855,Early,1,2,0,2C 2S,michael4,20,20,3000,2980,all_folded,ml_fold,2,E,0,0,0.13580925925926035,0.34258590799785005,0.312583587786151,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,275,0.4,True,-0.516
8,1,1,5,1,8,1,2,5,3,1,60000.0,fold,0.75,0,20,3070,1,,,,,,,,,,,,0,6,0,0,0,1,2,2,4,0,2980,2980,0.20406293869018555,False,0,8,20180801135233855,Early,1,2,0,2C 2S,michael4,3000,2980,2980,0,any_raised,ml_fold,2,E,0,0,0.13580925925926035,0.34258590799785005,0.312583587786151,0,check/call,,"[1, 0, 0, 0]",Deal,1,1,0,10,275,0.4925619834710744,True,-0.516
7,1,0,0,0,7,0,0,0,7,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,10,3,13,1,2980,20,0.2273719310760498,False,0,8,20180801135233855,Early,0,10,3,TH 3H,michael4,20,20,6050,2970,none,trash,1,E,0,0,0.14628115079362722,0.3533878545113277,0.28975661972522626,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,275,0.4,True,-0.406
7,1,0,5,1,7,1,1,5,2,1,60000.0,fold,0.75,0,20,3030,1,,,,,,,,,,,,0,9,0,0,0,0,10,3,13,1,2960,2960,0.21163105964660645,False,0,8,20180801135233855,Early,0,10,3,TH 3H,michael4,6050,6030,0,0,any_raised,trash,1,E,0,0,0.14628115079362722,0.3533878545113277,0.28975661972522626,0,check/call,,"[1, 0, 0, 0]",Deal,2,1,0,10,275,0.4941569282136895,True,-0.406
7,3,2,3,1,7,0,2,3,4,1,60000.0,check,0.75,0,20,150,1,,,,,,,,,,,,0,9,0,0,0,0,9,4,13,0,2940,20,0.21735191345214844,False,20,8,20180801135233855,Early,0,9,4,4C 9D,michael4,40,20,6060,2930,any_raised,trash,BB,B,0,0,0.10044246031744204,0.30058904251955215,0.2224816115803802,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,275,0.0,True,-0.406
7,0,0,0,0,4,0,0,0,4,0,78,check,0.75,0,0,0,1,AD TH 6C,1,0,0,2,1,14,14,6,1,6,0,9,0,0,0,0,9,4,13,0,2920,0,0.2602081298828125,True,0,8,20180801135233855,Early,0,14,10,4C 9D,michael4,0,20,6060,2930,none,ml_fold,BB,B,40,170,0.09615384615384616,0.2780160056692493,0.16926476941837426,-0.004288614163595883,none,0.10044246031744204,"[0, 1, 0, 0]",Flop,3,0,0,10,275,0.0,True,-0.248
7,1,0,2,1,4,1,1,2,2,1,428,fold,0.75,0,0,2920,1,AD TH 6C,1,0,0,2,1,14,14,6,1,6,0,9,0,0,0,0,9,4,13,0,2920,2920,0.25736308097839355,False,0,8,20180801135233855,Early,0,14,10,4C 9D,michael4,6060,6060,0,0,any_raised,fold,BB,B,40,170,0.07710280373831775,0.26010245769083373,0.14325791886615258,-0.02333965657912429,check/call,0.10044246031744204,"[1, 0, 0, 0]",Flop,3,1,0,10,275,0.4858569051580699,True,-0.248
7,5,4,1,0,7,0,4,1,6,0,60000.0,check,0.75,0,10,110,1,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,0,2910,10,0.21819305419921875,False,10,8,20180801135233855,Early,0,9,3,9D 3H,michael4,20,10,6210,2910,any_called,trash,SB,B,0,0,0.09617519841268246,0.29483135793698,0.2152870670192224,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,275,0.0,True,-0.404
7,1,4,5,1,7,1,5,5,2,1,60000.0,fold,0.75,0,20,3020,1,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,0,2900,2900,0.2151799201965332,False,0,8,20180801135233855,Early,0,9,3,9D 3H,michael4,6230,6210,0,0,any_raised,trash,SB,B,0,0,0.09617519841268246,0.29483135793698,0.2152870670192224,0,check/call,,"[1, 0, 0, 0]",Deal,4,1,0,10,275,0.48986486486486486,True,-0.404
7,5,4,0,0,7,0,4,0,7,0,60000.0,check,0.75,0,0,110,1,,,,,,,,,,,,0,9,0,0,0,0,12,9,21,0,2900,20,0.22098517417907715,False,0,8,20180801135233855,Early,0,12,9,9H QD,michael4,20,20,6320,2890,any_called,trash,D,L,0,0,0.1757674603174574,0.38062220141632364,0.32877758528681955,0,none,,"[0, 1, 0, 0]",Deal,5,0,0,10,275,0.15384615384615385,True,-0.402
