round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,9,9,deal,False,♣5 ♥3,,60000,0.0913222222222292,0.27777076772063974,1000,0,3000,0,0,0,20,20,20,2,0.14749524574751616,62.9832419980316,0,-9.67533279767387,-0.7050095085049677,fold,0,0.41326308250427246
2,0,9,9,deal,False,♣10 ♠4,,60000,0.08671481481482343,0.26741223743452314,1000,0,3000,0,0,0,20,20,20,1,0.14018398668986748,59.61273076637702,0,-12.990800665506626,-0.719632026620265,fold,0,0.4253809452056885
3,0,9,4,deal,False,♠9 ♦6,,60000,0.09807962962964015,0.28308782697567586,980,0,2980,0,20,20,20,40,40,3,0.15310275243759516,65.15071068976069,-20,4.496440390015227,-0.6937944951248096,check,0,0.41120290756225586
3,1,9,3,flop,True,♠9 ♦6,♦2 ♣2 ♠K,360,0.0125,0.10129371484286015,960,0,2960,40,0,40,20,60,0,9,0.03706964422451705,24.279580881558473,0,-13.327464039586932,-0.9258607115509659,fold,0,1.2593789100646973
4,0,9,6,deal,False,♦4 ♣K,,60000,0.10741481481482834,0.2926227840526617,950,0,2950,0,10,10,61,71,71,2,0.16314999818125528,69.1267625984901,-10,-13.197050532892206,-0.6737000036374894,fold,0,0.41353869438171387
5,0,9,7,deal,False,♠6 ♠K,,60000,0.15474074074075822,0.34586280928715113,950,0,2950,0,0,0,40,40,40,4,0.21803077822145214,95.45217842707102,0,10.147078990933991,-0.5639384435570958,check,0,0.41751623153686523
5,1,9,5,flop,False,♠6 ♠K,♣J ♥8 ♣Q,868,0.03917050691244239,0.182789244616203,910,0,2910,40,0,40,537,577,537,1,0.08211768867937264,54.14491417241491,0,-415.87640919792534,-0.8357646226412547,fold,0,1.3134198188781738
6,0,9,7,deal,False,♦3 ♠9,,60000,0.07330740740741394,0.24748007264456695,910,0,2910,0,0,0,59,59,59,2,0.11761627974952216,47.90526392341714,0,-29.948778901868028,-0.7647674405009557,fold,0,0.41277289390563965
7,0,9,9,deal,False,♠A ♣2,,60000,0.12154074074075691,0.3089178885880975,910,0,2910,0,0,0,51,51,51,2,0.1754552549065057,73.86076351235224,0,-8.364373057719114,-0.6490894901869886,fold,0,0.463731050491333
8,0,9,9,deal,False,♠4 ♦9,,60000,0.07690740740741435,0.25320558486787376,910,0,2910,0,0,0,40,40,40,3,0.12220296810485928,49.90052979183279,0,-16.781436060076736,-0.7555940637902814,fold,0,0.41455578804016113
9,0,9,7,deal,False,♣5 ♠9,,60000,0.08745185185186077,0.2686245289932019,910,0,2910,0,0,0,20,20,20,1,0.13688866283010293,56.35984845062453,0,-13.155566858494854,-0.7262226743397941,fold,0,0.4118068218231201
