tableNumber,game_id,round_id,smallBlind,playerName,isHuman,isOnline,isSurvive,chips,reloadCount,folded,allIn,position,cards,board,rank,message,winMoney
152,20180806130353276,1,10,33ab1cf4367bea294d32cc233bb56c01,False,True,True,3000,0,True,False,1,7H 9C,8H 9D JH AC 6H,16.2336,Pair,0.0
152,20180806130353276,1,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,True,3000,0,True,False,2,3S 5D,8H 9D JH AC 6H,8.036,High Card,0.0
152,20180806130353276,1,10,f74a71042edca15300ce83d4cfc36193,False,True,True,2920,0,False,False,3,4S KC,8H 9D JH AC 6H,8.1376,High Card,0.0
152,20180806130353276,1,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,3180,0,False,False,D,4D AS,8H 9D JH AC 6H,21.0352,Pair,260.0
152,20180806130353276,1,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2980,0,True,False,SB,TS 3D,8H 9D JH AC 6H,8.048,High Card,0.0
152,20180806130353276,1,10,26c59f394dc2ed42baa8af3e33311a44,False,True,True,2920,0,False,False,BB,9S QC,8H 9D JH AC 6H,16.2816,Pair,0.0
152,20180806130353276,2,10,33ab1cf4367bea294d32cc233bb56c01,False,True,True,2920,0,False,False,BB,JS QC,KD JH KS 6C TH,86.0512,Two Pair,0.0
152,20180806130353276,2,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,True,3120,0,False,False,1,2C KC,KD JH KS 6C TH,111.0384,Three of a Kind,200.0
152,20180806130353276,2,10,f74a71042edca15300ce83d4cfc36193,False,True,True,2840,0,False,False,2,8H 6D,KD JH KS 6C TH,81.0256,Two Pair,0.0
152,20180806130353276,2,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,3100,0,False,False,3,5H 5D,KD JH KS 6C TH,80.0256,Two Pair,0.0
152,20180806130353276,2,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2980,0,True,False,D,7S 4S,KD JH KS 6C TH,20.04,Pair,0.0
152,20180806130353276,2,10,26c59f394dc2ed42baa8af3e33311a44,False,True,True,3040,0,False,False,SB,KH 9H,KD JH KS 6C TH,111.0384,Three of a Kind,200.0
152,20180806130353276,3,10,33ab1cf4367bea294d32cc233bb56c01,False,True,True,2900,0,True,False,SB,AH 3C,5C 9D 7D 8H 8C,15.2128,Pair,0.0
152,20180806130353276,3,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,True,3300,0,False,False,BB,AC AS,5C 9D 7D 8H 8C,94.0064,Two Pair,260.0
152,20180806130353276,3,10,f74a71042edca15300ce83d4cfc36193,False,True,True,2760,0,False,False,1,TC QD,5C 9D 7D 8H 8C,15.0704,Pair,0.0
152,20180806130353276,3,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,3020,0,False,False,2,7S 4H,5C 9D 7D 8H 8C,42.0064,Two Pair,0.0
152,20180806130353276,3,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2980,0,True,False,3,QH 2D,5C 9D 7D 8H 8C,15.0592,Pair,0.0
152,20180806130353276,3,10,26c59f394dc2ed42baa8af3e33311a44,False,True,True,3040,0,True,False,D,4D 2S,5C 9D 7D 8H 8C,15.0084,Pair,0.0
152,20180806130353276,4,10,33ab1cf4367bea294d32cc233bb56c01,False,True,True,2900,0,True,False,D,7S QD,QC TH QS 6C 8C,110.016,Three of a Kind,0.0
152,20180806130353276,4,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,True,3290,0,True,False,SB,4S 6H,QC TH QS 6C 8C,71.0128,Two Pair,0.0
152,20180806130353276,4,10,f74a71042edca15300ce83d4cfc36193,False,True,True,2830,0,False,False,BB,9S JS,QC TH QS 6C 8C,120.0,Straight,150.0
152,20180806130353276,4,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,2960,0,True,False,1,KC 2H,QC TH QS 6C 8C,19.1184,Pair,0.0
152,20180806130353276,4,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2980,0,True,False,2,2S 8S,QC TH QS 6C 8C,73.0128,Two Pair,0.0
152,20180806130353276,4,10,26c59f394dc2ed42baa8af3e33311a44,False,True,True,3040,0,True,False,3,9H 5S,QC TH QS 6C 8C,19.0224,Pair,0.0
152,20180806130353276,5,10,33ab1cf4367bea294d32cc233bb56c01,False,True,True,2880,0,True,False,3,5C AD,4D 9H 3C 4S 6S,11.212,Pair,0.0
152,20180806130353276,5,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,True,3270,0,True,False,D,KD 2S,4D 9H 3C 4S 6S,11.1096,Pair,0.0
152,20180806130353276,5,10,f74a71042edca15300ce83d4cfc36193,False,True,True,2930,0,False,False,SB,AS 2H,4D 9H 3C 4S 6S,11.212,Pair,180.0
152,20180806130353276,5,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,2900,0,True,False,BB,JH KS,4D 9H 3C 4S 6S,11.1344,Pair,0.0
152,20180806130353276,5,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2980,0,True,False,1,8D AH,4D 9H 3C 4S 6S,11.2144,Pair,0.0
152,20180806130353276,5,10,26c59f394dc2ed42baa8af3e33311a44,False,True,True,3040,0,True,False,2,TD 2C,4D 9H 3C 4S 6S,11.02,Pair,0.0
152,20180806130353276,6,10,33ab1cf4367bea294d32cc233bb56c01,False,True,True,2860,0,True,False,2,KH 7C,TH 5D 4S 2S 6D,7.0156,High Card,0.0
152,20180806130353276,6,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,True,3270,0,True,False,3,3S JS,TH 5D 4S 2S 6D,114.0,Straight,0.0
