N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
8,3,2,1,0,8,0,2,1,7,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,1,0,0,7,5,12,0,3000,20,0.15097594261169434,False,0,8,20180806124831083,Early,1,7,0,7,5,1,7,7H 5D,michael5,20,20,3000,2988.3333333333335,2980,any_called,,4,M,0,0,0.10894953703703608,,0.31157589030034333,0.3201979906606689,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6780000000000002
8,1,0,2,0,8,0,0,2,6,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,7,1,0,0,0,8,7,15,1,3000,20,0.1659841537475586,False,0,8,20180806124831083,Early,2,8,0,8,7,2,8,7S 8S,michael5,20,20,2980,2864.0,2780,all_folded,,3,M,0,0,0.16457916666666533,,0.3708003028126748,0.41672337257928427,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6800000000000002
8,1,0,1,0,8,0,0,1,7,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,1,0,0,7,5,12,0,3000,20,0.16365909576416016,False,0,8,20180806124831083,Early,1,7,0,7,5,1,7,7C 5H,michael5,20,20,3630,2995.0,1730,all_folded,,2,E,0,0,0.10894953703703608,,0.31157589030034333,0.32144429422187026,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6820000000000002
8,1,0,0,0,8,0,0,0,8,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,1,0,0,6,4,10,0,3000,20,0.18018603324890137,False,0,8,20180806124831083,Early,1,6,0,6,4,1,6,6S 4C,michael5,20,20,3620,2995.714285714286,2180,none,,1,E,0,0,0.10539212962962843,,0.3070580216209308,0.31541981641834516,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6840000000000002
8,1,6,0,1,8,0,6,0,8,1,60000.0,fold,0.75,0,20,180,1,,,,,,,,,,,,0,9,0,0,0,0,5,3,8,0,2980,20,0.1717989444732666,False,20,8,20180806124831083,Early,1,5,0,5,3,1,5,3D 5H,michael5,40,20,5738,2977.1428571428573,1606,any_raised,,BB,B,0,0,0.09961759259259227,,0.29948944528755694,0.3050673520598564,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6860000000000002
8,5,4,2,0,8,0,4,2,6,0,60000.0,check,0.75,0,10,110,1,,,,,,,,,,,,0,9,0,0,0,0,12,2,14,0,2970,10,0.16213583946228027,False,10,8,20180806124831083,Early,1,12,0,12,2,1,12,QS 2C,michael5,20,10,5698,3158.8,2120,any_called,,SB,B,0,0,0.10213888888888828,,0.3028308707272619,0.3104865279492445,0,none,,"[0, 1, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6880000000000002
8,0,0,0,0,6,0,0,0,6,0,81,check,0.75,0,0,0,1,3C AD 5S,1,0,0,1,1,14,14,3,1,3,0,9,0,0,0,0,12,2,14,0,2960,0,0.29306507110595703,True,0,8,20180806124831083,Early,0,0,0,14,12,2,3,QS 2C,michael5,0,20,5698,3158.8,2120,none,fold/check,SB,B,20,120,0.07407407407407407,0.08271822352129256,0.2618914004394621,0.17097389223667508,-0.02806481481481421,none,0.10213888888888828,"[0, 1, 0, 0]",Flop,6,0,0,10,,,,,120,0.0,True,-0.3700000000000001
8,2,1,3,1,6,0,2,3,3,1,418,fold,0.75,0,0,40,1,3C AD 5S,1,0,0,1,1,14,14,3,1,3,0,9,0,0,0,0,12,2,14,0,2960,20,0.24933290481567383,False,0,8,20180806124831083,Early,0,0,0,14,12,2,3,QS 2C,michael5,20,20,2250,2203.0,2156,any_raised,fold/check,SB,B,20,120,0.11722488038277512,0.06835959873459874,0.29586186723644337,0.2362494624996489,0.015085991493886841,check/call,0.10213888888888828,"[1, 0, 0, 0]",Flop,6,1,0,10,,,,,120,0.1111111111111111,True,-0.3700000000000001
8,5,4,1,0,8,0,4,1,7,0,60000.0,fold,0.75,0,0,110,1,,,,,,,,,,,,0,9,0,0,0,0,8,2,10,0,2960,20,0.16547679901123047,False,0,8,20180806124831083,Early,1,8,0,8,2,1,8,2C 8D,michael5,20,20,5688,3230.6666666666665,2050,any_called,,D,L,0,0,0.07534166666666631,,0.26394184952476796,0.2574615428387562,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6900000000000002
8,4,3,1,0,8,0,3,1,7,0,60000.0,check,0.75,0,0,90,1,,,,,,,,,,,,1,6,0,0,0,0,14,6,20,1,2960,20,0.16443800926208496,False,0,8,20180806124831083,Early,1,14,0,14,6,2,14,6S AS,michael5,20,20,5678,3234.0,2010,any_called,,5,L,0,0,0.18618518518518765,,0.3892560365655811,0.45555036248856984,0,none,,"[0, 1, 0, 0]",Deal,8,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6920000000000002
8,2,1,3,1,7,0,1,3,4,1,360,check,0.75,0,0,40,1,5H 2S KS,0,0,0,1,1,13,13,2,2,13,1,6,0,0,0,0,14,6,20,1,2940,20,0.2785820960998535,False,0,8,20180806124831083,Early,1,14,0,14,13,4,14,6S AS,michael5,20,20,5658,3474.6666666666665,1990,any_raised,check/call,5,L,20,140,0.3111111111111111,0.11736990933043563,0.4629481479111035,0.48425371842986387,0.12492592592592347,none,0.18618518518518765,"[0, 1, 0, 0]",Flop,8,0,0,10,,,,,120,0.1,True,-0.3740000000000001
8,2,1,0,1,7,0,1,0,4,1,319,fold,0.75,0,0,40,1,5H 2S KS JD,0,0,0,2,1,13,13,2,2,13,1,6,0,0,0,0,14,6,20,1,2920,20,0.28003883361816406,False,0,8,20180806124831083,Early,1,14,0,14,13,4,14,6S AS,michael5,20,20,5638,3454.6666666666665,1970,any_raised,fold/check,5,L,40,220,0.08463949843260188,0.07521824090941737,0.27834448752881646,0.19386176074982733,-0.22647161267850924,none,0.3111111111111111,"[1, 0, 0, 0]",Turn,8,0,0,10,,,,,120,0.07142857142857142,True,-0.392399588319197
8,2,1,2,0,8,0,1,2,6,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,2920,40,0.15112614631652832,False,0,8,20180806124831083,Early,1,11,0,11,9,1,11,JD 9H,michael5,40,40,5638,3470.8,1930,any_called,,4,M,0,0,0.15407916666666607,,0.36102462113541756,0.4046302537346459,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",120,,,-0.6940000000000002
