N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
5,1,0,1,0,5,0,0,1,4,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,8,0,0,0,0,13,9,22,1,3000,20,0.1421799659729004,False,0,5,20180806170832119,Early,1,13,0,13,9,2,13,9S KS,michael5,20,20,3000,2990.0,2980,all_folded,,2,E,0,0,0.2875531746030522,,0.452621637108478,0.3717407991052291,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",26,,,-0.186
5,1,0,0,0,5,0,0,0,5,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,1,5,0,0,1,0,14,10,24,0,3000,20,0.13822007179260254,False,0,5,20180806170832119,Early,1,14,0,14,10,1,14,AD TS,michael5,20,20,3030,2992.5,2970,none,,1,E,0,0,0.2882775132273753,,0.45296091287749735,0.3725282430225898,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('raise', 80)","('fold', 0)",26,,,-0.186
5,0,0,0,0,2,0,0,0,2,0,93,bet,0.75,40,0,0,1,7H 2D KC,0,0,0,1,1,13,13,2,1,13,1,5,0,0,1,0,14,10,24,0,2980,0,0.25441408157348633,True,0,5,20180806170832119,Early,1,14,0,14,13,2,14,AD TS,michael5,0,20,3010,3010.0,3010,none,call/raise,1,E,20,70,0.5483870967741935,0.5778705927202504,0.4976531813077908,0.6718050857385256,0.2601095835468182,none,0.2882775132273753,"[0, 0.2, 0.8, 40]",Flop,2,0,0,10,,,,,26,0.0,True,-0.248
5,4,3,1,0,5,0,3,1,4,0,60000.0,bet,0.75,140,20,90,1,,,,,,,,,,,,0,2,0,0,1,1,12,12,24,0,3030,0,0.15256500244140625,False,20,5,20180806170832119,Early,1,12,1,12,0,1,12,QS QD,michael5,20,0,2990,2970.0,2950,any_called,,BB,B,0,0,0.4523988095234611,,0.4977289690837939,0.5449763977730467,0,none,,"[0, 0, 1, 140]",Deal,3,0,0,10,"('raise', 140)","('fold', 0)","('raise', 80)","('raise', 80)",26,,,-0.186
5,0,0,0,0,3,0,0,0,3,0,68,bet,0.75,40,0,0,1,TS 9C JD,0,3,11,2,1,11,11,9,1,9,0,2,0,0,1,1,12,12,24,0,2890,0,0.2705202102661133,True,0,5,20180806170832119,Early,0,0,1,12,11,2,12,QS QD,michael5,0,20,2850,2840.0,2830,none,call/raise,BB,B,160,510,0.7058823529411765,0.859645175902529,0.4192251324161824,0.8188823376305223,0.2534835434177154,none,0.4523988095234611,"[0, 0.2, 0.8, 40]",Flop,3,0,0,10,,,,,26,0.0,True,-0.248
5,0,0,0,0,3,0,0,0,2,0,78,check,0.75,0,0,0,1,TS 9C JD 9D,0,3,11,2,2,9,11,9,2,11,0,2,0,0,1,1,12,12,24,0,2850,0,0.2605171203613281,True,0,5,20180806170832119,Early,0,0,2,12,9,3,12,QS QD,michael5,0,20,2810,2810.0,2810,none,fold/check,BB,B,200,590,0.5384615384615384,0.8330812716695067,0.4721013497313325,0.6855542121673803,-0.16742081447963808,none,0.7058823529411765,"[0, 1, 0, 0]",Turn,3,0,0,10,,,,,26,0.0,True,-0.29505960000000003
5,1,0,0,1,3,0,1,0,2,1,398,bet,0.75,40,0,20,1,TS 9C JD 9D,0,3,11,2,2,9,11,9,2,11,0,2,0,0,1,1,12,12,24,0,2850,20,0.24895095825195312,False,0,5,20180806170832119,Early,0,0,2,12,9,3,12,QS QD,michael5,20,20,2790,2790.0,2790,any_raised,call/raise,BB,B,200,590,0.6268844221105527,0.7616160606679184,0.47775210841398996,0.7695848183578887,-0.07899793083062379,check/call,0.7058823529411765,"[0, 0.2, 0.8, 40]",Turn,3,1,0,10,,,,,26,0.031746031746031744,True,-0.29505960000000003
5,0,0,0,0,3,0,0,0,2,0,73,bet,0.75,40,0,0,1,TS 9C JD 9D AC,1,3,11,3,2,9,14,9,2,14,0,2,0,0,1,1,12,12,24,0,2810,0,0.2876429557800293,True,0,5,20180806170832119,Early,3,12,2,12,9,3,12,QS QD,michael5,0,20,2770,2770.0,2770,none,call/raise,BB,B,240,670,0.5753424657534246,0.747109229951335,0.49429091925119767,0.7444488796149089,-0.051541956357128105,none,0.6268844221105527,"[0, 0.2, 0.8, 40]",River,3,0,0,10,,,,,26,0.0,True,-0.3421191999999999
5,1,0,3,0,5,0,0,3,2,0,60000.0,check,0.75,0,10,30,1,,,,,,,,,,,,0,9,0,0,0,0,8,5,13,0,2760,10,0.14208698272705078,False,10,5,20180806170832119,Early,1,8,0,8,5,1,8,8C 5S,michael5,20,10,3460,3460.0,3460,all_folded,,SB,B,0,0,0.16637619047616942,,0.3724179825395208,0.23490109926344124,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",26,,,-0.184
5,0,0,0,0,2,0,0,0,2,0,83,bet,0.75,40,0,0,1,6H KD 6D,0,0,0,1,2,6,13,6,2,13,0,9,0,0,0,0,8,5,13,0,2750,0,0.24928998947143555,True,0,5,20180806170832119,Early,0,0,1,6,13,2,13,8C 5S,michael5,0,20,3460,3460.0,3460,none,call/raise,SB,B,20,40,0.3373493975903614,0.5762331539049159,0.4041086706324921,0.4546050935866614,0.170973207114192,none,0.16637619047616942,"[0, 0.2, 0.8, 40]",Flop,4,0,0,10,,,,,26,0.0,True,-0.248
