N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
7,5,4,2,0,7,0,4,2,5,0,60000.0,check,0.75,0,20,110,1,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,2980,0,0.17220807075500488,False,20,7,20180806180805202,Early,2,8,0,8,7,1,8,7H 8C,michael5,20,0,2980,2980.0,2980,any_called,,BB,B,0,0,0.14484404761901912,,0.3519435316756915,0.31307305575999966,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",167,,,-0.47800000000000004
7,0,0,0,0,5,0,0,0,5,0,66,check,0.75,0,0,0,1,6S 5D QD,0,2,6,1,1,12,12,5,2,12,0,8,1,0,0,0,8,7,15,0,2980,0,0.251619815826416,True,0,7,20180806180805202,Early,0,0,0,12,8,2,12,7H 8C,michael5,0,20,2980,2980.0,2980,none,check/call,BB,B,20,110,0.4090909090909091,0.18351823340058634,0.4916660830178167,0.5526574053321116,0.26424686147189,none,0.14484404761901912,"[0, 1, 0, 0]",Flop,1,0,0,10,,,,,167,0.0,True,-0.29200000000000004
7,0,0,0,0,5,0,0,0,2,0,64,bet,0.75,40,0,0,1,6S 5D QD 8D,0,2,6,1,1,12,12,5,3,12,0,8,1,0,0,0,8,7,15,0,2980,0,0.24836492538452148,True,0,7,20180806180805202,Early,0,0,1,8,12,3,12,7H 8C,michael5,0,20,2980,2980.0,2980,none,call/raise,BB,B,20,110,0.2109375,0.5598051373720879,0.3933498710991908,0.32313492003456423,-0.19815340909090912,none,0.4090909090909091,"[0, 0.2, 0.8, 40]",Turn,1,0,0,10,,,,,167,0.0,True,-0.27501113038552494
7,4,3,2,0,7,0,3,2,5,0,60000.0,check,0.75,0,10,90,1,,,,,,,,,,,,1,6,0,0,0,0,14,6,20,1,3080,10,0.1530139446258545,False,10,7,20180806180805202,Early,1,14,0,14,6,2,14,AH 6H,michael5,20,10,2960,2960.0,2960,any_called,,SB,B,0,0,0.20726150793652087,,0.40534451428926527,0.4018268747953682,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('allin', 3080)","('fold', 0)","('fold', 0)",167,,,-0.48000000000000004
7,0,0,0,0,5,0,0,0,5,0,71,check,0.75,0,0,0,1,3H 9C JS,0,0,0,1,1,11,11,3,1,9,1,6,0,0,0,0,14,6,20,1,3070,0,0.2639310359954834,True,0,7,20180806180805202,Early,0,0,0,14,11,3,14,AH 6H,michael5,0,20,2960,2960.0,2960,none,fold/check,SB,B,20,100,0.07042253521126761,0.03922337778544873,0.22666868928776168,0.14564472147363347,-0.13683897272525325,none,0.20726150793652087,"[0, 1, 0, 0]",Flop,2,0,0,10,,,,,167,0.0,True,-0.29400000000000004
7,0,0,0,0,5,0,0,0,2,0,83,check,0.75,0,0,0,1,3H 9C JS KS,0,0,0,2,1,13,13,3,2,13,1,6,0,0,0,0,14,6,20,1,3070,0,0.26718688011169434,True,0,7,20180806180805202,Early,1,14,0,14,13,3,14,AH 6H,michael5,0,20,2960,2960.0,2960,none,check/call,SB,B,20,100,0.0,0.27908219813613405,0.0,0.0,-0.07042253521126761,none,0.07042253521126761,"[0, 1, 0, 0]",Turn,2,0,0,10,,,,,167,0.0,True,-0.27735090777781446
7,0,0,0,0,5,0,0,0,2,0,152,check,0.75,0,0,0,1,3H 9C JS KS 4H,0,2,4,2,1,13,13,3,2,4,1,6,0,0,0,0,14,6,20,1,3070,0,0.2529909610748291,True,0,7,20180806180805202,Early,1,14,0,14,13,4,14,AH 6H,michael5,0,20,2960,2960.0,2960,none,check/call,SB,B,20,100,0.0,0.2483981615892371,0.0,0.0,0.0,none,0.0,"[0, 1, 0, 0]",River,2,0,0,10,,,,,167,0.0,True,-0.30823653175525445
7,3,2,2,0,7,0,2,2,5,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,7,1,0,1,0,11,10,21,0,3170,20,0.16198492050170898,False,0,7,20180806180805202,Early,2,11,0,11,10,1,11,TD JC,michael5,20,20,2950,2942.5,2940,any_called,,D,L,0,0,0.2013876984127131,,0.4010370224065893,0.3946875432126892,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",167,,,-0.48200000000000004
7,2,1,2,0,7,0,1,2,5,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,9,2,11,1,3170,20,0.15500712394714355,False,0,7,20180806180805202,Early,1,9,0,9,2,2,9,2H 9H,michael5,20,20,3060,2947.5,2900,any_called,,4,L,0,0,0.13632083333330566,,0.3431289316461361,0.30239523625003556,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",167,,,-0.48400000000000004
7,1,0,2,0,7,0,0,2,5,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,1,3170,20,0.16066408157348633,False,0,7,20180806180805202,Early,1,14,0,14,12,2,14,QD AD,michael5,20,20,3030,2952.5,2880,all_folded,,3,M,0,0,0.27310119047624765,,0.4455523877578303,0.48963965092655315,0,none,,"[0, 0, 1, 80]",Deal,5,0,0,10,"('raise', 80)","('fold', 0)","('raise', 80)","('fold', 0)",167,,,-0.48600000000000004
7,0,0,0,0,2,0,0,0,2,0,85,bet,0.75,40,0,0,1,4H TD 3S,0,2,4,1,1,10,10,3,1,10,1,3,0,0,1,0,14,12,26,1,3090,0,0.26402926445007324,True,0,7,20180806180805202,Early,1,4,0,14,12,3,14,QD AD,michael5,0,20,2950,2950.0,2950,none,call/raise,3,M,80,190,0.6294117647058823,0.5696073591671584,0.47373944921649147,0.774300458412513,0.3563105742296347,none,0.27310119047624765,"[0, 0.2, 0.8, 40]",Flop,5,0,0,10,,,,,167,0.0,True,-0.30000000000000004
7,0,0,0,0,2,0,0,0,2,0,89,bet,0.75,40,0,0,1,4H TD 3S TH,0,2,4,2,2,10,10,3,2,10,1,3,0,0,1,0,14,12,26,1,3050,0,0.25749921798706055,True,0,7,20180806180805202,Early,1,4,1,10,14,3,14,QD AD,michael5,0,20,2910,2910.0,2910,none,call/raise,3,M,120,270,0.47191011235955055,0.7852818966863127,0.4992103346409676,0.6138505905986291,-0.1575016523463318,none,0.6294117647058823,"[0, 0.2, 0.8, 40]",Turn,5,0,0,10,,,,,167,0.0,True,-0.28433000759321675
7,0,0,0,0,2,0,0,0,2,0,75,check,0.75,0,0,0,1,4H TD 3S TH 3H,0,2,4,2,2,10,10,3,3,10,1,3,0,0,1,0,14,12,26,1,3010,0,0.28455519676208496,True,0,7,20180806180805202,Early,1,4,2,10,3,3,14,QD AD,michael5,0,20,2870,2870.0,2870,none,call/raise,3,M,160,350,0.62,0.8564598051157647,0.45343136195018535,0.7716634164142192,0.14808988764044945,none,0.47191011235955055,"[0, 0.2, 0.8, 40]",River,5,0,0,10,,,,,167,0.0,True,-0.3124591102513845
7,1,0,1,0,7,0,0,1,6,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,1,0,0,8,6,14,0,3010,20,0.15798711776733398,False,0,7,20180806180805202,Early,1,8,0,8,6,1,8,8C 6S,michael5,20,20,3220,2994.0,2870,all_folded,,2,E,0,0,0.131514484126952,,0.3379621644382307,0.2964400203728086,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",167,,,-0.48800000000000004
7,1,0,0,0,7,0,0,0,7,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,3010,20,0.20531296730041504,False,0,7,20180806180805202,Early,2,8,0,8,7,1,8,7C 8D,michael5,20,20,3175,2993.3333333333335,2835,none,,1,E,0,0,0.14484404761901912,,0.3519435316756915,0.31729637814010797,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",167,,,-0.49000000000000005
7,3,2,4,0,7,0,2,4,3,0,60000.0,check,0.75,0,40,140,2,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,2970,0,0.16562914848327637,False,40,7,20180806180805202,Early,1,12,0,12,4,1,12,QH 4S,michael5,40,0,3225,3160.0,3095,any_called,,BB,B,0,0,0.12815059523806233,,0.3342574160406806,0.2926052439300772,0,none,,"[0, 1, 0, 0]",Deal,8,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",167,,,-0.49200000000000005
7,0,0,0,0,3,0,0,0,3,0,73,check,0.75,0,0,0,2,2D AH AC,2,2,2,2,2,14,14,2,1,14,0,9,0,0,0,0,12,4,16,0,2970,0,0.25649285316467285,True,0,7,20180806180805202,Early,0,0,1,14,12,2,14,QH 4S,michael5,0,40,3225,3160.0,3095,none,call/raise,BB,B,40,140,0.20319634703196346,0.5105243185606961,0.37343949825952266,0.32310481947281805,0.07504575179390113,none,0.12815059523806233,"[0, 0.2, 0.8, 80]",Flop,8,0,0,20,,,,,167,0.0,True,-0.29800000000000004
7,1,0,1,1,3,0,1,1,2,1,445,bet,0.75,80,0,40,2,2D AH AC,2,2,2,2,2,14,14,2,1,14,0,9,0,0,0,0,12,4,16,0,2970,40,0.35401415824890137,False,0,7,20180806180805202,Early,0,0,1,14,12,2,14,QH 4S,michael5,40,40,3055,3055.0,3055,any_raised,call/raise,BB,B,40,140,0.2797752808988764,0.6574333656539538,0.4237817371445832,0.41354411619055037,0.15162468566081405,check/call,0.12815059523806233,"[0, 0.2, 0.8, 80]",Flop,8,1,0,20,,,,,167,0.18181818181818182,True,-0.29800000000000004
7,0,0,0,0,3,0,0,0,2,0,68,bet,0.75,80,0,0,2,2D AH AC QS,2,2,2,3,2,14,14,2,1,14,0,9,0,0,0,0,12,4,16,0,2890,0,0.2681548595428467,True,0,7,20180806180805202,Early,0,0,2,14,12,2,14,QH 4S,michael5,0,40,3015,3015.0,3015,none,call/raise,BB,B,120,300,0.6176470588235294,0.8790924696218813,0.4627097859574198,0.759068411950319,0.33787177792465306,none,0.2797752808988764,"[0, 0.2, 0.8, 80]",Turn,8,0,0,20,,,,,167,0.0,True,-0.2910131285066749
