N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
6,1,0,1,0,6,0,0,1,5,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,6,0,0,1,0,13,10,23,1,3000,20,0.1519169807434082,False,0,6,20180806185441362,Early,1,13,0,13,10,2,13,KS TS,michael5,20,20,3000,2992.5,2980,all_folded,,2,E,0,0,0.2744072751322611,,0.44621510786474794,0.5010845499275531,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",274,,,-0.5080000000000002
6,0,1,1,0,5,0,1,1,4,0,347,check,0.75,0,0,0,1,6D 7S 4S,0,2,7,0,1,7,7,4,2,7,0,6,0,0,1,0,13,10,23,1,2980,0,0.2725229263305664,True,0,6,20180806185441362,Early,1,7,0,13,10,4,13,KS TS,michael5,0,20,2980,2980.0,2980,any_called,check/call,2,E,20,100,0.3939481268011527,0.14962690525848424,0.48355459495337827,0.5151267739455577,0.11954085166889161,none,0.2744072751322611,"[0, 1, 0, 0]",Flop,1,0,0,10,,,,,274,0.0,True,-0.248
6,3,3,1,1,5,0,4,1,4,1,687,fold,0.75,0,0,60,1,6D 7S 4S,0,2,7,0,1,7,7,4,2,7,0,6,0,0,1,0,13,10,23,1,2980,20,0.24436688423156738,False,0,6,20180806185441362,Early,1,7,0,13,10,4,13,KS TS,michael5,20,20,2960,2960.0,2960,any_raised,fold/check,2,E,20,100,0.3823871906841339,0.07736744761086865,0.48340267284676597,0.5029078492229312,0.10797991555187281,check/call,0.2744072751322611,"[1, 0, 0, 0]",Flop,1,1,0,10,,,,,274,0.1111111111111111,True,-0.248
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,1,2980,20,0.1651291847229004,False,0,6,20180806185441362,Early,1,7,0,7,4,2,7,4D 7D,michael5,20,20,3562,2998.0,2729,none,,1,E,0,0,0.1663042328042312,,0.3723535080479668,0.35620452190869434,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",274,,,-0.5100000000000002
6,4,3,2,0,6,0,3,2,4,0,60000.0,check,0.75,0,20,90,1,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,2960,0,0.15507888793945312,False,20,6,20180806185441362,Early,2,8,0,8,7,1,8,8H 7C,michael5,20,0,3100,2806.0,2659,any_called,,BB,B,0,0,0.1678727513227498,,0.3737532483953551,0.3592344145011717,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",274,,,-0.5120000000000002
6,0,0,0,0,4,0,0,0,4,0,65,check,0.75,0,0,0,1,QH 8D TS,0,0,0,2,1,12,12,8,1,8,0,8,1,0,0,0,8,7,15,0,2960,0,0.25193285942077637,True,0,6,20180806185441362,Early,0,0,1,8,12,2,12,8H 7C,michael5,0,20,3100,2806.0,2659,none,check/call,BB,B,20,90,0.26153846153846155,0.3266832989851565,0.4123823124209296,0.3722855362457107,0.09366571021571174,none,0.1678727513227498,"[0, 1, 0, 0]",Flop,3,0,0,10,,,,,274,0.0,True,-0.252
6,2,1,1,1,4,0,2,1,3,1,401,bet,0.75,40,0,40,1,QH 8D TS,0,0,0,2,1,12,12,8,1,8,0,8,1,0,0,0,8,7,15,0,2960,20,0.24601030349731445,False,0,6,20180806185441362,Early,0,0,1,8,12,2,12,8H 7C,michael5,20,20,2639,2639.0,2639,any_raised,call/raise,BB,B,20,90,0.24937655860349128,0.43379619563443084,0.4228137081147002,0.35840490265262254,0.08150380728074147,check/call,0.1678727513227498,"[0, 0.2, 0.8, 40]",Flop,3,1,0,10,,,,,274,0.13333333333333333,True,-0.252
6,0,0,0,0,4,0,0,0,3,0,69,check,0.75,0,0,0,1,QH 8D TS AS,1,0,0,3,1,14,14,8,2,14,0,8,1,0,0,0,8,7,15,0,2920,0,0.24606800079345703,True,0,6,20180806185441362,Early,1,8,1,8,14,2,12,8H 7C,michael5,0,20,2619,2619.0,2619,none,check/call,BB,B,60,210,0.13043478260869565,0.2835654008873823,0.30279104950400265,0.23690314507746735,-0.11894177599479563,none,0.24937655860349128,"[0, 1, 0, 0]",Turn,3,0,0,10,,,,,274,0.0,True,-0.3161351493003045
6,1,0,0,2,4,0,1,0,3,2,398,fold,0.75,0,0,195,1,QH 8D TS AS,1,0,0,3,1,14,14,8,2,14,0,8,1,0,0,0,8,7,15,0,2920,175,0.2551097869873047,False,0,6,20180806185441362,Early,1,8,1,8,14,2,12,8H 7C,michael5,175,175,2599,2521.5,2444,any_raised,fold/check,BB,B,60,210,0.1620603015075377,0.014292483660130719,0.3554921231617654,0.27855803864543427,-0.08731625709595359,check/call,0.24937655860349128,"[1, 0, 0, 0]",Turn,3,1,0,10,,,,,274,0.3017241379310345,True,-0.3161351493003045
6,4,3,1,0,6,0,3,1,5,0,60000.0,check,0.75,0,10,90,1,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,0,2910,10,0.15309476852416992,False,10,6,20180806185441362,Early,1,9,0,9,3,1,9,9S 3D,michael5,20,10,3542,3007.5,2579,any_called,,SB,B,0,0,0.11447843915344785,,0.3183914667864674,0.2781316530816922,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",274,,,-0.5140000000000002
