N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
8,2,1,1,0,8,0,1,1,7,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,11,2,13,0,3000,20,0.18534278869628906,False,0,8,20180806131920555,Early,1,11,0,11,2,1,11,2C JS,michael5,20,20,3000,2991.6666666666665,2980,any_called,,3,M,0,0,0.09498564814814828,,0.2931951138645125,0.32660978810111324,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",193,,,-0.7900000000000003
7,1,0,0,0,7,0,0,0,7,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,9,4,13,0,3000,20,0.21403002738952637,False,0,8,20180806131920555,Early,1,9,0,9,4,1,9,9H 4D,michael5,20,20,6050,3495.0,2970,none,,1,E,0,0,0.10044246031744204,,0.30058904251955215,0.30544418731577666,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",193,,,-0.6820000000000002
7,5,4,2,0,7,0,4,2,5,0,60000.0,check,0.75,0,20,110,1,,,,,,,,,,,,0,9,0,0,0,0,10,3,13,0,2980,0,0.1774158477783203,False,20,8,20180806131920555,Early,1,10,0,10,3,1,10,TD 3S,michael5,20,0,6010,3737.5,2880,any_called,,BB,B,0,0,0.10613412698410657,,0.30800921102043055,0.31681242732208115,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",193,,,-0.6840000000000002
7,0,0,0,0,5,0,0,0,5,0,59,check,0.75,0,0,0,1,QS KH 7S,0,2,13,2,1,13,13,7,2,12,0,9,0,0,0,0,10,3,13,0,2980,0,0.3518362045288086,True,0,8,20180806131920555,Early,1,13,0,13,12,3,12,TD 3S,michael5,0,20,6010,3737.5,2880,none,fold/check,BB,B,20,110,0.1016949152542373,0.015589466089466089,0.30224668644283065,0.24072839101793944,-0.004439211729869275,none,0.10613412698410657,"[0, 1, 0, 0]",Flop,3,0,0,10,,,,,193,0.0,True,-0.4600000000000002
7,1,0,2,2,5,1,1,2,3,2,397,fold,0.75,0,0,3000,1,QS KH 7S,0,2,13,2,1,13,13,7,2,12,0,9,0,0,0,0,10,3,13,0,2980,2980,0.27352404594421387,False,0,8,20180806131920555,Early,1,13,0,13,12,3,12,TD 3S,michael5,6010,6010,2860,1430.0,0,any_raised,fold/check,BB,B,20,110,0.060453400503778336,0.0037896825396825395,0.2302616975092079,0.17008288240517566,-0.04568072648032823,check/call,0.10613412698410657,"[1, 0, 0, 0]",Flop,3,1,0,10,,,,,193,0.48932676518883417,True,-0.4600000000000002
7,2,0,3,2,7,2,0,3,4,2,60000.0,fold,0.75,0,10,5970,1,,,,,,,,,,,,1,7,0,0,0,0,14,6,20,0,2970,2970,0.16967296600341797,False,10,8,20180806131920555,Early,1,14,0,14,6,1,14,AD 6S,michael5,6140,6130,2840,946.6666666666666,0,any_raised,,SB,B,0,0,0.16698392857141628,,0.3729615210316909,0.42283553199915624,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",193,,,-0.6860000000000002
7,4,3,1,0,7,0,3,1,6,0,60000.0,fold,0.75,0,0,90,1,,,,,,,,,,,,0,9,0,0,0,0,13,3,16,1,2970,20,0.16246390342712402,False,0,8,20180806131920555,Early,1,13,0,13,3,2,13,3S KS,michael5,20,20,5930,3594.0,2830,any_called,,D,L,0,0,0.18038789682539355,,0.384510212483758,0.4449309230142191,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",193,,,-0.6880000000000002
7,3,2,1,0,7,0,2,1,6,0,60000.0,check,0.75,0,0,70,1,,,,,,,,,,,,1,6,0,0,0,0,14,8,22,1,2970,20,0.16908502578735352,False,0,8,20180806131920555,Early,1,14,0,14,8,2,14,8S AS,michael5,20,20,5910,3598.0,2800,any_called,,4,L,0,0,0.22171706349208767,,0.4154017419902488,0.5083442654653594,0,none,,"[0, 1, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",193,,,-0.6900000000000002
7,1,2,1,1,6,0,2,1,5,1,330,fold,0.75,0,0,20,1,QD TH KH,0,2,13,3,1,13,13,10,2,13,1,6,0,0,0,0,14,8,22,1,2950,20,0.26856184005737305,False,0,8,20180806131920555,Early,2,14,0,14,13,2,13,8S AS,michael5,20,20,5910,3747.5,2780,any_raised,fold/check,4,L,20,120,0.1,0.03958766674654526,0.2745059841852912,0.2398000000000001,-0.12171706349208766,none,0.22171706349208767,"[1, 0, 0, 0]",Flop,6,0,0,10,,,,,193,0.125,True,-0.4660000000000002
7,2,1,1,0,7,0,1,1,6,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,2950,20,0.17529702186584473,False,0,8,20180806131920555,Early,1,11,0,11,9,1,11,9H JS,michael5,20,20,6120,3610.0,2720,any_called,,3,M,0,0,0.17524166666666266,,0.3801736773246577,0.43832185137532587,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",193,,,-0.6920000000000002
