N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
6,3,2,2,0,6,0,2,2,4,0,60000.0,check,0.75,0,10,70,1,,,,,,,,,,,,0,9,0,0,0,0,10,4,14,1,2990,10,0.1373140811920166,False,10,6,20180806122854943,Early,1,10,0,10,4,2,10,TC 4C,michael5,20,10,2980,2980.0,2980,any_called,,SB,B,0,0,0.16826111111110964,,0.3740979946468097,0.305180977151842,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",70,,,-0.36600000000000005
6,0,0,0,0,4,0,0,0,4,0,66,check,0.75,0,0,0,1,2C JH 3D,0,2,3,1,1,11,11,2,1,2,0,9,0,0,0,0,10,4,14,1,2980,0,0.24837398529052734,True,0,6,20180806122854943,Early,1,11,0,11,10,3,10,TC 4C,michael5,0,20,2980,2980.0,2980,none,fold/check,SB,B,20,80,0.07575757575757576,0.004509803921568627,0.2646098363117118,0.14667301188911452,-0.09250353535353388,none,0.16826111111110964,"[0, 1, 0, 0]",Flop,1,0,0,10,,,,,70,0.0,True,-0.268
6,1,1,1,1,4,0,2,1,3,1,405,fold,0.75,0,0,20,1,2C JH 3D,0,2,3,1,1,11,11,2,1,2,0,9,0,0,0,0,10,4,14,1,2980,20,0.26399898529052734,False,0,6,20180806122854943,Early,1,11,0,11,10,3,10,TC 4C,michael5,20,20,2980,2970.0,2960,any_raised,fold/check,SB,B,20,80,0.11851851851851852,0.01746825396825397,0.32322109969291,0.20514177323621843,-0.04974259259259112,check/call,0.16826111111110964,"[1, 0, 0, 0]",Flop,1,1,0,10,,,,,70,0.16666666666666666,True,-0.268
6,1,0,3,0,6,0,0,3,3,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,2980,20,0.14914894104003906,False,0,6,20180806122854943,Early,1,12,0,12,4,1,12,4D QS,michael5,20,20,3070,3025.0,2980,all_folded,,D,L,0,0,0.15152566137566528,,0.3585605044066238,0.28347592699730284,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",70,,,-0.36800000000000005
6,1,0,2,0,6,0,0,2,4,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,1,6,0,0,0,0,14,5,19,1,2980,20,0.1548137664794922,False,0,6,20180806122854943,Early,1,14,0,14,5,2,14,AD 5D,michael5,20,20,3070,3003.3333333333335,2940,all_folded,,3,L,0,0,0.24133611111109576,,0.42789366971815396,0.3996567689068128,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('raise', 80)","('fold', 0)",70,,,-0.37000000000000005
6,3,2,2,1,6,0,3,2,4,1,60000.0,check,0.75,0,20,140,1,,,,,,,,,,,,1,6,0,0,0,0,14,5,19,1,2960,20,0.14690828323364258,False,0,6,20180806122854943,Early,1,14,0,14,5,2,14,AD 5D,michael5,40,20,3030,2973.3333333333335,2920,any_raised,,3,L,0,0,0.24133611111109576,,0.42789366971815396,0.3996567689068128,0,check/call,,"[0, 1, 0, 0]",Deal,3,1,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",70,,,-0.37000000000000005
6,1,1,0,1,4,0,1,0,4,1,351,fold,0.75,0,0,20,1,8D KH 3C,0,0,0,1,1,13,13,3,1,3,1,6,0,0,0,0,14,5,19,1,2940,20,0.2577700614929199,False,0,6,20180806122854943,Early,1,14,0,14,13,3,14,AD 5D,michael5,20,20,3030,2966.6666666666665,2900,any_raised,fold/check,3,L,40,160,0.18376068376068377,0.07979094516594515,0.3789227341480494,0.2891032655443785,-0.05757542735041199,none,0.24133611111109576,"[1, 0, 0, 0]",Flop,3,0,0,10,,,,,70,0.1,True,-0.272
6,1,0,1,0,6,0,0,1,5,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,0,6,0,0,0,1,4,4,8,0,2940,20,0.15705227851867676,False,0,6,20180806122854943,Early,1,4,1,4,0,1,4,4H 4D,michael5,20,20,3230,3007.5,2870,all_folded,,2,E,0,0,0.17822394179892653,,0.38270114759245155,0.32058876870331854,0,none,,"[0, 0, 1, 80]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('raise', 80)",70,,,-0.37200000000000005
6,1,0,4,1,6,0,0,4,2,2,60000.0,fold,0.75,0,80,270,1,,,,,,,,,,,,0,6,0,0,0,1,4,4,8,0,2860,80,0.14046692848205566,False,0,6,20180806122854943,Early,1,4,1,4,0,1,4,4H 4D,michael5,160,80,2810,2810.0,2810,any_reraised,,2,E,0,0,0.17822394179892653,,0.38270114759245155,0.32058876870331854,0,bet/raise/allin,,"[1, 0, 0, 0]",Deal,4,0,1,10,"('fold', 0)","('fold', 0)","('call', 0)","('fold', 0)",70,,,-0.37200000000000005
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,80,0,30,1,,,,,,,,,,,,0,2,0,0,1,1,12,12,24,0,2860,20,0.1679239273071289,False,0,6,20180806122854943,Early,1,12,1,12,0,1,12,QC QS,michael5,20,20,3230,3022.0,2870,none,,1,E,0,0,0.3841318783069717,,0.48638932798256335,0.5660414869724504,0,none,,"[0, 0, 1, 80]",Deal,5,0,0,10,"('raise', 80)","('fold', 0)","('raise', 80)","('raise', 80)",70,,,-0.37400000000000005
6,0,0,0,0,2,0,0,0,2,0,83,check,0.75,0,0,0,1,8H 9S JH,0,2,9,1,1,11,11,8,2,11,0,2,0,0,1,1,12,12,24,0,2780,0,0.27849698066711426,True,0,6,20180806122854943,Early,1,12,1,12,11,2,11,QC QS,michael5,0,20,3000,3000.0,3000,none,call/raise,1,E,80,190,0.6506024096385542,0.9250873045083573,0.47677973343155133,0.7821936160656624,0.2664705313315825,none,0.3841318783069717,"[0, 0.2, 0.8, 40]",Flop,5,0,0,10,,,,,70,0.0,True,-0.276
6,1,0,0,1,2,0,1,0,2,1,416,bet,0.75,40,0,20,1,8H 9S JH,0,2,9,1,1,11,11,8,2,11,0,2,0,0,1,1,12,12,24,0,2780,20,0.2617161273956299,False,0,6,20180806122854943,Early,1,12,1,12,11,2,11,QC QS,michael5,20,20,2980,2980.0,2980,any_raised,call/raise,1,E,80,190,0.7235576923076923,0.9123203390177075,0.4391018330051934,0.8469954202866594,0.3394258140007206,check/call,0.3841318783069717,"[0, 0.2, 0.8, 40]",Flop,5,1,0,10,,,,,70,0.08695652173913043,True,-0.276
6,0,0,0,0,2,0,0,0,2,0,69,bet,0.75,40,0,0,1,8H 9S JH 8S,0,2,9,1,2,8,11,8,2,11,0,2,0,0,1,1,12,12,24,0,2740,0,0.25007081031799316,True,0,6,20180806122854943,Early,1,12,2,12,8,3,12,QC QS,michael5,0,20,2960,2960.0,2960,none,call/raise,1,E,120,270,0.8695652173913043,0.9339452508276038,0.3367811605397754,0.9791922916496477,0.14600752508361203,none,0.7235576923076923,"[0, 0.2, 0.8, 40]",Turn,5,0,0,10,,,,,70,0.0,True,-0.3255142718869393
6,0,0,0,0,2,0,0,0,2,0,63,bet,0.75,40,0,0,1,8H 9S JH 8S 5C,0,2,9,1,2,8,11,5,2,11,0,2,0,0,1,1,12,12,24,0,2700,0,0.27158689498901367,True,0,6,20180806122854943,Early,1,12,2,12,8,3,12,QC QS,michael5,0,20,2920,2920.0,2920,none,call/raise,1,E,160,350,0.873015873015873,0.8666524406965587,0.3329551898952863,0.9849625775949917,0.0034506556245686992,none,0.8695652173913043,"[0, 0.2, 0.8, 40]",River,5,0,0,10,,,,,70,0.0,True,-0.3362215336373815
6,3,2,2,1,6,0,2,2,4,1,60000.0,bet,0.75,80,20,150,1,,,,,,,,,,,,1,1,0,0,1,1,14,14,28,0,3030,20,0.1494143009185791,False,20,6,20180806122854943,Early,1,14,1,14,0,1,14,AH AS,michael5,40,20,3190,2976.6666666666665,2830,any_raised,,BB,B,0,0,0.4952829365081563,,0.4999777488168987,0.6832745700633103,0,none,,"[0, 0, 1, 80]",Deal,6,0,0,10,"('reraise', 80)","('fold', 0)","('raise', 80)","('raise', 80)",70,,,-0.37600000000000006
6,3,4,2,2,6,0,4,2,4,3,60000.0,bet,0.75,400,100,710,1,,,,,,,,,,,,1,1,0,0,1,1,14,14,28,0,2950,100,0.15961909294128418,False,0,6,20180806122854943,Early,1,14,1,14,0,1,14,AH AS,michael5,200,100,3030,2816.6666666666665,2670,any_reraised,,BB,B,0,0,0.4952829365081563,,0.4999777488168987,0.6832745700633103,0,bet/raise/allin,,"[0, 0, 1, 400]",Deal,6,0,1,10,"('reraise', 400)","('fold', 0)","('call', 0)","('call', 0)",70,,,-0.37600000000000006
6,3,6,2,3,6,0,6,2,4,5,60000.0,bet,0.75,2550,500,3510,1,,,,,,,,,,,,1,1,0,0,1,1,14,14,28,0,2550,500,0.15061402320861816,False,0,6,20180806122854943,Early,1,14,1,14,0,1,14,AH AS,michael5,1000,500,2230,2016.6666666666667,1870,any_reraised,,BB,B,0,0,0.4952829365081563,,0.4999777488168987,0.6832745700633103,0,bet/raise/allin,,"[0, 0, 1, 2550]",Deal,6,0,2,10,"('reraise', 2550)","('fold', 0)","('call', 0)","('fold', 0)",70,,,-0.37600000000000006
