tableNumber,game_id,round_id,smallBlind,playerName,isHuman,isOnline,isSurvive,chips,reloadCount,folded,allIn,position,cards,board,rank,message,winMoney
279,20180806135629978,1,10,fbe294c4663da5ea4be7221fdce029ad,False,True,True,2920,0,True,False,1,JC AC,7H 8H 3H QS 9H,8.0864,High Card,0.0
279,20180806135629978,1,10,5910dfe04ac98c16eda2a29400cd22e3,False,True,True,2900,0,True,False,2,JD 9C,7H 8H 3H QS 9H,16.08,Pair,0.0
279,20180806135629978,1,10,28800a457e9c79417e97aef29ebcd2d9,False,True,True,9360,0,False,True,3,QH 2H,7H 8H 3H QS 9H,123.0625,Flush,9360.0
279,20180806135629978,1,10,1ba38b109460e96fc633f5cb37561787,False,True,True,3000,0,True,False,4,3S 4C,7H 8H 3H QS 9H,10.0608,Pair,0.0
279,20180806135629978,1,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,True,0,0,False,True,5,TD TH,7H 8H 3H QS 9H,123.0241,Flush,0.0
279,20180806135629978,1,10,f74a71042edca15300ce83d4cfc36193,False,True,True,0,0,False,True,D,TC 5S,7H 8H 3H QS 9H,6.024,High Card,0.0
279,20180806135629978,1,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,2840,0,True,False,SB,4D AS,7H 8H 3H QS 9H,8.0624,High Card,0.0
279,20180806135629978,1,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2980,0,True,False,BB,5D QC,7H 8H 3H QS 9H,19.0112,Pair,0.0
279,20180806135629978,2,10,fbe294c4663da5ea4be7221fdce029ad,False,True,True,2900,0,True,False,BB,4C 8H,3D QS 2D 3C 4S,24.0512,Two Pair,0.0
279,20180806135629978,2,10,5910dfe04ac98c16eda2a29400cd22e3,False,True,True,2860,0,True,False,1,9S 5D,3D QS 2D 3C 4S,10.058,Pair,0.0
279,20180806135629978,2,10,28800a457e9c79417e97aef29ebcd2d9,False,True,True,9300,0,True,False,2,AC 6D,3D QS 2D 3C 4S,10.2568,Pair,0.0
279,20180806135629978,2,10,1ba38b109460e96fc633f5cb37561787,False,True,True,3000,0,True,False,3,9H 3S,3D QS 2D 3C 4S,101.0576,Three of a Kind,0.0
279,20180806135629978,2,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,False,0,0,False,False,,,3D QS 2D 3C 4S,,,0.0
279,20180806135629978,2,10,f74a71042edca15300ce83d4cfc36193,False,True,False,0,0,False,False,,,3D QS 2D 3C 4S,,,0.0
279,20180806135629978,2,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,2970,0,False,False,D,2H QC,3D QS 2D 3C 4S,68.0002,Two Pair,210.0
279,20180806135629978,2,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2970,0,True,False,SB,9C 7S,3D QS 2D 3C 4S,10.0592,Pair,0.0
279,20180806135629978,3,10,fbe294c4663da5ea4be7221fdce029ad,False,True,True,2890,0,True,False,SB,4C 9H,TH QC JS 8S 3H,120.0,Straight,0.0
279,20180806135629978,3,10,5910dfe04ac98c16eda2a29400cd22e3,False,True,True,2820,0,True,False,BB,2C KD,TH QC JS 8S 3H,7.0928,High Card,0.0
279,20180806135629978,3,10,28800a457e9c79417e97aef29ebcd2d9,False,True,True,9240,0,True,False,1,8D AD,TH QC JS 8S 3H,15.2816,Pair,0.0
279,20180806135629978,3,10,1ba38b109460e96fc633f5cb37561787,False,True,True,3150,0,False,True,2,AS KH,TH QC JS 8S 3H,122.0,Straight,3150.0
279,20180806135629978,3,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,False,0,0,False,False,,,TH QC JS 8S 3H,,,0.0
279,20180806135629978,3,10,f74a71042edca15300ce83d4cfc36193,False,True,False,0,0,False,False,,,TH QC JS 8S 3H,,,0.0
279,20180806135629978,3,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,2930,0,True,False,3,9S 7D,TH QC JS 8S 3H,120.0,Straight,0.0
279,20180806135629978,3,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2970,0,True,False,D,TS 2H,TH QC JS 8S 3H,17.08,Pair,0.0
279,20180806135629978,4,10,fbe294c4663da5ea4be7221fdce029ad,False,True,True,2890,0,True,False,D,4S 3H,JD 2D 7D 5C 7S,14.0262,Pair,0.0
279,20180806135629978,4,10,5910dfe04ac98c16eda2a29400cd22e3,False,True,True,2760,0,True,False,SB,7C 5H,JD 2D 7D 5C 7S,187.0,Full House,0.0
279,20180806135629978,4,10,28800a457e9c79417e97aef29ebcd2d9,False,True,True,6530,0,False,False,BB,KS KD,JD 2D 7D 5C 7S,82.0256,Two Pair,3090.0
279,20180806135629978,4,10,1ba38b109460e96fc633f5cb37561787,False,True,True,0,0,False,True,1,KC JH,JD 2D 7D 5C 7S,63.1024,Two Pair,0.0
279,20180806135629978,4,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,False,0,0,False,False,,,JD 2D 7D 5C 7S,,,0.0
279,20180806135629978,4,10,f74a71042edca15300ce83d4cfc36193,False,True,False,0,0,False,False,,,JD 2D 7D 5C 7S,,,0.0
279,20180806135629978,4,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,8850,0,False,True,2,8D 6D,JD 2D 7D 5C 7S,123.0312,Flush,8850.0
279,20180806135629978,4,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2970,0,True,False,3,JC 4D,JD 2D 7D 5C 7S,63.0004,Two Pair,0.0
279,20180806135629978,5,10,fbe294c4663da5ea4be7221fdce029ad,False,True,True,2890,0,True,False,2,2H 9S,KS 4C 6S 6H 6C,104.1088,Three of a Kind,0.0
279,20180806135629978,5,10,5910dfe04ac98c16eda2a29400cd22e3,False,True,True,2600,0,True,False,D,AC 2C,KS 4C 6S 6H 6C,104.3072,Three of a Kind,0.0
279,20180806135629978,5,10,28800a457e9c79417e97aef29ebcd2d9,False,True,True,6950,0,False,True,SB,7S KH,KS 4C 6S 6H 6C,182.0,Full House,6950.0
279,20180806135629978,5,10,1ba38b109460e96fc633f5cb37561787,False,True,False,0,0,False,False,,,KS 4C 6S 6H 6C,,,0.0
279,20180806135629978,5,10,d957d66f0f3a2e7f0f24b044b93acf83,False,True,False,0,0,False,False,,,KS 4C 6S 6H 6C,,,0.0
279,20180806135629978,5,10,f74a71042edca15300ce83d4cfc36193,False,True,False,0,0,False,False,,,KS 4C 6S 6H 6C,,,0.0
279,20180806135629978,5,10,63a9141e98b2fd9931e099807f206ef1,False,True,True,8610,0,True,False,BB,TS 2S,KS 4C 6S 6H 6C,104.1152,Three of a Kind,0.0
279,20180806135629978,5,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2950,0,True,False,1,9C AS,KS 4C 6S 6H 6C,104.3072,Three of a Kind,0.0
279,20180806135629978,6,20,fbe294c4663da5ea4be7221fdce029ad,False,True,True,2690,0,False,False,1,3D 9H,4C 5H 8C AD 9S,16.2084,Pair,0.0
279,20180806135629978,6,20,5910dfe04ac98c16eda2a29400cd22e3,False,True,True,2560,0,True,False,2,6C AS,4C 5H 8C AD 9S,21.0104,Pair,0.0
279,20180806135629978,6,20,28800a457e9c79417e97aef29ebcd2d9,False,True,True,6830,0,True,False,D,QS 5C,4C 5H 8C AD 9S,12.2624,Pair,0.0
279,20180806135629978,6,20,1ba38b109460e96fc633f5cb37561787,False,True,False,0,0,False,False,,,4C 5H 8C AD 9S,,,0.0
279,20180806135629978,6,20,d957d66f0f3a2e7f0f24b044b93acf83,False,True,False,0,0,False,False,,,4C 5H 8C AD 9S,,,0.0
279,20180806135629978,6,20,f74a71042edca15300ce83d4cfc36193,False,True,False,0,0,False,False,,,4C 5H 8C AD 9S,,,0.0
279,20180806135629978,6,20,63a9141e98b2fd9931e099807f206ef1,False,True,True,9010,0,False,False,SB,7H AH,4C 5H 8C AD 9S,21.0112,Pair,600.0
279,20180806135629978,6,20,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2910,0,True,False,BB,3C QC,4C 5H 8C AD 9S,8.0612,High Card,0.0
279,20180806135629978,7,20,fbe294c4663da5ea4be7221fdce029ad,False,True,True,1500,0,True,False,BB,AD 9D,9H JH 3C 8H QH,16.2816,Pair,0.0
279,20180806135629978,7,20,5910dfe04ac98c16eda2a29400cd22e3,False,True,True,3930,0,False,False,1,JC QS,9H JH 3C 8H QH,76.0064,Two Pair,2560.0
279,20180806135629978,7,20,28800a457e9c79417e97aef29ebcd2d9,False,True,True,6750,0,True,False,2,AH 8D,9H JH 3C 8H QH,123.2912,Flush,0.0
279,20180806135629978,7,20,1ba38b109460e96fc633f5cb37561787,False,True,False,0,0,False,False,,,9H JH 3C 8H QH,,,0.0
279,20180806135629978,7,20,d957d66f0f3a2e7f0f24b044b93acf83,False,True,False,0,0,False,False,,,9H JH 3C 8H QH,,,0.0
279,20180806135629978,7,20,f74a71042edca15300ce83d4cfc36193,False,True,False,0,0,False,False,,,9H JH 3C 8H QH,,,0.0
279,20180806135629978,7,20,63a9141e98b2fd9931e099807f206ef1,False,True,True,8930,0,True,False,D,3D JD,9H JH 3C 8H QH,59.0512,Two Pair,0.0
279,20180806135629978,7,20,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2890,0,True,False,SB,7S TD,9H JH 3C 8H QH,120.0,Straight,0.0
279,20180806135629978,8,20,fbe294c4663da5ea4be7221fdce029ad,False,True,True,1380,0,True,False,SB,3C KC,KD 2S QD 6D TH,20.0648,Pair,0.0
