N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
9,1,0,0,0,9,0,0,0,9,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,4,2,6,1,3000,20,0.20410394668579102,False,0,9,20180806173633282,Early,1,4,0,4,2,2,4,2H 4H,michael5,20,20,3000,2996.25,2980,none,,1,E,0,0,0.11261111111112035,,0.31611682771633537,0.3105002452615463,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.626
9,2,0,6,2,9,2,0,6,3,2,60000.0,fold,0.75,0,20,6030,1,,,,,,,,,,,,0,8,1,0,0,0,9,8,17,0,2980,2980,0.17650222778320312,False,20,9,20180806173633282,Early,2,9,0,9,8,1,9,8C 9D,michael5,3000,2980,0,0.0,0,any_raised,,BB,B,0,0,0.1221462962963107,,0.3274546970153346,0.32713293662791015,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.626
8,1,4,1,1,8,0,4,1,7,1,60000.0,fold,0.75,0,10,150,1,,,,,,,,,,,,0,9,0,0,0,0,4,2,6,0,2970,30,0.16182923316955566,False,10,9,20180806173633282,Early,1,4,0,4,2,1,4,2H 4D,michael5,40,30,6010,3483.3333333333335,2900,any_raised,,SB,B,0,0,0.08444583333333318,,0.27805527250165946,0.22792235394418947,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.516
8,6,5,0,0,8,0,5,0,8,0,60000.0,fold,0.75,0,0,130,1,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,2970,20,0.17005181312561035,False,0,9,20180806173633282,Early,1,11,0,11,9,1,11,9C JD,michael5,20,20,6582,3414.285714285714,2757,any_called,,D,L,0,0,0.15407916666666607,,0.36102462113541756,0.34108992041481234,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.518
8,4,3,1,0,8,0,3,1,7,0,60000.0,fold,0.75,0,0,90,1,,,,,,,,,,,,1,7,0,0,0,0,14,3,17,0,2970,20,0.17244195938110352,False,0,9,20180806173633282,Early,1,14,0,14,3,1,14,AH 3D,michael5,20,20,6492,3501.6666666666665,1472,any_called,,5,L,0,0,0.1402833333333352,,0.34728075057829444,0.3208693236340483,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.52
8,3,2,1,0,8,0,2,1,7,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,9,5,14,0,2970,20,0.16179609298706055,False,0,9,20180806173633282,Early,1,9,0,9,5,1,9,9S 5H,michael5,20,20,6472,3522.1666666666665,1392,any_called,,4,M,0,0,0.09849490740740643,,0.2979826515457114,0.25404185151426784,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.522
8,3,2,0,0,8,0,2,0,8,0,60000.0,check,0.75,0,0,70,1,,,,,,,,,,,,1,6,0,0,0,0,14,2,16,1,2970,20,0.16297101974487305,False,0,9,20180806173633282,Early,1,14,0,14,2,2,14,AD 2D,michael5,20,20,6472,3422.8571428571427,1372,any_called,,3,M,0,0,0.18003564814815207,,0.38421714374039434,0.38136543146811874,0,none,,"[0, 1, 0, 0]",Deal,7,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.524
8,1,1,1,1,6,0,1,1,5,1,352,check,0.75,0,0,20,1,TH JS TD,0,2,11,3,2,10,11,10,1,10,1,6,0,0,0,0,14,2,16,1,2950,20,0.26639389991760254,False,0,9,20180806173633282,Early,1,11,1,10,14,3,14,AD 2D,michael5,20,20,6452,4161.0,2757,any_raised,check/call,3,M,20,140,0.14630681818181818,0.21618596681096683,0.33306655506824395,0.2339533771123054,-0.03372882996633389,none,0.18003564814815207,"[0, 1, 0, 0]",Flop,7,0,0,10,,,,,87,0.1111111111111111,True,-0.248
8,1,1,0,1,6,0,1,0,5,1,338,fold,0.75,0,0,20,1,TH JS TD 3S,0,2,11,3,2,10,11,3,2,11,1,6,0,0,0,0,14,2,16,1,2930,20,0.27282094955444336,False,0,9,20180806173633282,Early,1,11,1,10,14,3,14,AD 2D,michael5,20,20,6432,4141.0,2737,any_raised,fold/check,3,M,40,240,0.03994082840236687,0.09347805625746805,0.17801335313726252,0.09700406965840093,-0.1063659897794513,none,0.14630681818181818,"[1, 0, 0, 0]",Turn,7,0,0,10,,,,,87,0.07142857142857142,True,-0.29140627666233615
8,2,1,0,0,8,0,1,0,8,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,13,4,17,1,2930,20,0.15880179405212402,False,0,9,20180806173633282,Early,1,13,0,13,4,2,13,4D KD,michael5,20,20,5032,3431.4285714285716,1362,any_called,,2,E,0,0,0.16524953703703826,,0.3714056105473944,0.3606088881849677,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",87,,,-0.526
