N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,10,2,12,0,3000,20,0.14077210426330566,False,0,5,20180806192344360,Early,1,10,0,10,2,1,10,TC 2D,michael5,20,20,3000,2987.5,2980,any_called,,2,E,0,0,0.14837156084655306,,0.35546791807209643,0.30477744479827557,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",339,,,-0.44000000000000017
5,1,0,0,0,5,0,0,0,5,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,0,3000,20,0.14626479148864746,False,0,5,20180806192344360,Early,1,7,0,7,4,1,7,4H 7S,michael5,20,20,3288,2992.5,2752,none,,1,E,0,0,0.15453677248676356,,0.3614625270150944,0.31430320942743534,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",339,,,-0.44200000000000017
5,4,3,1,0,5,0,3,1,4,0,60000.0,check,0.75,0,20,80,1,,,,,,,,,,,,0,8,0,0,0,0,12,9,21,1,2980,0,0.13452410697937012,False,20,5,20180806192344360,Early,1,12,0,12,9,2,12,QS 9S,michael5,20,0,3228,2990.0,2822,any_called,,BB,B,0,0,0.2806472222221135,,0.4493154336110937,0.4801432747454392,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",339,,,-0.4440000000000002
5,0,0,1,0,4,0,0,1,3,0,333,check,0.75,0,0,0,1,AS TD QC,1,0,0,3,1,14,14,10,1,12,0,8,0,0,0,0,12,9,21,1,2980,0,0.25417399406433105,True,0,5,20180806192344360,Early,1,10,1,12,14,3,14,QS 9S,michael5,0,20,3228,3025.0,2822,all_folded,call/raise,BB,B,20,80,0.4617117117117117,0.5691623670447202,0.4750775427702488,0.5823564197795501,0.1810644894895982,none,0.2806472222221135,"[0, 0.2, 0.8, 40]",Flop,3,0,0,10,,,,,339,0.0,True,-0.242
5,1,1,1,1,4,0,2,1,3,1,659,bet,0.75,40,0,20,1,AS TD QC,1,0,0,3,1,14,14,10,1,12,0,8,0,0,0,0,12,9,21,1,2980,20,0.23950409889221191,False,0,5,20180806192344360,Early,1,10,1,12,14,3,14,QS 9S,michael5,20,20,3208,3015.0,2822,any_raised,call/raise,BB,B,20,80,0.4305766312594841,0.5131723948302771,0.4684179200458853,0.5504046108965033,0.14992940903737056,check/call,0.2806472222221135,"[0, 0.2, 0.8, 40]",Flop,3,1,0,10,,,,,339,0.16666666666666666,True,-0.242
5,0,0,0,0,4,0,0,0,2,0,57,bet,0.75,40,0,0,1,AS TD QC 4S,1,0,0,3,1,14,14,4,2,14,0,8,0,0,0,0,12,9,21,1,2940,0,0.25165390968322754,True,0,5,20180806192344360,Early,1,10,1,12,14,4,14,QS 9S,michael5,0,20,3188,3188.0,3188,none,call/raise,BB,B,60,160,0.34210526315789475,0.5309827611901916,0.46033830748778687,0.4974173920182743,-0.08847136810158934,none,0.4305766312594841,"[0, 0.2, 0.8, 40]",Turn,3,0,0,10,,,,,339,0.0,True,-0.32737633974904035
5,0,0,0,0,4,0,0,0,2,0,90,check,0.75,0,0,0,1,AS TD QC 4S 4D,1,0,0,3,2,4,14,4,2,10,0,8,0,0,0,0,12,9,21,1,2900,0,0.2451770305633545,True,0,5,20180806192344360,Early,1,10,2,12,4,4,14,QS 9S,michael5,0,20,3148,3148.0,3148,none,call/raise,BB,B,100,240,0.20555555555555555,0.587003096576626,0.3617942256703319,0.34141017924925476,-0.1365497076023392,none,0.34210526315789475,"[0, 0.2, 0.8, 40]",River,3,0,0,10,,,,,339,0.0,True,-0.33618478024893567
5,1,0,0,1,4,0,1,0,2,1,415,bet,0.75,40,0,20,1,AS TD QC 4S 4D,1,0,0,3,2,4,14,4,2,10,0,8,0,0,0,0,12,9,21,1,2900,20,0.2501099109649658,False,0,5,20180806192344360,Early,1,10,2,12,4,4,14,QS 9S,michael5,20,20,3128,3128.0,3128,any_raised,call/raise,BB,B,100,240,0.3216867469879518,0.7356047392150334,0.436685634798786,0.47872656521883344,-0.020418516169942946,check/call,0.34210526315789475,"[0, 0.2, 0.8, 40]",River,3,1,0,10,,,,,339,0.07142857142857142,True,-0.33618478024893567
5,3,2,1,0,5,0,2,1,4,0,60000.0,check,0.75,0,10,70,1,,,,,,,,,,,,0,9,0,0,0,0,9,2,11,0,3010,10,0.13430094718933105,False,10,5,20180806192344360,Early,1,9,0,9,2,1,9,9S 2D,michael5,20,10,3248,2983.3333333333335,2802,any_called,,SB,B,0,0,0.13780952380952696,,0.3446999549708679,0.2915457037265341,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",339,,,-0.4460000000000002
5,0,0,0,0,4,0,0,0,4,0,52,allin,0.75,0,0,0,1,2H TH 2S,0,0,0,1,2,2,10,2,2,10,0,9,0,0,0,0,9,2,11,0,3000,0,0.251162052154541,True,0,5,20180806192344360,Early,1,10,3,2,10,2,10,9S 2D,michael5,0,20,3248,2983.3333333333335,2802,none,raise/allin,SB,B,20,80,0.8653846153846154,0.931211996336996,0.341312295178824,0.9472995662275332,0.7275750915750885,none,0.13780952380952696,"[0, 0, 0.5, 80]",Flop,4,0,0,10,,,,,339,0.0,True,-0.24
