N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
9,2,1,0,1,9,0,1,0,9,1,60000.0,fold,0.75,0,0,110,1,,,,,,,,,,,,0,9,0,0,0,0,12,3,15,1,3000,40,0.1777942180633545,False,0,9,20180806133255942,Early,1,12,0,12,3,2,12,QD 3D,michael5,40,40,3000,2986.25,2960,any_raised,,3,M,0,0,0.13545925925927313,,0.34221345435298445,0.4619308947120204,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",224,,,-0.9540000000000003
9,2,1,0,0,9,0,1,0,9,0,60000.0,fold,0.75,0,0,50,1,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,0,3000,20,0.16699910163879395,False,0,9,20180806133255942,Early,1,11,0,11,8,1,11,8S JC,michael5,20,20,3680,2993.75,2825,any_called,,2,E,0,0,0.121377777777793,,0.32656578638846673,0.4335746695651673,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",224,,,-0.9560000000000003
9,1,0,0,0,9,0,0,0,9,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,3000,20,0.21686697006225586,False,0,9,20180806133255942,Early,1,13,0,13,11,1,13,KC JD,michael5,20,20,3680,2996.25,2735,none,,1,E,0,0,0.16790000000002347,,0.3737774605296788,0.5259788071874558,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",224,,,-0.9580000000000003
9,7,6,1,1,9,0,7,1,8,1,60000.0,check,0.75,0,20,300,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,2980,20,0.1658940315246582,False,0,9,20180806133255942,Early,1,13,0,13,11,1,13,KC JD,michael5,40,20,3185,2862.8571428571427,2705,any_raised,,1,E,0,0,0.16790000000002347,,0.3737774605296788,0.5259788071874558,0,check/call,,"[0, 1, 0, 0]",Deal,3,1,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",224,,,-0.9580000000000003
9,2,1,0,1,8,0,1,0,8,1,336,check,0.75,0,0,40,1,3S KS 3H,0,0,0,1,2,3,13,3,2,13,0,6,0,0,1,0,13,11,24,0,2960,20,0.4190099239349365,False,0,9,20180806133255942,Early,0,0,2,13,3,2,13,KC JD,michael5,20,20,3185,2857.1428571428573,2685,any_raised,call/raise,1,E,40,320,0.3244047619047619,0.6557695041886217,0.44645833234133603,0.5650348993767904,0.15650476190473844,none,0.16790000000002347,"[0, 0.2, 0.8, 40]",Flop,3,0,0,10,,,,,224,0.05263157894736842,True,-0.5140000000000002
9,2,1,0,1,8,0,1,0,6,1,313,fold,0.75,0,0,40,1,3S KS 3H 7H,0,0,0,1,2,3,13,3,2,7,0,6,0,0,1,0,13,11,24,0,2940,20,0.2825329303741455,False,0,9,20180806133255942,Early,0,0,2,13,3,2,7,KC JD,michael5,20,20,3165,2824.0,2665,any_raised,fold/check,1,E,60,440,0.24440894568690097,0.5090364479431819,0.4155627296620715,0.4687850053139645,-0.07999581621786095,none,0.3244047619047619,"[1, 0, 0, 0]",Turn,3,0,0,10,,,,,224,0.04,True,-0.5221250914469844
8,3,2,4,1,8,0,2,4,4,1,60000.0,bet,0.75,80,20,140,1,,,,,,,,,,,,0,3,0,0,1,0,13,12,25,1,2920,20,0.16391921043395996,False,20,9,20180806133255942,Early,1,13,0,13,12,2,13,KH QH,michael5,40,20,2820,2730.0,2665,any_raised,,BB,B,0,0,0.23572453703704624,,0.424450797708894,0.5965077150896063,0,none,,"[0, 0, 1, 80]",Deal,4,0,0,10,"('reraise', 80)","('fold', 0)","('raise', 80)","('fold', 0)",224,,,-0.8500000000000003
8,2,3,5,2,8,0,3,5,3,3,60000.0,bet,0.75,400,100,540,1,,,,,,,,,,,,0,3,0,0,1,0,13,12,25,1,2840,100,0.16593503952026367,False,0,9,20180806133255942,Early,1,13,0,13,12,2,13,KH QH,michael5,200,100,2660,2582.5,2505,any_reraised,,BB,B,0,0,0.23572453703704624,,0.424450797708894,0.5965077150896063,0,bet/raise/allin,,"[0, 0, 1, 400]",Deal,4,0,1,10,"('reraise', 400)","('fold', 0)","('call', 0)","('fold', 0)",224,,,-0.8500000000000003
8,1,0,0,1,3,0,0,0,3,1,336,check,0.75,0,0,20,1,7S TC AH,1,0,0,2,1,14,14,7,1,10,0,3,0,0,1,0,13,12,25,1,2440,20,0.27510595321655273,False,0,9,20180806133255942,Early,2,14,0,14,13,3,14,KH QH,michael5,20,20,2360,2272.5,2185,any_raised,check/call,BB,B,500,1540,0.5044642857142857,0.30582231949337213,0.4891987199629397,0.7624540017083026,0.2687397486772395,none,0.23572453703704624,"[0, 1, 0, 0]",Flop,4,0,0,10,,,,,224,0.012658227848101266,True,-0.5160000000000002
8,2,1,0,2,3,0,2,0,3,2,663,check,0.75,0,20,100,1,7S TC AH,1,0,0,2,1,14,14,7,1,10,0,3,0,0,1,0,13,12,25,1,2420,20,0.261854887008667,False,0,9,20180806133255942,Early,2,14,0,14,13,3,14,KH QH,michael5,40,20,2320,2242.5,2165,any_raised,check/call,BB,B,500,1540,0.4962292609351433,0.27515999610598996,0.4877698396983595,0.7542219240987063,0.2605047238980971,check/call,0.23572453703704624,"[0, 1, 0, 0]",Flop,4,1,0,10,,,,,224,0.012048192771084338,True,-0.5160000000000002
