N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tight,tightness
6,3,2,1,0,6,0,2,1,5,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,0,3000,20,0.14612603187561035,False,0,6,20180806193604218,Early,1,7,0,7,4,1,7,4S 7H,michael5,20,20,2990,2982.5,2980,any_called,,D,L,0,0,0.12808267195768144,,0.33418183837824345,0.33260195704516654,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.6120000000000003
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,70,1,,,,,,,,,,,,0,7,1,0,1,0,12,11,23,0,3000,20,0.14732003211975098,False,0,6,20180806193604218,Early,2,12,0,12,11,1,12,QD JH,michael5,20,20,3060,2986.0,2960,any_called,,3,L,0,0,0.23990158730158045,,0.4270232027791495,0.5020938338079783,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.6140000000000003
5,1,0,0,0,5,0,0,0,5,0,60000.0,fold,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,8,2,10,0,3000,20,0.15177083015441895,False,0,6,20180806193604218,Early,1,8,0,8,2,1,8,8C 2H,michael5,20,20,6000,3742.5,2950,none,,1,E,0,0,0.12880780423281013,,0.3349870949776009,0.29831127429147625,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.5060000000000002
5,4,3,1,0,5,0,3,1,4,0,60000.0,check,0.75,0,20,80,1,,,,,,,,,,,,0,9,0,0,0,0,12,6,18,1,2980,0,0.14304494857788086,False,20,6,20180806193604218,Early,1,12,0,12,6,2,12,QS 6S,michael5,20,0,6050,3966.6666666666665,2920,any_called,,BB,B,0,0,0.2380632275131493,,0.4258980244368032,0.4544194239270454,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.5080000000000002
5,1,0,0,1,4,0,0,0,4,1,329,bet,0.75,40,0,20,1,6D 3S 8H,0,0,0,0,1,8,8,3,1,6,0,9,0,0,0,0,12,6,18,1,2980,20,0.24669790267944336,False,0,6,20180806193604218,Early,0,0,1,6,12,3,12,QS 6S,michael5,20,20,6030,3960.0,2920,any_raised,call/raise,BB,B,20,80,0.4194528875379939,0.7497301432227904,0.4888280803690758,0.5151859735344241,0.18138966002484463,none,0.2380632275131493,"[0, 0.2, 0.8, 40]",Flop,4,0,0,10,,,,,363,0.16666666666666666,True,-0.19399999999999995
5,0,0,0,0,4,0,0,0,2,0,78,check,0.75,0,0,0,1,6D 3S 8H TD,0,0,0,1,1,10,10,3,2,10,0,9,0,0,0,0,12,6,18,1,2940,0,0.2484731674194336,True,0,6,20180806193604218,Early,0,0,1,6,12,3,12,QS 6S,michael5,0,20,2880,2880.0,2880,none,call/raise,BB,B,60,180,0.23076923076923078,0.576503634867025,0.4213250442347432,0.3440142384666137,-0.18868365676876314,none,0.4194528875379939,"[0, 0.2, 0.8, 40]",Turn,4,0,0,10,,,,,363,0.0,True,-0.26878299604304545
5,1,0,0,1,4,0,1,0,2,1,421,bet,0.75,40,0,20,1,6D 3S 8H TD,0,0,0,1,1,10,10,3,2,10,0,9,0,0,0,0,12,6,18,1,2940,20,0.2564265727996826,False,0,6,20180806193604218,Early,0,0,1,6,12,3,12,QS 6S,michael5,20,20,2860,2860.0,2860,any_raised,call/raise,BB,B,60,180,0.26365795724465557,0.5616076464385288,0.4406159765898542,0.38208803953690895,-0.15579493029333835,check/call,0.4194528875379939,"[0, 0.2, 0.8, 40]",Turn,4,1,0,10,,,,,363,0.09090909090909091,True,-0.26878299604304545
5,0,0,0,0,4,0,0,0,2,0,79,bet,0.75,40,0,0,1,6D 3S 8H TD 8D,0,0,0,1,2,8,10,3,3,10,0,9,0,0,0,0,12,6,18,1,2900,0,0.24318790435791016,True,0,6,20180806193604218,Early,0,0,2,8,6,3,10,QS 6S,michael5,0,20,2840,2840.0,2840,none,call/raise,BB,B,100,260,0.1518987341772152,0.5729215885593595,0.3589227057913374,0.27945965892298935,-0.11175922306744038,none,0.26365795724465557,"[0, 0.2, 0.8, 40]",River,4,0,0,10,,,,,363,0.0,True,-0.35539942914598655
5,4,3,0,0,5,0,3,0,5,0,60000.0,check,0.75,0,10,90,1,,,,,,,,,,,,0,9,0,0,0,0,11,7,18,0,2850,10,0.14794421195983887,False,10,6,20180806193604218,Early,1,11,0,11,7,1,11,JD 7C,michael5,20,10,6010,3765.0,2910,any_called,,SB,B,0,0,0.1987189153438615,,0.3990359733513016,0.40222726175302537,0,none,,"[0, 1, 0, 0]",Deal,5,0,0,10,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.5100000000000002
5,0,0,0,0,5,0,0,0,5,0,71,check,0.75,0,0,0,1,AS 2H 8H,1,2,2,1,1,14,14,2,2,8,0,9,0,0,0,0,11,7,18,0,2840,0,0.26894283294677734,True,0,6,20180806193604218,Early,1,8,0,14,11,2,8,JD 7C,michael5,0,20,6010,3765.0,2910,none,fold/check,SB,B,20,100,0.0,0.0644923319482143,0.0,0.0,-0.1987189153438615,none,0.1987189153438615,"[0, 1, 0, 0]",Flop,5,0,0,10,,,,,363,0.0,True,-0.19199999999999995
5,2,2,1,1,5,0,3,1,4,1,421,fold,0.75,0,0,40,1,AS 2H 8H,1,2,2,1,1,14,14,2,2,8,0,9,0,0,0,0,11,7,18,0,2840,20,0.26672983169555664,False,0,6,20180806193604218,Early,1,8,0,14,11,2,8,JD 7C,michael5,20,20,5990,4036.6666666666665,3020,any_raised,fold/check,SB,B,20,100,0.057007125890736345,0.02083150183150183,0.23185623452565188,0.10152352291966149,-0.14171178945312515,check/call,0.1987189153438615,"[1, 0, 0, 0]",Flop,5,1,0,10,,,,,363,0.125,True,-0.19199999999999995
5,2,1,1,0,5,0,1,1,4,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,0,0,0,11,3,14,0,2840,40,0.16338706016540527,False,0,6,20180806193604218,Early,1,11,0,11,3,1,11,JC 3D,michael5,40,40,5910,4050.0,2980,any_called,,D,L,0,0,0.1644267195766948,,0.3706623442783766,0.3542058398472237,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.5120000000000002
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,100,2,,,,,,,,,,,,0,9,0,0,0,0,4,2,6,1,2840,40,0.1522819995880127,False,0,6,20180806193604218,Early,1,4,0,4,2,2,4,2D 4D,michael5,40,40,5750,3765.0,2870,any_called,,2,E,0,0,0.17029642857140834,,0.3758930100270974,0.3635054357253365,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.5140000000000002
5,1,0,0,0,5,0,0,0,5,0,60000.0,bet,0.75,160,0,60,2,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,0,2840,40,0.145859956741333,False,0,6,20180806193604218,Early,1,14,0,14,12,1,14,AH QD,michael5,40,40,6104,3775.0,436,none,,1,E,0,0,0.31910476190458925,,0.4661297167467492,0.559627695745912,0,none,,"[0, 0, 1, 160]",Deal,8,0,0,20,"('raise', 160)","('fold', 0)","('raise', 160)","('fold', 0)",363,,,-0.5160000000000002
5,1,0,3,1,5,1,0,3,2,2,60000.0,bet,0.75,2680,160,656,2,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,0,2680,276,0.1396472454071045,False,0,6,20180806193604218,Early,1,14,0,14,12,1,14,AH QD,michael5,436,276,0,0.0,0,any_reraised,,1,E,0,0,0.31910476190458925,,0.4661297167467492,0.559627695745912,0,bet/raise/allin,,"[0, 0, 1, 2680]",Deal,8,0,1,20,"('reraise', 2680)","('fold', 0)","('call', 0)","('fold', 0)",363,,,-0.5160000000000002
4,4,3,0,0,4,0,3,0,4,0,60000.0,check,0.75,0,40,160,2,,,,,,,,,,,,0,9,0,1,0,0,7,5,12,0,3296,0,0.14420509338378906,False,40,6,20180806193604218,Late,1,7,0,7,5,1,7,5C 7D,michael5,40,0,6064,4848.0,2810,any_called,,BB,B,0,0,0.21364027777775724,,0.4098757244443734,0.3808695733510617,0,none,,"[0, 1, 0, 0]",Deal,9,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.40800000000000025
4,1,0,0,1,4,0,0,0,4,1,348,bet,0.75,80,0,40,2,8D 8C 7H,0,2,8,0,2,8,8,7,1,8,0,9,0,1,0,0,7,5,12,0,3296,40,0.26344966888427734,False,0,6,20180806193604218,Late,1,8,2,8,7,2,8,5C 7D,michael5,40,40,6064,4834.666666666667,2810,any_raised,call/raise,BB,B,40,160,0.29022988505747127,0.49140356212415,0.4393921533143709,0.38100355940791236,0.07658960727971403,none,0.21364027777775724,"[0, 0.2, 0.8, 80]",Flop,9,0,0,20,,,,,363,0.16666666666666666,False,-0.19999999999999996
4,0,0,0,0,4,0,0,0,2,0,76,check,0.75,0,0,0,2,8D 8C 7H QD,0,2,8,1,2,8,12,7,2,12,0,9,0,1,0,0,7,5,12,0,3216,0,0.24386119842529297,True,0,6,20180806193604218,Late,1,8,2,8,7,3,12,5C 7D,michael5,0,40,5984,5984.0,5984,none,call/raise,BB,B,120,360,0.24342105263157895,0.6680555710629238,0.417491104952766,0.35981158090547677,-0.046808832425892316,none,0.29022988505747127,"[0, 0.2, 0.8, 80]",Turn,9,0,0,20,,,,,363,0.0,False,-0.2712135885575209
4,3,2,0,0,4,0,2,0,4,0,60000.0,check,0.75,0,20,140,2,,,,,,,,,,,,0,9,0,0,0,0,8,3,11,0,3556,20,0.151688814163208,False,20,6,20180806193604218,Late,1,8,0,8,3,1,8,8C 3D,michael5,40,20,5944,4768.0,2770,any_called,,SB,B,0,0,0.17218591269841496,,0.3775419502076938,0.32697811228356954,0,none,,"[0, 1, 0, 0]",Deal,10,0,0,20,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.41000000000000025
4,0,0,0,0,4,0,0,0,4,0,64,bet,0.75,80,0,0,2,8D 7S 2S,0,2,8,0,1,8,8,2,2,7,0,9,0,0,0,0,8,3,11,0,3536,0,0.2411959171295166,True,0,6,20180806193604218,Late,1,8,1,8,7,2,8,8C 3D,michael5,0,40,5944,4768.0,2770,none,call/raise,SB,B,40,160,0.2734375,0.5678087424013896,0.4323779406881785,0.3616907519208747,0.10125158730158504,none,0.17218591269841496,"[0, 0.2, 0.8, 80]",Flop,10,0,0,20,,,,,363,0.0,False,-0.19799999999999995
4,0,0,0,0,4,0,0,0,2,0,52,bet,0.75,80,0,0,2,8D 7S 2S 2C,0,2,8,0,2,2,8,2,2,7,0,9,0,0,0,0,8,3,11,0,3456,0,0.23869895935058594,True,0,6,20180806193604218,Late,1,8,2,8,2,2,8,8C 3D,michael5,0,40,5864,5864.0,5864,none,call/raise,SB,B,120,320,0.33653846153846156,0.7001109682800858,0.4127901525704939,0.4649280357793195,0.06310096153846156,none,0.2734375,"[0, 0.2, 0.8, 80]",Turn,10,0,0,20,,,,,363,0.0,False,-0.2717093167863705
4,0,0,0,0,4,0,0,0,2,0,86,bet,0.75,80,0,0,2,8D 7S 2S 2C KH,0,2,8,1,2,2,13,2,2,7,0,9,0,0,0,0,8,3,11,0,3376,0,0.24935293197631836,True,0,6,20180806193604218,Late,1,8,2,8,2,2,8,8C 3D,michael5,0,40,5784,5784.0,5784,none,call/raise,SB,B,200,480,0.3546511627906977,0.6776861752200627,0.46920441738046925,0.5253904585249227,0.01811270125223613,none,0.33653846153846156,"[0, 0.2, 0.8, 80]",River,10,0,0,20,,,,,363,0.0,False,-0.3568909421225916
4,2,1,0,0,4,0,1,0,4,0,60000.0,fold,0.75,0,0,200,3,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,1,3856,80,0.15007495880126953,False,0,6,20180806193604218,Late,1,9,0,9,3,2,9,9C 3C,michael5,80,80,5744,4648.0,2690,any_called,,D,L,0,0,0.2256174603174255,,0.41798830356523187,0.39782864138630114,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,40,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",363,,,-0.41200000000000025
