tableNumber,game_id,smallBlind,playerName,chips
34,20180731171321635,80,2d3ee73bcf5c3898d54174aba932622c,990
34,20180731171321635,80,38212e726f8ff54c6bfd819e961458a1,6522
34,20180731171321635,80,ea8bb19d0db6e3db8ef698b71fa02c00,749
34,20180731171321635,80,e9934a83f62596b1518719930c42a344,4539
34,20180731171321635,80,5b07523716145ee82a63c6dddfcc67de,2210
34,20180731171321635,80,834de0a4383b3c32d7cf034ca09e394c,4630
34,20180731171321635,80,0b23a8ef0c1b78f8efc671cd02d5666e,1360
69,20180731172853121,320,9ce388b5201ce0d350e8d615cb83ffe2,1670
69,20180731172853121,320,ded7f0de5c208f5037c645cd552bd3d8,0
69,20180731172853121,320,05e48671e73a64849ab54ddc3a802946,0
69,20180731172853121,320,5b07523716145ee82a63c6dddfcc67de,9630
69,20180731172853121,320,834de0a4383b3c32d7cf034ca09e394c,6700
69,20180731172853121,320,ea8bb19d0db6e3db8ef698b71fa02c00,0
